,kew_id,tdwg3_codes,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
20415,762577-1,['NWG'],Psychotria mafuluensis,762577-1,Species,Psychotria mafuluensis,762577-1
20416,762579-1,['FIJ'],Psychotria magnifica,762579-1,Species,Psychotria magnifica,762579-1
20417,762580-1,['PHI'],Psychotria magnifolia,762580-1,Species,Psychotria magnifolia,762580-1
20418,762581-1,['MDG'],Psychotria magnisepala,762581-1,Species,Psychotria magnisepala,762581-1
20419,77196465-1,['GAB'],Psychotria magnistipula,77196465-1,Species,Psychotria magnistipula,77196465-1
20420,762586-1,"['BUR', 'CMN', 'GAB', 'KEN', 'MLW', 'RWA', 'SUD', 'TAN', 'UGA', 'ZAM', 'ZAI', 'ZIM']",Psychotria mahonii,762586-1,Species,Psychotria mahonii,762586-1
20421,762587-1,['MLY'],Psychotria maingayi,762587-1,Species,Psychotria maingayi,762587-1
20422,762588-1,['NWG'],Psychotria malacorrhax,762588-1,Species,Psychotria malacorrhax,762588-1
20423,762589-1,['NWG'],Psychotria malaloensis,762589-1,Species,Psychotria malaloensis,762589-1
20424,762591-1,['MRN'],Psychotria malaspinae,762591-1,Species,Psychotria malaspinae,762591-1
20425,762593-1,"['AND', 'BOR', 'JAW', 'LSI', 'MLY', 'SUL', 'SUM', 'THA']",Psychotria malayana,762593-1,Species,Psychotria malayana,762593-1
20426,762594-1,['ZAI'],Psychotria malchairii,762594-1,Species,Psychotria malchairii,762594-1
20427,213047-2,['PUE'],Psychotria maleolens,213047-2,Species,Psychotria maleolens,213047-2
20428,762596-1,"['GUI', 'LBR', 'MLI']",Psychotria maliensis,762596-1,Species,Psychotria maliensis,762596-1
20429,77068144-1,['BZC'],Psychotria malmei,77068144-1,Species,Psychotria malmei,77068144-1
20430,77086913-1,['MDG'],Psychotria manambolensis,77086913-1,Species,Psychotria manambolensis,77086913-1
20431,77086929-1,['MDG'],Psychotria manampanihensis,77086929-1,Species,Psychotria manampanihensis,77086929-1
20432,762600-1,['BZL'],Psychotria mandiocana,762600-1,Species,Psychotria mandiocana,762600-1
20433,77086917-1,['MDG'],Psychotria mandrarensis,77086917-1,Species,Psychotria mandrarensis,77086917-1
20434,762601-1,"['CMN', 'CON', 'EQG', 'GAB', 'GHA', 'GUI', 'IVO', 'LBR']",Psychotria mangenotii,762601-1,Species,Psychotria mangenotii,762601-1
20435,77086892-1,['MDG'],Psychotria mangorensis,77086892-1,Species,Psychotria mangorensis,77086892-1
20436,762602-1,"['NNS', 'PHI', 'TAI']",Psychotria manillensis,762602-1,Species,Psychotria manillensis,762602-1
20437,77086877-1,['MDG'],Psychotria maningoryensis,77086877-1,Species,Psychotria maningoryensis,77086877-1
20438,213053-2,['JAM'],Psychotria manna,213053-2,Species,Psychotria manna,213053-2
20439,762604-1,"['CAB', 'CMN', 'CON', 'EQG', 'GAB', 'NGA', 'ZAI']",Psychotria mannii,762604-1,Species,Psychotria mannii,762604-1
20440,77086905-1,['MDG'],Psychotria manongarivensis,77086905-1,Species,Psychotria manongarivensis,77086905-1
20441,213055-2,['BOL'],Psychotria mapiriensis,213055-2,Species,Psychotria mapiriensis,213055-2
20442,935918-1,['NWG'],Psychotria marafungaensis,935918-1,Species,Psychotria marafungaensis,935918-1
20443,762609-1,['BZE'],Psychotria maranhana,762609-1,Species,Psychotria maranhana,762609-1
20444,77196466-1,['CMN'],Psychotria marantifolia,77196466-1,Species,Psychotria marantifolia,77196466-1
20445,902858-1,['SCI'],Psychotria marauensis,902858-1,Species,Psychotria marauensis,902858-1
20446,213061-2,"['CLM', 'PER']",Psychotria marcgraviella,213061-2,Species,Psychotria marcgraviella,213061-2
20447,762612-1,['MRQ'],Psychotria marchionica,762612-1,Species,Psychotria marchionica,762612-1
20448,213065-2,"['BLZ', 'BOL', 'BZN', 'CLM', 'COS', 'CUB', 'ECU', 'ELS', 'GUA', 'HON', 'JAM', 'MXG', 'MXT', 'MXS', 'NIC', 'PAN', 'PER', 'TRT', 'VEN']",Psychotria marginata,213065-2,Species,Psychotria marginata,213065-2
20449,762616-1,"['CRL', 'MRN']",Psychotria mariana,762616-1,Species,Psychotria mariana,762616-1
20450,213066-2,['PUE'],Psychotria maricaensis,213066-2,Species,Psychotria maricaensis,213066-2
20451,77083676-1,['PHI'],Psychotria mariguidonensis,77083676-1,Species,Psychotria mariguidonensis,77083676-1
20452,762618-1,['HAW'],Psychotria mariniana,762618-1,Species,Psychotria mariniana,762618-1
20453,213067-2,['HAI'],Psychotria marmeladensis,213067-2,Species,Psychotria marmeladensis,213067-2
20454,77086879-1,['MDG'],Psychotria maroensis,77086879-1,Species,Psychotria maroensis,77086879-1
20455,762620-1,['MDG'],Psychotria marojejensis,762620-1,Species,Psychotria marojejensis,762620-1
20456,20007209-1,"['CMN', 'EQG', 'GGI', 'NGA']",Psychotria martinetugei,20007209-1,Species,Psychotria martinetugei,20007209-1
20457,762624-1,['BZE'],Psychotria martiusii,762624-1,Species,Psychotria martiusii,762624-1
20458,323183-2,['NIC'],Psychotria matagalpensis,323183-2,Species,Psychotria matagalpensis,323183-2
20459,1012421-1,['NWG'],Psychotria matambuaii,1012421-1,Species,Psychotria matambuaii,1012421-1
20460,762627-1,['HAW'],Psychotria mauiensis,762627-1,Species,Psychotria mauiensis,762627-1
20461,320403-2,['NWG'],Psychotria mayana,320403-2,Species,Psychotria mayana,320403-2
20462,77157628-1,"['BZN', 'PER']",Psychotria maynasana,77157628-1,Species,Psychotria maynasana,77157628-1
20463,762635-1,['MLY'],Psychotria megacarpa,762635-1,Species,Psychotria megacarpa,762635-1
20464,762637-1,"['BOR', 'JAW', 'MLY', 'SUM']",Psychotria megacoma,762637-1,Species,Psychotria megacoma,762637-1
20465,762638-1,"['BZE', 'BZL']",Psychotria megalocalyx,762638-1,Species,Psychotria megalocalyx,762638-1
20466,77086891-1,['MDG'],Psychotria megalocarpa,77086891-1,Species,Psychotria megalocarpa,77086891-1
20467,762640-1,"['GAB', 'TAN']",Psychotria megalopus,762640-1,Species,Psychotria megalopus,762640-1
20468,762643-1,['TAN'],Psychotria megistantha,762643-1,Species,Psychotria megistantha,762643-1
20469,213081-2,"['CLM', 'ECU']",Psychotria megistophylla,213081-2,Species,Psychotria megistophylla,213081-2
20470,762646-1,"['LAO', 'VIE']",Psychotria mekongensis,762646-1,Species,Psychotria mekongensis,762646-1
20471,213082-2,['CLM'],Psychotria melaneoides,213082-2,Species,Psychotria melaneoides,213082-2
20472,762648-1,['NWG'],Psychotria melanocarpa,762648-1,Species,Psychotria melanocarpa,762648-1
20473,762650-1,['BZN'],Psychotria melanotricha,762650-1,Species,Psychotria melanotricha,762650-1
20474,77086895-1,['MDG'],Psychotria menalohensis,77086895-1,Species,Psychotria menalohensis,77086895-1
20475,77083677-1,['PHI'],Psychotria mendozii,77083677-1,Species,Psychotria mendozii,77083677-1
20476,762655-1,['CRL'],Psychotria merrillii,762655-1,Species,Psychotria merrillii,762655-1
20477,77172276-1,['CRL'],Psychotria merrillii var. merrillii,77172276-1,Variety,Psychotria merrillii,762655-1
20478,967087-1,['CRL'],Psychotria merrillii var. polyneura,967087-1,Variety,Psychotria merrillii,762655-1
20479,762656-1,['PHI'],Psychotria merrittii,762656-1,Species,Psychotria merrittii,762656-1
20480,77083660-1,['PHI'],Psychotria merrittioides,77083660-1,Species,Psychotria merrittioides,77083660-1
20481,762658-1,['MDG'],Psychotria mesentericarpa,762658-1,Species,Psychotria mesentericarpa,762658-1
20482,213088-2,"['BLZ', 'COS', 'GUA', 'HON', 'MXG', 'MXE', 'MXT', 'MXS', 'NIC']",Psychotria mexiae,213088-2,Species,Psychotria mexiae,213088-2
20483,77086933-1,['MDG'],Psychotria miae,77086933-1,Species,Psychotria miae,77086933-1
20484,77115498-1,['LBR'],Psychotria micheliae,77115498-1,Species,Psychotria micheliae,77115498-1
20485,762664-1,['LBR'],Psychotria micheliana,762664-1,Species,Psychotria micheliana,762664-1
20486,762665-1,['NWG'],Psychotria micralabastra,762665-1,Species,Psychotria micralabastra,762665-1
20487,762666-1,"['CLM', 'COS', 'ECU', 'GUA', 'HON', 'MXT', 'NIC', 'PAN', 'PER', 'VEN']",Psychotria micrantha,762666-1,Species,Psychotria micrantha,762666-1
20488,762669-1,['BZL'],Psychotria microcarpa,762669-1,Species,Psychotria microcarpa,762669-1
20489,762674-1,"['BIS', 'NWG']",Psychotria micrococca,762674-1,Species,Psychotria micrococca,762674-1
20490,762677-1,['NWC'],Psychotria microglossa,762677-1,Species,Psychotria microglossa,762677-1
20491,762678-1,['MDG'],Psychotria microgrammata,762678-1,Species,Psychotria microgrammata,762678-1
20492,762679-1,['NWC'],Psychotria micromyrtus,762679-1,Species,Psychotria micromyrtus,762679-1
20493,762681-1,['CMN'],Psychotria microthyrsa,762681-1,Species,Psychotria microthyrsa,762681-1
20494,77196467-1,['ZAI'],Psychotria mildbraedii,77196467-1,Species,Psychotria mildbraedii,77196467-1
20495,762683-1,"['FIJ', 'VAN']",Psychotria milnei,762683-1,Species,Psychotria milnei,762683-1
20496,213099-2,['BZL'],Psychotria mima,213099-2,Species,Psychotria mima,213099-2
20497,762687-1,['PHI'],Psychotria mindanaensis,762687-1,Species,Psychotria mindanaensis,762687-1
20498,762688-1,['PHI'],Psychotria mindoroensis,762688-1,Species,Psychotria mindoroensis,762688-1
20499,213102-2,['BZL'],Psychotria mineirensis,213102-2,Species,Psychotria mineirensis,213102-2
20500,762690-1,['SOL'],Psychotria miniata,762690-1,Species,Psychotria miniata,762690-1
20501,762691-1,['CAB'],Psychotria minima,762691-1,Species,Psychotria minima,762691-1
20502,762694-1,"['CMN', 'CAF', 'CON', 'ZAI']",Psychotria minuta,762694-1,Species,Psychotria minuta,762694-1
20503,762697-1,['SUM'],Psychotria minutifoveolata,762697-1,Species,Psychotria minutifoveolata,762697-1
20504,762698-1,['TAN'],Psychotria miombicola,762698-1,Species,Psychotria miombicola,762698-1
20505,284009-2,"['MXG', 'MXT']",Psychotria mirandae,284009-2,Species,Psychotria mirandae,284009-2
20506,935948-1,['NWG'],Psychotria misolensis,935948-1,Species,Psychotria misolensis,935948-1
20507,213105-2,['CUB'],Psychotria moensis,213105-2,Species,Psychotria moensis,213105-2
20508,213106-2,['HON'],Psychotria molinae,213106-2,Species,Psychotria molinae,213106-2
20509,762705-1,['GGI'],Psychotria molleri,762705-1,Species,Psychotria molleri,762705-1
20510,762706-1,['GGI'],Psychotria mollipes,762706-1,Species,Psychotria mollipes,762706-1
20511,762710-1,['NWC'],Psychotria monanthos,762710-1,Species,Psychotria monanthos,762710-1
20512,77104802-1,['CMN'],Psychotria monensis,77104802-1,Species,Psychotria monensis,77104802-1
20513,762712-1,"['ANG', 'CMN', 'CAF', 'SUD', 'TAN', 'ZAM', 'ZAI']",Psychotria moninensis,762712-1,Species,Psychotria moninensis,762712-1
20514,77196690-1,"['ANG', 'TAN', 'ZAM', 'ZAI']",Psychotria moninensis subsp. butayei,77196690-1,Subspecies,Psychotria moninensis,762712-1
20515,77196691-1,"['CMN', 'CAF', 'SUD']",Psychotria moninensis subsp. fertitensis,77196691-1,Subspecies,Psychotria moninensis,762712-1
20516,77214326-1,['ANG'],Psychotria moninensis subsp. moninensis,77214326-1,Subspecies,Psychotria moninensis,762712-1
20517,762713-1,['FIJ'],Psychotria monocarpa,762713-1,Species,Psychotria monocarpa,762713-1
20518,318842-2,"['CLM', 'PAN']",Psychotria monsalveae,318842-2,Species,Psychotria monsalveae,318842-2
20519,762717-1,['NWG'],Psychotria montensis,762717-1,Species,Psychotria montensis,762717-1
20520,284010-2,['COS'],Psychotria monteverdensis,284010-2,Species,Psychotria monteverdensis,284010-2
20521,762719-1,"['AND', 'ASS', 'BAN', 'EHM', 'IND', 'MLY', 'MYA', 'THA', 'VIE']",Psychotria monticola,762719-1,Species,Psychotria monticola,762719-1
20522,77069546-1,['NWG'],Psychotria montisgiluwensis,77069546-1,Species,Psychotria montisgiluwensis,77069546-1
20523,77069547-1,['NWG'],Psychotria montisstellaris,77069547-1,Species,Psychotria montisstellaris,77069547-1
20524,60442767-2,"['CLM', 'ECU', 'PER']",Psychotria montivaga,60442767-2,Species,Psychotria montivaga,60442767-2
20525,77145755-1,['NWC'],Psychotria montrouzieri,77145755-1,Species,Psychotria montrouzieri,77145755-1
20526,77159264-1,['MDG'],Psychotria moramangensis,77159264-1,Species,Psychotria moramangensis,77159264-1
20527,77159265-1,['MAU'],Psychotria moratii,77159265-1,Species,Psychotria moratii,77159265-1
20528,762724-1,['MLY'],Psychotria morindiflora,762724-1,Species,Psychotria morindiflora,762724-1
20529,762725-1,"['CHC', 'LAO', 'THA', 'VIE']",Psychotria morindoides,762725-1,Species,Psychotria morindoides,762725-1
20530,77086926-1,['MDG'],Psychotria morley-smithiae,77086926-1,Species,Psychotria morley-smithiae,77086926-1
20531,213115-2,['HAI'],Psychotria mornicola,213115-2,Species,Psychotria mornicola,213115-2
20532,935920-1,['NWG'],Psychotria morobensis,935920-1,Species,Psychotria morobensis,935920-1
20533,762729-1,['ZAI'],Psychotria mortehanii,762729-1,Species,Psychotria mortehanii,762729-1
20534,1019055-1,['NWG'],Psychotria muellerdomboisii,1019055-1,Species,Psychotria muellerdomboisii,1019055-1
20535,762733-1,['BZN'],Psychotria muelleriana,762733-1,Species,Psychotria muelleriana,762733-1
20536,762735-1,['MLY'],Psychotria multicapitata,762735-1,Species,Psychotria multicapitata,762735-1
20537,762737-1,['NWG'],Psychotria multicostata,762737-1,Species,Psychotria multicostata,762737-1
20538,762741-1,['SUM'],Psychotria multinervia,762741-1,Species,Psychotria multinervia,762741-1
20539,935921-1,"['BIS', 'NWG']",Psychotria multipedunculata,935921-1,Species,Psychotria multipedunculata,935921-1
20540,762743-1,['BZN'],Psychotria multiplex,762743-1,Species,Psychotria multiplex,762743-1
20541,762745-1,['MRQ'],Psychotria mumfordiana,762745-1,Species,Psychotria mumfordiana,762745-1
20542,213122-2,['CLM'],Psychotria munda,213122-2,Species,Psychotria munda,213122-2
20543,935922-1,['NWG'],Psychotria murmurensis,935922-1,Species,Psychotria murmurensis,935922-1
20544,762748-1,['CMN'],Psychotria muschleriana,762748-1,Species,Psychotria muschleriana,762748-1
20545,762749-1,['NWG'],Psychotria muscicola,762749-1,Species,Psychotria muscicola,762749-1
20546,77212716-1,['MDG'],Psychotria mutabilis,77212716-1,Species,Psychotria mutabilis,77212716-1
20547,936863-1,"['ANG', 'ZAM']",Psychotria mwinilungae,936863-1,Species,Psychotria mwinilungae,936863-1
20548,762752-1,['CRL'],Psychotria mycetoides,762752-1,Species,Psychotria mycetoides,762752-1
20549,77209435-1,['NWG'],Psychotria myristica,77209435-1,Species,Psychotria myristica,77209435-1
20550,762754-1,['NWG'],Psychotria myrmecophila,762754-1,Species,Psychotria myrmecophila,762754-1
20551,762755-1,['NWG'],Psychotria myrsinoides,762755-1,Species,Psychotria myrsinoides,762755-1
20552,762756-1,['JAM'],Psychotria myrstiphyllum,762756-1,Species,Psychotria myrstiphyllum,762756-1
20553,762759-1,"['SOL', 'VAN']",Psychotria nacdado,762759-1,Species,Psychotria nacdado,762759-1
20554,762760-1,['PHI'],Psychotria nagapatensis,762760-1,Species,Psychotria nagapatensis,762760-1
20555,213126-2,['CUB'],Psychotria naguana,213126-2,Species,Psychotria naguana,213126-2
20556,77089792-1,['THA'],Psychotria namwingensis,77089792-1,Species,Psychotria namwingensis,77089792-1
20557,762766-1,['FIJ'],Psychotria nandarivatensis,762766-1,Species,Psychotria nandarivatensis,762766-1
20558,935923-1,['NWG'],Psychotria nanifrutex,935923-1,Species,Psychotria nanifrutex,935923-1
20559,762767-1,['NWC'],Psychotria nathaliae,762767-1,Species,Psychotria nathaliae,762767-1
20560,762769-1,['CMN'],Psychotria nebulosa,762769-1,Species,Psychotria nebulosa,762769-1
20561,762771-1,['PHI'],Psychotria negrosensis,762771-1,Species,Psychotria negrosensis,762771-1
20562,284011-2,"['COS', 'NIC']",Psychotria neillii,284011-2,Species,Psychotria neillii,284011-2
20563,762772-1,['NWC'],Psychotria nekouana,762772-1,Species,Psychotria nekouana,762772-1
20564,213131-2,"['BZE', 'BZS', 'BZL', 'BZC']",Psychotria nemorosa,213131-2,Species,Psychotria nemorosa,213131-2
20565,77208251-1,['NWC'],Psychotria neodouarrei,77208251-1,Species,Psychotria neodouarrei,77208251-1
20566,77196692-1,['CON'],Psychotria nerei,77196692-1,Species,Psychotria nerei,77196692-1
20567,329821-2,"['BAH', 'BLZ', 'CAY', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FLA', 'GUA', 'HAI', 'HON', 'JAM', 'LEE', 'MXG', 'MXT', 'MXS', 'NIC', 'PAN', 'PUE', 'SWC', 'TRT', 'VEN', 'WIN']",Psychotria nervosa,329821-2,Species,Psychotria nervosa,329821-2
20568,762781-1,"['NTA', 'QLD', 'WAU']",Psychotria nesophila,762781-1,Species,Psychotria nesophila,762781-1
20569,77196693-1,['GAB'],Psychotria neurosticta,77196693-1,Species,Psychotria neurosticta,77196693-1
20570,762784-1,['BZN'],Psychotria neurothrix,762784-1,Species,Psychotria neurothrix,762784-1
20571,762788-1,['NCB'],Psychotria nicobarica,762788-1,Species,Psychotria nicobarica,762788-1
20572,762790-1,['BOR'],Psychotria nieuwenhuizii,762790-1,Species,Psychotria nieuwenhuizii,762790-1
20573,762791-1,"['CON', 'NGA']",Psychotria nigerica,762791-1,Species,Psychotria nigerica,762791-1
20574,77141810-1,['NWC'],Psychotria nigotei,77141810-1,Species,Psychotria nigotei,77141810-1
20575,762792-1,"['IND', 'SRL']",Psychotria nigra,762792-1,Species,Psychotria nigra,762792-1
20576,77171112-1,"['IND', 'SRL']",Psychotria nigra var. nigra,77171112-1,Variety,Psychotria nigra,762792-1
20577,955373-1,['IND'],Psychotria nigra var. peninsularis,955373-1,Variety,Psychotria nigra,762792-1
20578,762796-1,"['ANG', 'CON', 'ZAI']",Psychotria nigropunctata,762796-1,Species,Psychotria nigropunctata,762796-1
20579,77176638-1,"['IND', 'SRL']",Psychotria nilgherensis,77176638-1,Species,Psychotria nilgherensis,77176638-1
20580,907502-1,['IND'],Psychotria nilgiriensis,907502-1,Species,Psychotria nilgiriensis,907502-1
20581,921374-1,['IND'],Psychotria nilgiriensis var. astephana,921374-1,Variety,Psychotria nilgiriensis,907502-1
20582,77171532-1,['IND'],Psychotria nilgiriensis var. nilgiriensis,77171532-1,Variety,Psychotria nilgiriensis,907502-1
20583,762798-1,['PHI'],Psychotria nitens,762798-1,Species,Psychotria nitens,762798-1
20584,213145-2,['BZL'],Psychotria niveobarbata,213145-2,Species,Psychotria niveobarbata,213145-2
20585,77095624-1,['CMN'],Psychotria njumei,77095624-1,Species,Psychotria njumei,77095624-1
20586,77105530-1,"['CAF', 'CON', 'ZAI']",Psychotria nodiflora,77105530-1,Species,Psychotria nodiflora,77105530-1
20587,77086888-1,['MDG'],Psychotria nossibensis,77086888-1,Species,Psychotria nossibensis,77086888-1
20588,77086890-1,['MDG'],Psychotria nossibensis var. arrhyncha,77086890-1,Variety,Psychotria nossibensis,77086888-1
20589,77169170-1,['MDG'],Psychotria nossibensis var. nossibensis,77169170-1,Variety,Psychotria nossibensis,77086888-1
20590,77212717-1,['MDG'],Psychotria notopleuroides,77212717-1,Species,Psychotria notopleuroides,77212717-1
20591,762810-1,['BZL'],Psychotria noxia,762810-1,Species,Psychotria noxia,762810-1
20592,762811-1,['SUD'],Psychotria nubica,762811-1,Species,Psychotria nubica,762811-1
20593,762812-1,['GGI'],Psychotria nubicola,762812-1,Species,Psychotria nubicola,762812-1
20594,213148-2,"['CLM', 'COS', 'PAN']",Psychotria nubiphila,213148-2,Species,Psychotria nubiphila,213148-2
20595,77196694-1,['CMN'],Psychotria nubisylvae,77196694-1,Species,Psychotria nubisylvae,77196694-1
20596,762814-1,"['BZE', 'BZS', 'BZL']",Psychotria nuda,762814-1,Species,Psychotria nuda,762814-1
20597,762816-1,['IND'],Psychotria nudiflora,762816-1,Species,Psychotria nudiflora,762816-1
20598,948842-1,['IND'],Psychotria nudiflora var. latifolia,948842-1,Variety,Psychotria nudiflora,762816-1
20599,77169851-1,['IND'],Psychotria nudiflora var. nudiflora,77169851-1,Variety,Psychotria nudiflora,762816-1
20600,762818-1,['NWC'],Psychotria nummularioides,762818-1,Species,Psychotria nummularioides,762818-1
20601,77177363-1,['NWG'],Psychotria nymannii,77177363-1,Species,Psychotria nymannii,77177363-1
20602,77196695-1,['GAB'],Psychotria nzabii,77196695-1,Species,Psychotria nzabii,77196695-1
20603,77097934-1,['MXS'],Psychotria oaxacensis,77097934-1,Species,Psychotria oaxacensis,77097934-1
20604,77155115-1,['CUB'],Psychotria oblongicarpa,77155115-1,Species,Psychotria oblongicarpa,77155115-1
20605,762830-1,['CUB'],Psychotria obovalis,762830-1,Species,Psychotria obovalis,762830-1
20606,762834-1,['ZAI'],Psychotria obovatifolia,762834-1,Species,Psychotria obovatifolia,762834-1
20607,762836-1,['JAW'],Psychotria obscura,762836-1,Species,Psychotria obscura,762836-1
20608,762839-1,['BZE'],Psychotria obtegens,762839-1,Species,Psychotria obtegens,762839-1
20609,762841-1,['MDG'],Psychotria obtusifolia,762841-1,Species,Psychotria obtusifolia,762841-1
20610,213160-2,"['TRT', 'VEN']",Psychotria occidentalis,213160-2,Species,Psychotria occidentalis,213160-2
20611,213161-2,['CLM'],Psychotria ochroleuca,213161-2,Species,Psychotria ochroleuca,213161-2
20612,762848-1,['IND'],Psychotria octosulcata,762848-1,Species,Psychotria octosulcata,762848-1
20613,974592-1,"['BOL', 'CLM', 'PER']",Psychotria oinochrophylla,974592-1,Species,Psychotria oinochrophylla,974592-1
20614,213167-2,['CLM'],Psychotria oleifolia,213167-2,Species,Psychotria oleifolia,213167-2
20615,213168-2,['PAN'],Psychotria olgae,213168-2,Species,Psychotria olgae,213168-2
20616,762862-1,['CMN'],Psychotria oligocarpa,762862-1,Species,Psychotria oligocarpa,762862-1
20617,762863-1,['VIE'],Psychotria oligoneura,762863-1,Species,Psychotria oligoneura,762863-1
20618,762865-1,"['NWG', 'SOL']",Psychotria olivacea,762865-1,Species,Psychotria olivacea,762865-1
20619,77073074-1,['MRQ'],Psychotria oliveri,77073074-1,Species,Psychotria oliveri,77073074-1
20620,762867-1,"['GHA', 'GUI', 'IVO', 'LBR', 'SIE']",Psychotria ombrophila,762867-1,Species,Psychotria ombrophila,762867-1
20621,77196696-1,['CMN'],Psychotria onanae,77196696-1,Species,Psychotria onanae,77196696-1
20622,77086894-1,['MDG'],Psychotria onivensis,77086894-1,Species,Psychotria onivensis,77086894-1
20623,762870-1,['MDG'],Psychotria oocarpa,762870-1,Species,Psychotria oocarpa,762870-1
20624,762871-1,['BZL'],Psychotria opaca,762871-1,Species,Psychotria opaca,762871-1
20625,213173-2,['PER'],Psychotria opima,213173-2,Species,Psychotria opima,213173-2
20626,77196697-1,['GAB'],Psychotria orbicalyx,77196697-1,Species,Psychotria orbicalyx,77196697-1
20627,213176-2,['BZC'],Psychotria oreadum,213176-2,Species,Psychotria oreadum,213176-2
20628,77086875-1,['MDG'],Psychotria oreotrephes,77086875-1,Species,Psychotria oreotrephes,77086875-1
20629,762880-1,['NWG'],Psychotria orgyalis,762880-1,Species,Psychotria orgyalis,762880-1
20630,762884-1,"['ETH', 'KEN', 'SUD', 'TAN', 'UGA', 'ZAI']",Psychotria orophila,762884-1,Species,Psychotria orophila,762884-1
20631,213181-2,"['CLM', 'COS', 'PAN']",Psychotria orosiana,213181-2,Species,Psychotria orosiana,213181-2
20632,323184-2,['COS'],Psychotria orosioides,323184-2,Species,Psychotria orosioides,323184-2
20633,77157623-1,"['BOL', 'BZN', 'PER']",Psychotria ortiziana,77157623-1,Species,Psychotria ortiziana,77157623-1
20634,1006183-1,['BIS'],Psychotria osiana,1006183-1,Species,Psychotria osiana,1006183-1
20635,213182-2,['CUB'],Psychotria ossaeana,213182-2,Species,Psychotria ossaeana,213182-2
20636,762888-1,['NWC'],Psychotria oua-tilouensis,762888-1,Species,Psychotria oua-tilouensis,762888-1
20637,762889-1,['NWC'],Psychotria oubatchensis,762889-1,Species,Psychotria oubatchensis,762889-1
20638,313611-2,['CLM'],Psychotria ovatistipula,313611-2,Species,Psychotria ovatistipula,313611-2
20639,976723-1,"['BOR', 'MLY', 'VIE']",Psychotria ovoidea,976723-1,Species,Psychotria ovoidea,976723-1
20640,762894-1,['GGI'],Psychotria owariensis,762894-1,Species,Psychotria owariensis,762894-1
20641,762897-1,['FIJ'],Psychotria pachyantha,762897-1,Species,Psychotria pachyantha,762897-1
20642,77196699-1,['EQG'],Psychotria pachycalyx,77196699-1,Species,Psychotria pachycalyx,77196699-1
20643,762899-1,['MDG'],Psychotria pachygrammata,762899-1,Species,Psychotria pachygrammata,762899-1
20644,762901-1,"['BOR', 'MLY', 'THA']",Psychotria pachyphylla,762901-1,Species,Psychotria pachyphylla,762901-1
20645,213189-2,['CUB'],Psychotria pachythalla,213189-2,Species,Psychotria pachythalla,213189-2
20646,762903-1,['SAM'],Psychotria pacifica,762903-1,Species,Psychotria pacifica,762903-1
20647,284012-2,['PAN'],Psychotria pacorensis,284012-2,Species,Psychotria pacorensis,284012-2
20648,314552-2,"['CLM', 'ECU', 'PER', 'VEN']",Psychotria paeonia,314552-2,Species,Psychotria paeonia,314552-2
20649,762908-1,['PHI'],Psychotria palawanensis,762908-1,Species,Psychotria palawanensis,762908-1
20650,77212719-1,['MDG'],Psychotria palifera,77212719-1,Species,Psychotria palifera,77212719-1
20651,77083679-1,['PHI'],Psychotria palimlimensis,77083679-1,Species,Psychotria palimlimensis,77083679-1
20652,213197-2,['BZL'],Psychotria pallens,213197-2,Species,Psychotria pallens,213197-2
20653,762918-1,['NWG'],Psychotria pallida,762918-1,Species,Psychotria pallida,762918-1
20654,77196710-1,['CMN'],Psychotria pallidicalyx,77196710-1,Species,Psychotria pallidicalyx,77196710-1
20655,762920-1,['PHI'],Psychotria pallidifolia,762920-1,Species,Psychotria pallidifolia,762920-1
20656,762922-1,['PHI'],Psychotria paloensis,762922-1,Species,Psychotria paloensis,762922-1
20657,77083669-1,['PHI'],Psychotria paloensis var. bukidnonensis,77083669-1,Variety,Psychotria paloensis,762922-1
20658,77083670-1,['PHI'],Psychotria paloensis var. ovatifolia,77083670-1,Variety,Psychotria paloensis,762922-1
20659,77170113-1,['PHI'],Psychotria paloensis var. paloensis,77170113-1,Variety,Psychotria paloensis,762922-1
20660,77083671-1,['PHI'],Psychotria paloensis var. subelliptifolia,77083671-1,Variety,Psychotria paloensis,762922-1
20661,77083672-1,['PHI'],Psychotria paloensis var. wenzeliana,77083672-1,Variety,Psychotria paloensis,762922-1
20662,762923-1,['NWG'],Psychotria paludicola,762923-1,Species,Psychotria paludicola,762923-1
20663,762924-1,['BZL'],Psychotria paludosa,762924-1,Species,Psychotria paludosa,762924-1
20664,762925-1,"['BUR', 'RWA', 'ZAI']",Psychotria palustris,762925-1,Species,Psychotria palustris,762925-1
20665,213201-2,"['BLZ', 'BZN', 'CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXG', 'MXT', 'MXS', 'NIC', 'PAN']",Psychotria panamensis,213201-2,Species,Psychotria panamensis,213201-2
20666,284014-2,"['COS', 'NIC', 'PAN']",Psychotria panamensis var. compressicaulis,284014-2,Variety,Psychotria panamensis,213201-2
20667,284015-2,['MXS'],Psychotria panamensis var. ixtlanensis,284015-2,Variety,Psychotria panamensis,213201-2
20668,284016-2,['PAN'],Psychotria panamensis var. magna,284016-2,Variety,Psychotria panamensis,213201-2
