,Accepted_Name,acc_name,AnimalFood,EnvironmentalUses,Fuels,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,Totals,speciesname,ipniid,wcsid,azid,match_name,tax_status,Accepted_ID,acc_wcsid,acc_azid,Accepted_Rank,Accepted_Species,Accepted_Species_ID,Source
21732,Kosteletzkya grantii,Kosteletzkya grantii (Mast.) Garcke,0,0,0,1,0,1,1,1,1,5,Kosteletzkya grantii,561077-1,,333619.0,Kosteletzkya grantii (Mast.) Garcke,Accepted,561077-1,,333619.0,Species,Kosteletzkya grantii,561077-1,Useful Plants Data
21755,Kummerowia stipulacea,Kummerowia stipulacea (Maxim.) Makino,1,1,0,0,0,0,1,1,0,4,Kummerowia stipulacea,501371-1,,334865.0,Kummerowia stipulacea (Maxim.) Makino,Accepted,501371-1,,334865.0,Species,Kummerowia stipulacea,501371-1,Useful Plants Data
21757,Kunstleria curtisii,Kunstleria curtisii Prain,0,0,0,0,0,0,0,1,0,1,Kunstleria curtisii,501376-1,,334862.0,Kunstleria curtisii Prain,Accepted,501376-1,,334862.0,Species,Kunstleria curtisii,501376-1,Useful Plants Data
21766,Lablab purpureus,Lablab purpureus (L.) Sweet,1,1,0,1,0,1,1,1,0,7,Lablab purpureus,501411-1,,350777.0,Lablab purpureus (L.) Sweet,Accepted,501411-1,,350777.0,Species,Lablab purpureus,501411-1,Useful Plants Data
21774,Laburnum anagyroides,Laburnum anagyroides Medik.,0,1,0,0,0,1,1,1,0,4,Laburnum anagyroides,501428-1,,350832.0,Laburnum anagyroides Medik.,Accepted,501428-1,,350832.0,Species,Laburnum anagyroides,501428-1,Useful Plants Data
21816,Lacomucinaea lineata,Lacomucinaea lineata (L.f.) Nickrent & M.A.García,1,0,0,0,0,0,1,1,0,3,Lacomucinaea lineata,77149657-1,,1002468.0,Lacomucinaea lineata (L.f.) Nickrent & M.A.García,Accepted,77149657-1,,1002468.0,Species,Lacomucinaea lineata,77149657-1,Useful Plants Data
21838,Lactuca sativa,Lactuca sativa L.,1,0,0,1,0,0,1,1,0,5,Lactuca sativa,228239-1,,912742.0,Lactuca sativa L.,Accepted,228239-1,,912742.0,Species,Lactuca sativa,228239-1,Useful Plants Data
21842,Lactuca serriola,Lactuca serriola L.,0,1,0,1,0,0,1,1,0,5,Lactuca serriola,228255-1,,927162.0,Lactuca serriola L.,Accepted,228255-1,,927162.0,Species,Lactuca serriola,228255-1,Useful Plants Data
21863,Laennecia coulteri,Laennecia coulteri (A.Gray) G.L.Nesom,0,0,0,0,0,0,1,1,0,2,Laennecia coulteri,279290-2,,1099198.0,Laennecia coulteri (A.Gray) G.L.Nesom,Accepted,279290-2,,1099198.0,Species,Laennecia coulteri,279290-2,Useful Plants Data
21874,Lagenandra toxicaria,Lagenandra toxicaria Dalzell,0,1,0,0,0,0,1,1,0,3,Lagenandra toxicaria,87405-1,107221.0,,Lagenandra toxicaria Dalzell,Accepted,87405-1,107221.0,,Species,Lagenandra toxicaria,87405-1,Useful Plants Data
21876,Lagenaria breviflora,Lagenaria breviflora (Benth.) Roberty,0,0,0,0,0,1,1,1,0,3,Lagenaria breviflora,293036-1,,342913.0,Lagenaria breviflora (Benth.) Roberty,Accepted,293036-1,,342913.0,Species,Lagenaria breviflora,293036-1,Useful Plants Data
21879,Lagenaria siceraria,Lagenaria siceraria (Molina) Standl.,1,1,0,1,0,1,1,1,1,8,Lagenaria siceraria,134809-2,,342950.0,Lagenaria siceraria (Molina) Standl.,Accepted,134809-2,,342950.0,Species,Lagenaria siceraria,134809-2,Useful Plants Data
21891,Lagerstroemia speciosa,Lagerstroemia speciosa (L.) Pers.,0,1,0,1,0,1,1,1,1,6,Lagerstroemia speciosa,553618-1,,353907.0,Lagerstroemia speciosa (L.) Pers.,Accepted,553618-1,,353907.0,Species,Lagerstroemia speciosa,553618-1,Useful Plants Data
21915,Lamium amplexicaule,Lamium amplexicaule L.,0,0,0,0,0,0,1,1,0,2,Lamium amplexicaule,448797-1,107386.0,,Lamium amplexicaule L.,Accepted,448797-1,107386.0,,Species,Lamium amplexicaule,448797-1,Useful Plants Data
21930,Lamprocapnos spectabilis,Lamprocapnos spectabilis (L.) Fukuhara,0,1,0,0,0,0,1,1,0,3,Lamprocapnos spectabilis,995841-1,,494086.0,Lamprocapnos spectabilis (L.) Fukuhara,Accepted,995841-1,,494086.0,Species,Lamprocapnos spectabilis,995841-1,Useful Plants Data
21954,Landolphia parvifolia,Landolphia parvifolia K.Schum.,0,0,0,0,0,1,0,1,0,2,Landolphia parvifolia,79675-1,107767.0,,Landolphia parvifolia K.Schum.,Accepted,79675-1,107767.0,,Species,Landolphia parvifolia,79675-1,Useful Plants Data
21971,Lannea coromandelica,Lannea coromandelica (Houtt.) Merr.,1,1,0,1,0,1,1,1,0,6,Lannea coromandelica,69758-1,,340856.0,Lannea coromandelica (Houtt.) Merr.,Accepted,69758-1,,340856.0,Species,Lannea coromandelica,69758-1,Useful Plants Data
21981,Lannea schweinfurthii,Lannea schweinfurthii (Engl.) Engl.,1,1,1,1,1,1,1,1,1,10,Lannea schweinfurthii,69804-1,,340744.0,Lannea schweinfurthii (Engl.) Engl.,Accepted,69804-1,,340744.0,Species,Lannea schweinfurthii,69804-1,Useful Plants Data
21990,Lantana camara,Lantana camara L.,1,1,1,1,1,1,1,1,1,10,Lantana camara,325686-2,107934.0,,Lantana camara L.,Accepted,325686-2,107934.0,,Species,Lantana camara,325686-2,Useful Plants Data
22000,Lantana montevidensis,Lantana montevidensis (Spreng.) Briq.,0,1,0,0,0,0,1,1,0,3,Lantana montevidensis,135260-2,108181.0,,Lantana montevidensis Briq.,Accepted,135260-2,108181.0,,Species,Lantana montevidensis,135260-2,Useful Plants Data
22002,Lantana ovatifolia,Lantana ovatifolia Britton,0,0,0,0,0,0,1,1,0,2,Lantana ovatifolia,135275-2,108203.0,,Lantana ovatifolia Britton,Accepted,135275-2,108203.0,,Species,Lantana ovatifolia,135275-2,Useful Plants Data
22004,Lantana rugosa,Lantana rugosa Thunb.,1,1,0,1,0,1,1,1,1,8,Lantana rugosa,863429-1,108255.0,,Lantana rugosa Thunb.,Accepted,863429-1,108255.0,,Species,Lantana rugosa,863429-1,Useful Plants Data
22006,Lantana ukambensis,Lantana ukambensis (Vatke) Verdc.,1,1,1,1,0,1,1,1,0,8,Lantana ukambensis,969362-1,108330.0,,Lantana ukambensis (Vatke) Verdc.,Accepted,969362-1,108330.0,,Species,Lantana ukambensis,969362-1,Useful Plants Data
22016,Laportea aestuans,Laportea aestuans (L.) Chew,1,0,0,1,0,1,1,1,1,7,Laportea aestuans,135476-2,,497404.0,Laportea aestuans (L.) Chew,Accepted,135476-2,,497404.0,Species,Laportea aestuans,135476-2,Useful Plants Data
22020,Laportea canadensis,Laportea canadensis (L.) Wedd.,0,0,0,0,0,0,1,1,0,2,Laportea canadensis,30335783-2,,497421.0,Laportea canadensis (L.) Wedd.,Accepted,30335783-2,,497421.0,Species,Laportea canadensis,30335783-2,Useful Plants Data
22022,Laportea decumana,Laportea decumana (Roxb.) Wedd.,0,1,0,0,1,0,1,1,1,5,Laportea decumana,854252-1,,496810.0,Laportea decumana (Roxb.) Wedd.,Accepted,854252-1,,496810.0,Species,Laportea decumana,854252-1,Useful Plants Data
22025,Laportea interrupta,Laportea interrupta (L.) Chew,0,0,0,0,0,1,1,1,0,3,Laportea interrupta,854275-1,,496820.0,Laportea interrupta (L.) Chew,Accepted,854275-1,,496820.0,Species,Laportea interrupta,854275-1,Useful Plants Data
22029,Laportea ovalifolia,Laportea ovalifolia (Schumach. & Thonn.) Chew,0,0,0,1,0,1,1,1,1,6,Laportea ovalifolia,854305-1,,496939.0,Laportea ovalifolia (Schumach. & Thonn.) Chew,Accepted,854305-1,,496939.0,Species,Laportea ovalifolia,854305-1,Useful Plants Data
22035,Lappula squarrosa,Lappula squarrosa (Retz.) Dumort.,0,0,0,0,0,0,1,1,0,2,Lappula squarrosa,117629-1,,342864.0,Lappula squarrosa (Retz.) Dumort.,Accepted,117629-1,,342864.0,Species,Lappula squarrosa,117629-1,Useful Plants Data
22048,Larrea divaricata,Larrea divaricata Cav.,1,1,1,1,0,1,1,1,0,7,Larrea divaricata,873316-1,,497197.0,Larrea divaricata Cav.,Accepted,873316-1,,497197.0,Species,Larrea divaricata,873316-1,Useful Plants Data
22049,Larrea tridentata,Larrea tridentata (DC.) Coville,0,1,0,0,0,1,1,1,0,4,Larrea mexicana,873318-1,,497203.0,Larrea mexicana Moric.,Synonym,873322-1,,497190.0,Species,Larrea tridentata,873322-1,Useful Plants Data
22055,Lasia spinosa,Lasia spinosa (L.) Thwaites,0,0,0,1,0,0,1,1,0,3,Lasia spinosa,87418-1,108423.0,,Lasia spinosa Thwaites,Accepted,87418-1,108423.0,,Species,Lasia spinosa,87418-1,Useful Plants Data
22095,Lasiospermum bipinnatum,Lasiospermum bipinnatum Druce,0,0,0,0,0,0,1,1,0,2,Lasiospermum bipinnatum,228916-1,,1106669.0,Lasiospermum bipinnatum Druce,Accepted,228916-1,,1106669.0,Species,Lasiospermum bipinnatum,228916-1,Useful Plants Data
22109,Lathyrus cicera,Lathyrus cicera L.,1,1,0,0,0,0,1,1,0,5,Lathyrus cicera,501638-1,,350608.0,Lathyrus cicera L.,Accepted,501638-1,,350608.0,Species,Lathyrus cicera,501638-1,Useful Plants Data
22111,Lathyrus clymenum,Lathyrus clymenum L.,1,0,0,0,0,0,0,1,0,3,Lathyrus clymenum,501647-1,,350599.0,Lathyrus clymenum L.,Accepted,501647-1,,350599.0,Species,Lathyrus clymenum,501647-1,Useful Plants Data
22118,Lathyrus hirsutus,Lathyrus hirsutus L.,1,0,0,0,0,0,0,1,0,3,Lathyrus hirsutus,501755-1,,350736.0,Lathyrus hirsutus L.,Accepted,501755-1,,350736.0,Species,Lathyrus hirsutus,501755-1,Useful Plants Data
22122,Lathyrus latifolius,Lathyrus latifolius L.,0,1,0,0,0,0,0,1,0,3,Lathyrus latifolius,501802-1,,350701.0,Lathyrus latifolius L.,Accepted,501802-1,,350701.0,Species,Lathyrus latifolius,501802-1,Useful Plants Data
22129,Lathyrus ochrus,Lathyrus ochrus (L.) DC.,1,1,0,1,0,0,0,1,0,5,Lathyrus ochrus,501908-1,,350654.0,Lathyrus ochrus (L.) DC.,Accepted,501908-1,,350654.0,Species,Lathyrus ochrus,501908-1,Useful Plants Data
22130,Lathyrus odoratus,Lathyrus odoratus L.,0,1,0,1,0,1,1,1,0,6,Lathyrus odoratus,501909-1,,351328.0,Lathyrus odoratus L.,Accepted,501909-1,,351328.0,Species,Lathyrus odoratus,501909-1,Useful Plants Data
22134,Lathyrus pusillus,Lathyrus pusillus Elliott,0,0,0,0,0,0,0,1,0,1,Lathyrus pusillus,501970-1,,351443.0,Lathyrus pusillus Elliott,Accepted,501970-1,,351443.0,Species,Lathyrus pusillus,501970-1,Useful Plants Data
22137,Lathyrus sativus,Lathyrus sativus L.,1,1,0,1,0,0,1,1,0,6,Lathyrus sativus,501990-1,,351466.0,Lathyrus sativus L.,Accepted,501990-1,,351466.0,Species,Lathyrus sativus,501990-1,Useful Plants Data
22139,Lathyrus sphaericus,Lathyrus sphaericus Retz.,0,0,0,0,0,0,1,1,0,2,Lathyrus sphaericus,502014-1,,351119.0,Lathyrus sphaericus Retz.,Accepted,502014-1,,351119.0,Species,Lathyrus sphaericus,502014-1,Useful Plants Data
22140,Lathyrus splendens,Lathyrus splendens Kellogg,0,0,0,0,0,0,0,1,0,1,Lathyrus splendens,502018-1,,351116.0,Lathyrus splendens Kellogg,Accepted,502018-1,,351116.0,Species,Lathyrus splendens,502018-1,Useful Plants Data
22143,Lathyrus sylvestris,Lathyrus sylvestris L.,0,1,0,0,0,0,0,1,0,3,Lathyrus sylvestris,502035-1,,351122.0,Lathyrus sylvestris L.,Accepted,502035-1,,351122.0,Species,Lathyrus sylvestris,502035-1,Useful Plants Data
22144,Lathyrus tingitanus,Lathyrus tingitanus L.,0,1,0,1,0,0,0,1,0,4,Lathyrus tingitanus,502046-1,,351147.0,Lathyrus tingitanus L.,Accepted,502046-1,,351147.0,Species,Lathyrus tingitanus,502046-1,Useful Plants Data
22151,Latua pubiflora,Latua pubiflora (Griseb.) Baill.,0,0,0,0,0,0,1,1,1,3,Latua pubiflora,136246-2,,499008.0,Latua pubiflora (Griseb.) Baill.,Accepted,136246-2,,499008.0,Species,Latua pubiflora,136246-2,Useful Plants Data
22156,Launaea cornuta,Launaea cornuta (Hochst. ex Oliv. & Hiern) C.Jeffrey,1,0,0,1,0,1,1,1,0,6,Launaea cornuta,229002-1,,1062785.0,Launaea cornuta (Hochst. ex Oliv. & Hiern) C.Jeffrey,Accepted,229002-1,,1062785.0,Species,Launaea cornuta,229002-1,Useful Plants Data
22185,Lawsonia inermis,Lawsonia inermis L.,1,1,1,1,1,1,1,1,1,9,Lawsonia inermis,553638-1,,353863.0,Lawsonia inermis L.,Accepted,553638-1,,353863.0,Species,Lawsonia inermis,553638-1,Useful Plants Data
22204,Lecythis ollaria,Lecythis ollaria Loefl.,0,0,0,1,0,1,1,1,0,4,Lecythis ollaria,77176926-1,314084.0,,Lecythis ollaria Loefl.,Accepted,77176926-1,314084.0,,Species,Lecythis ollaria,77176926-1,Useful Plants Data
22210,Ledebouria kirkii,Ledebouria kirkii (Baker) Stedje & Thulin,0,0,0,0,0,0,1,1,0,2,Ledebouria kirkii,988675-1,281046.0,,Ledebouria kirkii (Baker) Stedje & Thulin,Accepted,988675-1,281046.0,,Species,Ledebouria kirkii,988675-1,Useful Plants Data
22214,Ledebouria sudanica,Ledebouria sudanica (A.Chev.) Burg,0,0,0,0,0,0,0,1,0,1,Ledebouria sudanica,77075693-1,347195.0,,Ledebouria sudanica (A.Chev.) Burg,Accepted,77075693-1,347195.0,,Species,Ledebouria sudanica,77075693-1,Useful Plants Data
22230,Leea rubra,Leea rubra Blume ex Spreng.,0,1,0,0,0,0,1,1,1,4,Leea rubra,68349-1,,341184.0,Leea rubra Blume ex Spreng.,Accepted,68349-1,,341184.0,Species,Leea rubra,68349-1,Useful Plants Data
22240,Leiocarpa brevicompta,Leiocarpa brevicompta (F.Muell.) Paul G.Wilson,1,0,0,0,0,0,1,1,0,3,Leiocarpa brevicompta,1018711-1,,1087587.0,Leiocarpa brevicompta (F.Muell.) Paul G.Wilson,Accepted,1018711-1,,1087587.0,Species,Leiocarpa brevicompta,1018711-1,Useful Plants Data
22308,Lepidagathis alopecuroidea,Lepidagathis alopecuroidea (Vahl) R.Br. ex Griseb.,0,0,0,0,0,0,1,1,0,2,Lepidagathis alopecuroidea,51951-1,,342033.0,Lepidagathis alopecuroidea (Vahl) R.Br. ex Griseb.,Accepted,51951-1,,342033.0,Species,Lepidagathis alopecuroidea,51951-1,Useful Plants Data
22335,Lepidium draba,Lepidium draba L.,1,0,0,1,0,0,1,1,0,4,Lepidium draba,286156-1,,342458.0,Lepidium draba L.,Accepted,286156-1,,342458.0,Species,Lepidium draba,286156-1,Useful Plants Data
22336,Lepidium fasciculatum,Lepidium fasciculatum Thell.,1,0,0,0,0,0,0,1,0,2,Lepidium fasciculatum,286173-1,,342444.0,Lepidium fasciculatum Thell.,Accepted,286173-1,,342444.0,Species,Lepidium fasciculatum,286173-1,Useful Plants Data
22353,Lepidium sativum,Lepidium sativum L.,0,1,1,1,0,1,1,1,0,7,Lepidium sativum,138141-2,,338547.0,Lepidium sativum L.,Accepted,138141-2,,338547.0,Species,Lepidium sativum,138141-2,Useful Plants Data
22365,Lepidopetalum perrottetii,Lepidopetalum perrottetii Blume,0,0,0,0,0,0,1,1,0,2,Lepidopetalum perrottetii,783459-1,,498594.0,Lepidopetalum perrottetii Blume,Accepted,783459-1,,498594.0,Species,Lepidopetalum perrottetii,783459-1,Useful Plants Data
22372,Lepidozamia hopei,Lepidozamia hopei (W.Hill) Regel,0,1,0,1,0,1,0,1,0,4,Lepidozamia hopei,297149-1,379187.0,,Lepidozamia hopei Regel,Accepted,297149-1,379187.0,,Species,Lepidozamia hopei,297149-1,Useful Plants Data
22373,Lepidozamia peroffskyana,Lepidozamia peroffskyana Regel,0,1,0,1,0,1,0,1,0,4,Lepidozamia peroffskyana,297151-1,379188.0,,Lepidozamia peroffskyana Regel,Accepted,297151-1,379188.0,,Species,Lepidozamia peroffskyana,297151-1,Useful Plants Data
22384,Lepisanthes senegalensis,Lepisanthes senegalensis (Poir.) Leenh.,1,0,1,1,1,1,1,1,1,8,Lepisanthes senegalensis,783527-1,,498669.0,Lepisanthes senegalensis (Poir.) Leenh.,Accepted,783527-1,,498669.0,Species,Lepisanthes senegalensis,783527-1,Useful Plants Data
22423,Leptoderris brachyptera,Leptoderris brachyptera (Benth.) Dunn,0,0,0,0,0,1,1,1,0,3,Leptoderris brachyptera,502297-1,,345833.0,Leptoderris brachyptera (Benth.) Dunn,Accepted,502297-1,,345833.0,Species,Leptoderris brachyptera,502297-1,Useful Plants Data
22424,Leptoderris congolensis,Leptoderris congolensis (De Wild.) Dunn,0,0,0,0,0,0,0,1,0,1,Leptoderris congolensis,502300-1,,345836.0,Leptoderris congolensis (De Wild.) Dunn,Accepted,502300-1,,345836.0,Species,Leptoderris congolensis,502300-1,Useful Plants Data
22493,Lessingianthus mollissimus,Lessingianthus mollissimus (D.Don ex Hook. & Arn.) H.Rob.,0,0,0,0,0,0,1,1,0,2,Lessingianthus mollissimus,961991-1,,1051768.0,Lessingianthus mollissimus (D.Don ex Hook. & Arn.) H.Rob.,Accepted,961991-1,,1051768.0,Species,Lessingianthus mollissimus,961991-1,Useful Plants Data
22496,Lessingianthus rubricaulis,Lessingianthus rubricaulis (Bonpl.) H.Rob.,0,0,0,0,0,0,0,1,0,1,Lessingianthus rubricaulis,962014-1,,1051884.0,Lessingianthus rubricaulis (Bonpl.) H.Rob.,Accepted,962014-1,,1051884.0,Species,Lessingianthus rubricaulis,962014-1,Useful Plants Data
22508,Leucaena leucocephala,Leucaena leucocephala (Lam.) de Wit,1,1,1,1,1,1,1,1,1,10,Leucaena leucocephala,138955-2,,346347.0,Leucaena leucocephala (Lam.) de Wit,Accepted,138955-2,,346347.0,Species,Leucaena leucocephala,138955-2,Useful Plants Data
22518,Leucas calostachys,Leucas calostachys Oliv.,0,0,0,0,0,0,1,1,0,2,Leucas calostachys,449327-1,111645.0,,Leucas calostachys Oliv.,Accepted,449327-1,111645.0,,Species,Leucas calostachys,449327-1,Useful Plants Data
22530,Leucas martinicensis,Leucas martinicensis (Jacq.) R.Br.,1,0,0,1,1,1,1,1,1,7,Leucas martinicensis,941331-1,111778.0,,Leucas martinicensis (Jacq.) R.Br.,Accepted,941331-1,111778.0,,Species,Leucas martinicensis,941331-1,Useful Plants Data
22547,Leuconotis eugeniifolia,Leuconotis eugeniifolia (Wall. ex G.Don) A.DC.,0,0,0,1,0,1,1,1,0,4,Leuconotis eugeniifolia,77177343-1,112009.0,,Leuconotis eugeniifolia (Wall. ex G.Don) A.DC.,Accepted,77177343-1,112009.0,,Species,Leuconotis eugeniifolia,77177343-1,Useful Plants Data
22567,Leucothoe davisiae,Leucothoe davisiae Torr.,0,0,0,0,0,0,0,1,0,1,Leucothoe davisiae,331023-1,,349847.0,Leucothoe davisiae Torr.,Accepted,331023-1,,349847.0,Species,Leucothoe davisiae,331023-1,Useful Plants Data
22710,Ligustrum ovalifolium,Ligustrum ovalifolium Hassk.,0,1,0,0,0,1,1,1,0,4,Ligustrum ovalifolium,610056-1,354221.0,,Ligustrum ovalifolium Hassk.,Accepted,610056-1,354221.0,,Species,Ligustrum ovalifolium,610056-1,Useful Plants Data
22715,Ligustrum vulgare,Ligustrum vulgare L.,0,1,0,0,0,1,1,1,0,4,Ligustrum vulgare,610130-1,353907.0,,Ligustrum vulgare L.,Accepted,610130-1,353907.0,,Species,Ligustrum vulgare,610130-1,Useful Plants Data
22729,Lilium longiflorum,Lilium longiflorum Thunb.,0,1,0,0,0,0,1,1,0,3,Lilium longiflorum,537642-1,280023.0,,Lilium longiflorum Thunb.,Accepted,537642-1,280023.0,,Species,Lilium longiflorum,537642-1,Useful Plants Data
22803,Lindackeria dentata,Lindackeria dentata (Oliv.) Gilg,0,0,0,1,0,1,1,1,0,5,Lindackeria dentata,365668-1,,922823.0,Lindackeria dentata (Oliv.) Gilg,Accepted,365668-1,,922823.0,Species,Lindackeria dentata,365668-1,Useful Plants Data
22827,Lindera pipericarpa,Lindera pipericarpa (Miq.) Boerl.,0,1,0,1,0,1,1,1,0,5,Lindera pipericarpa,465425-1,,351954.0,Lindera pipericarpa (Miq.) Boerl.,Accepted,465425-1,,351954.0,Species,Lindera pipericarpa,465425-1,Useful Plants Data
22835,Vandellia diffusa,Vandellia diffusa L.,0,0,0,1,0,0,1,1,0,3,Lindernia diffusa,140516-2,,498938.0,Lindernia diffusa (L.) Wettst.,Synonym,262512-2,,454641.0,Species,Vandellia diffusa,262512-2,Useful Plants Data
22858,Linum catharticum,Linum catharticum L.,0,0,0,0,0,0,1,1,0,2,Linum catharticum,544405-1,,348507.0,Linum catharticum L.,Accepted,544405-1,,348507.0,Species,Linum catharticum,544405-1,Useful Plants Data
22868,Linum lewisii,Linum lewisii Pursh,0,0,0,0,0,1,1,1,0,4,Linum lewisii,140855-2,,347174.0,Linum lewisii Pursh,Accepted,140855-2,,347174.0,Species,Linum lewisii,140855-2,Useful Plants Data
22871,Linum neomexicanum,Linum neomexicanum Greene,0,0,0,0,0,0,0,1,0,1,Linum neomexicanum,544608-1,,347114.0,Linum neomexicanum Greene,Accepted,544608-1,,347114.0,Species,Linum neomexicanum,544608-1,Useful Plants Data
22878,Linum rigidum,Linum rigidum Pursh,0,0,0,0,0,0,1,1,0,2,Linum rigidum,140913-2,,347230.0,Linum rigidum Pursh,Accepted,140913-2,,347230.0,Species,Linum rigidum,140913-2,Useful Plants Data
22884,Linum usitatissimum,Linum usitatissimum L.,1,0,1,1,0,1,1,1,0,6,Linum usitatissimum,544772-1,,353429.0,Linum usitatissimum L.,Accepted,544772-1,,353429.0,Species,Linum usitatissimum,544772-1,Useful Plants Data
22887,Linzia gerberiformis,Linzia gerberiformis (Oliv. & Hiern) H.Rob.,0,1,0,0,0,1,1,1,0,4,Linzia gerberiformis,1010945-1,,1055227.0,Linzia gerberiformis (Oliv. & Hiern) H.Rob.,Accepted,1010945-1,,1055227.0,Species,Linzia gerberiformis,1010945-1,Useful Plants Data
22889,Linzia nigritiana,Linzia nigritiana (Oliv. & Hiern) C.Jeffrey,0,1,0,0,0,1,1,1,0,4,Linzia nigritiana,77106908-1,,1055272.0,Linzia nigritiana (Oliv. & Hiern) C.Jeffrey,Accepted,77106908-1,,1055272.0,Species,Linzia nigritiana,77106908-1,Useful Plants Data
22918,Lippia alnifolia,Lippia alnifolia Schauer,0,0,0,0,0,1,1,1,0,3,Lippia alnifolia,863508-1,113324.0,,Lippia alnifolia Schauer,Accepted,863508-1,113324.0,,Species,Lippia alnifolia,863508-1,Useful Plants Data
22927,Lippia grata,Lippia grata Schauer,0,0,0,0,0,1,1,1,0,3,Lippia grata,863640-1,113497.0,,Lippia grata Schauer,Accepted,863640-1,113497.0,,Species,Lippia grata,863640-1,Useful Plants Data
22937,Lippia multiflora,Lippia multiflora Moldenke,0,1,0,1,0,1,1,1,0,5,Lippia multiflora,863736-1,113625.0,,Lippia multiflora Moldenke,Accepted,863736-1,113625.0,,Species,Lippia multiflora,863736-1,Useful Plants Data
22941,Lippia rehmannii,Lippia rehmannii H.Pearson,0,0,0,0,0,0,1,1,0,2,Lippia rehmannii,863792-1,113705.0,,Lippia rehmannii H.Pearson,Accepted,863792-1,113705.0,,Species,Lippia rehmannii,863792-1,Useful Plants Data
22945,Lippia thymoides,Lippia thymoides Mart. & Schauer,0,0,0,0,0,1,0,1,0,2,Lippia thymoides,863852-1,113789.0,,Lippia thymoides Mart. & Schauer,Accepted,863852-1,113789.0,,Species,Lippia thymoides,863852-1,Useful Plants Data
23062,Litogyne gariepina,Litogyne gariepina (DC.) Anderb.,1,1,0,1,0,1,1,1,1,7,Litogyne gariepina,962687-1,,1114968.0,Litogyne gariepina (DC.) Anderb.,Accepted,962687-1,,1114968.0,Species,Litogyne gariepina,962687-1,Useful Plants Data
23076,Litsea cubeba,Litsea cubeba (Lour.) Pers.,0,0,0,1,0,1,1,1,0,4,Litsea cubeba,465621-1,,351783.0,Litsea cubeba (Lour.) Pers.,Accepted,465621-1,,351783.0,Species,Litsea cubeba,465621-1,Useful Plants Data
23126,Litsea timoriana,Litsea timoriana Span.,0,0,0,1,0,1,1,1,0,4,Litsea timoriana,466070-1,,352226.0,Litsea timoriana Span.,Accepted,466070-1,,352226.0,Species,Litsea timoriana,466070-1,Useful Plants Data
23144,Livistona saribus,Livistona saribus (Lour.) Merr. ex A.Chev.,0,1,0,1,0,1,0,1,0,4,Livistona saribus,668068-1,114974.0,,Livistona saribus Merr. ex A.Chev.,Accepted,668068-1,114974.0,,Species,Livistona saribus,668068-1,Useful Plants Data
23149,Lobelia berlandieri,Lobelia berlandieri A.DC.,0,0,0,0,0,0,0,1,0,1,Lobelia berlandieri,142090-2,352734.0,,Lobelia berlandieri A.DC.,Accepted,142090-2,352734.0,,Species,Lobelia berlandieri,142090-2,Useful Plants Data
23151,Lobelia cardinalis,Lobelia cardinalis L.,0,1,0,0,0,0,1,1,0,3,Lobelia cardinalis,142115-2,352312.0,,Lobelia cardinalis L.,Accepted,142115-2,352312.0,,Species,Lobelia cardinalis,142115-2,Useful Plants Data
23154,Lobelia concolor,Lobelia concolor R.Br.,0,0,0,0,0,0,0,1,0,1,Lobelia concolor,143117-1,352589.0,,Lobelia concolor R.Br.,Accepted,143117-1,352589.0,,Species,Lobelia concolor,143117-1,Useful Plants Data
23164,Lobelia inflata,Lobelia inflata L.,0,0,0,0,0,0,1,1,0,2,Lobelia inflata,143415-1,353345.0,,Lobelia inflata L.,Accepted,143415-1,353345.0,,Species,Lobelia inflata,143415-1,Useful Plants Data
23178,Lobelia siphilitica,Lobelia siphilitica L.,0,1,0,0,0,0,1,1,0,3,Lobelia siphilitica,143861-1,352898.0,,Lobelia siphilitica L.,Accepted,143861-1,352898.0,,Species,Lobelia siphilitica,143861-1,Useful Plants Data
23183,Lobelia urens,Lobelia urens L.,0,0,0,0,0,0,1,1,0,2,Lobelia urens,143992-1,352676.0,,Lobelia urens L.,Accepted,143992-1,352676.0,,Species,Lobelia urens,143992-1,Useful Plants Data
23201,Lolium multiflorum,Lolium multiflorum Lam.,1,1,0,1,0,0,1,1,0,5,Lolium multiflorum,407486-1,422833.0,,Lolium multiflorum Lam.,Accepted,407486-1,422833.0,,Species,Lolium multiflorum,407486-1,Useful Plants Data
23202,Lolium perenne,Lolium perenne L.,1,1,0,1,0,0,1,1,0,6,Lolium perenne,407493-1,422848.0,,Lolium perenne L.,Accepted,407493-1,422848.0,,Species,Lolium perenne,407493-1,Useful Plants Data
23204,Lolium rigidum,Lolium rigidum Gaudin,0,0,0,0,0,0,0,1,0,1,Lolium rigidum,407503-1,422874.0,,Lolium rigidum Gaudin,Accepted,407503-1,422874.0,,Species,Lolium rigidum,407503-1,Useful Plants Data
23205,Lolium temulentum,Lolium temulentum L.,1,0,0,1,0,0,1,1,0,5,Lolium temulentum,407516-1,422908.0,,Lolium temulentum L.,Accepted,407516-1,422908.0,,Species,Lolium temulentum,407516-1,Useful Plants Data
23239,Lonchocarpus capassa,Lonchocarpus capassa Rolfe,1,1,0,1,1,1,1,1,1,9,Lonchocarpus capassa,502911-1,,346153.0,Lonchocarpus capassa Rolfe,Accepted,502911-1,,346153.0,Species,Lonchocarpus capassa,502911-1,Useful Plants Data
