,Plant_number,TPPT_Snippet,German_plant_name,English_plant_name,Plant_genus,Plant_family,Global_spatial_distribution,Swiss_frequency,Swiss_appearance,Vegetation_type,Blooming_period,Toxic_plant_part,Human_toxicity,Animal_toxicity,Invasive_foreign,Garden_plant,Agricultural_plant,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
559,P560,Gratiola officinalis L.,Gnadenkraut,Hedge hyssop,Gratiola,Plantaginaceae,Europe and Asia,5,domestic,Shore- and marsh plant,Jul.-Aug.,Whole plant,strong toxic,,,,,Gratiola officinalis,Gratiola officinalis,803505-1,803505-1,Species,TPPT
560,P561,Digitalis lutea L.,Gelber Fingerhut,Straw foxgloce,Digitalis,Plantaginaceae,Southern and Central Europe,37,domestic,Forest plant,Jun.-Aug.,Whole plant,very strong toxic,very strong toxic,,,,Digitalis lutea,Digitalis lutea,802039-1,802039-1,Species,TPPT
561,P562,Digitalis grandiflora Mill.,Grossbluetiger Fingerhut,Large yellow foxglove,Digitalis,Plantaginaceae,Europe and Siberia,37,domestic,Mountain plant,Jun.-Aug.,Whole plant,very strong toxic,very strong toxic,,,,Digitalis grandiflora,Digitalis grandiflora,60453625-2,60453625-2,Species,TPPT
562,P563,Digitalis purpurea L.,Roter Fingerhut,Purple foxglove,Digitalis,Plantaginaceae,Western Europe,4,domestic,Forest plant,Jun.-Sep.,Whole plant,very strong toxic,very strong toxic,,,,Digitalis purpurea,Digitalis purpurea,802077-1,802077-1,Species,TPPT
563,P564,Globularia bisnagarica L.,Gemeine Kugelblume,Common ball flower,Globularia,Plantaginaceae,Southern Europe,26,domestic,Xerophyte,Apr.-Jun.,"Leaf, root (or whole plant)",toxic,,,,,Globularia bisnagarica,Globularia bisnagarica,813058-1,813058-1,Species,TPPT
564,P565,Fraxinus excelsior L.,Gemeine Esche,Ash,Fraxinus,Oleaceae,Europe,59,domestic,Forest plant,Apr.-May,"Fruit, leaf (or whole fruit)",toxic (unknown strength),toxic,,,,Fraxinus excelsior,Fraxinus excelsior,609009-1,609009-1,Species,TPPT
565,P566,Ligustrum vulgare L.,Gemeiner Liguster,Irivet,Ligustrum,Oleaceae,Europe and Western Asia,52,domestic,Forest plant,May-Jul.,"Bark, fruit, leaf",toxic,toxic,,,,Ligustrum vulgare,Ligustrum vulgare,610130-1,610130-1,Species,TPPT
566,P567,Buddleja davidii Franch.,Schmetterlingsstrauch,Buttergly bush,Buddleja,Scrophulariaceae,Asia,38,alien,Ornamental garden plant,Jul.-Aug.,"Whole plant, highest concentrations in leaf, seed",toxic (unknown strength),,yes,yes,,Buddleja davidii,Buddleja davidii,545734-1,545734-1,Species,TPPT
567,P568,Pedicularis palustris L.,Sumpf-Laeusekraut,Marsh lousewort,Pedicularis,Orobanchaceae,"Europe, Asia and North America",27,domestic,Shore- and marsh plant,May-Jul.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis palustris,Pedicularis palustris,807439-1,807439-1,Species,TPPT
568,P569,Pedicularis sylvatica L.,Waldmoor-Laeusekraut,Common lousewort,Pedicularis,Orobanchaceae,Central Europe,6,domestic,Shore- and marsh plant,May-Jun.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis sylvatica,Pedicularis sylvatica,807692-1,807692-1,Species,TPPT
569,P570,Pedicularis verticillata L.,Quirlblaettriges Laeusekraut,Verticillate lousewort,Pedicularis,Orobanchaceae,Alps and Arctic,52,domestic,Mountain plant,Jun.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis verticillata,Pedicularis verticillata,186480-2,186480-2,Species,TPPT
570,P571,Pedicularis recutita L.,Gestutztes Laeusekraut,Beakless red lousewort,Pedicularis,Orobanchaceae,Alps,27,domestic,Mountain plant,Jun.-Jul.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis recutita,Pedicularis recutita,807551-1,807551-1,Species,TPPT
571,P572,Pedicularis foliosa L.,Blattreiches Laeusekraut,Leafy lousewort,Pedicularis,Orobanchaceae,Southern and Central Europe,38,domestic,Mountain plant,Jun.-Jul.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis foliosa,Pedicularis foliosa,807073-1,807073-1,Species,TPPT
572,P573,Pedicularis oederi Hornem.,Buntes Laeusekraut,Crimson-tipped lousewort,Pedicularis,Orobanchaceae,Alps and Arctic,9,domestic,Mountain plant,Jun.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis oederi,Pedicularis oederi,807415-1,807415-1,Species,TPPT
573,P574,Pedicularis ascendens Gaudin,Aufsteigends Laeusekraut,Ascending lousewort,Pedicularis,Orobanchaceae,Alps,10,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis ascendens,Pedicularis ascendens,60458211-2,60458211-2,Species,TPPT
574,P575,Pedicularis tuberosa L.,Knolliges Laeusekraut,Long-beaked yellow lousewort,Pedicularis,Orobanchaceae,Southern and Central Europe,38,domestic,Mountain plant,Jun.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis tuberosa,Pedicularis tuberosa,807764-1,807764-1,Species,TPPT
575,P576,Pedicularis kerneri Dalla Torre,Kerners Laeusekraut,Kerner's lousewort,Pedicularis,Orobanchaceae,Alps and Pyrenees,23,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis kerneri,Pedicularis kerneri,807215-1,807215-1,Species,TPPT
576,P577,Pedicularis aspleniifolia Willd.,Farnblaettriges Laeusekraut,Fern-leaved lousewort,Pedicularis,Orobanchaceae,Alps,0.7,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis asplenifolia,Pedicularis asplenifolia,806803-1,806803-1,Species,TPPT
577,P578,Pedicularis rostratocapitata Crantz,Kopfiges Laeusekraut,Beaked lousewort,Pedicularis,Orobanchaceae,Alps,5,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis rostratocapitata,Pedicularis rostratocapitata,807586-1,807586-1,Species,TPPT
578,P579,Pedicularis gyroflexa Vill.,Gedrehtes Laeusekraut,Tufted lousewort,Pedicularis,Orobanchaceae,Alps and Pyrenees,0.8,domestic,Mountain plant,Jun.-Jul.,"Whole plant, highest concentrations in seed",toxic,,,,,Pedicularis gyroflexa,Pedicularis gyroflexa,807123-1,807123-1,Species,TPPT
579,P580,Rhinanthus alectorolophus (Scop.) Pollich,Zottiger Klappertopf,Greater yellow rattle,Rhinanthus,Orobanchaceae,Central Europe,70,domestic,Shore- and marsh plant,May-Aug.,Whole plant,weak toxic,weak toxic,,,,Rhinanthus alectorolophus,Rhinanthus alectorolophus,808711-1,808711-1,Species,TPPT
580,P581,Rhinanthus minor L.,Kleiner Klappertopf,Yellow Rattle,Rhinanthus,Orobanchaceae,Europe and Siberia,59,domestic,Shore- and marsh plant,May-Aug.,Whole plant,weak toxic,weak toxic,,,,Rhinanthus minor,Rhinanthus minor,30116962-2,30116962-2,Species,TPPT
581,P582,Rhinanthus angustifolius C. C. Gmel.,Kahler Klappertopf,Greater yellow rattle,Rhinanthus,Orobanchaceae,Europe and Siberia,7,domestic,Shore- and marsh plant,May-Jun.,Whole plant,weak toxic,weak toxic,,,,Rhinanthus major var. major,Rhinanthus major,77066909-1,77226496-1,Variety,TPPT
582,P583,Rhinanthus glacialis Personnat,Grannen-Klappertopf,Rattle,Rhinanthus,Orobanchaceae,Central Europe,55,domestic,Mountain plant,Jun.-Sep.,Whole plant,weak toxic,weak toxic,,,,Rhinanthus glacialis,Rhinanthus glacialis,808763-1,808763-1,Species,TPPT
583,P584,Rhinanthus antiquus (Sterneck) Schinz & Thell,Bergamasker Klappertopf,Rattle,Rhinanthus,Orobanchaceae,Alps,1.5,domestic,Mountain plant,Aug.,Whole plant,weak toxic,weak toxic,,,,Rhinanthus antiquus,Rhinanthus antiquus,808717-1,808717-1,Species,TPPT
584,P585,Paulownia tomentosa (Thunb.) Steud.,Blauglockenbaum,Princess tree,Paulownia,Paulowniaceae,Asia,occasionally introduced ,alien,Ornamental garden plant,Apr.-May,"Fruit, seed",toxic (unknown strength),,yes,yes,,Paulownia tomentosa,Paulownia tomentosa,185784-2,185784-2,Species,TPPT
585,P586,Ilex aquifolium L.,Stechpalme,European holly,Ilex,Aquifoliaceae,Southern Europe and Western Asia,39,domestic,Forest plant,May,Aerial part,strong toxic,toxic,,,,Ilex aquifolium,Ilex aquifolium,83051-1,83051-1,Species,TPPT
586,P587,Ilex verticillata (L.) A. Gray,Amerikanische Winterbeere,American winterberry,Ilex,Aquifoliaceae,North America,0,alien,Ornamental garden plant,Apr.-Jul.,Aerial part,strong toxic,toxic,,yes,,Ilex verticillata,Ilex verticillata,83852-1,83852-1,Species,TPPT
590,P591,Chaerophyllum temulum L.,Hecken-Kaelberkropf,Rough chervil,Chaerophyllum,Apiaceae,Europe,21,domestic,Forest plant,May-Jul.,"Fruit, herb",toxic,toxic,,,,Chaerophyllum temulum,Chaerophyllum temulum,840275-1,840275-1,Species,TPPT
593,P594,Sium latifolium L.,Grosser Merk,Greater water-parsnip,Sium,Apiaceae,Europe and Siberia,0.8,domestic,Shore- and marsh plant,Jul.-Aug.,"Fruit, root",toxic,,,,,Sium latifolium,Sium latifolium,849010-1,849010-1,Species,TPPT
594,P595,Oenanthe lachenalii C. C. Gmel.,Lachenals Rebendolde,,Oenanthe,Apiaceae,Mediterranean,1,domestic,Fresh water plant,Jul.-Sep.,Whole plant,toxic,strong toxic,,,,Oenanthe lachenalii,Oenanthe lachenalii,845312-1,845312-1,Species,TPPT
595,P596,Oenanthe peucedanifolia Pollich,Haarstrang-Rebendolde,,Oenanthe,Apiaceae,Mediterranean,0.2,domestic,Shore- and marsh plant,May-Jul.,Whole plant,toxic,,,,,Oenanthe peucedanifolia,Oenanthe peucedanifolia,845345-1,845345-1,Species,TPPT
596,P597,Oenanthe aquatica (L.) Poir.,Wasser-Rebendolde,,Oenanthe,Apiaceae,Europe and Asia,2,domestic,Fresh water plant,Jun.-Aug.,Whole plant,toxic,strong toxic,,,,Oenanthe aquatica,Oenanthe aquatica,845226-1,845226-1,Species,TPPT
597,P598,Oenanthe fistulosa L.,Roehrige Rebendolde,,Oenanthe,Apiaceae,Mediterranean,0.8,domestic,Fresh water plant,May-Aug.,Whole plant,toxic,strong toxic,,,,Oenanthe fistulosa,Oenanthe fistulosa,845277-1,845277-1,Species,TPPT
598,P599,Aethusa cynapium L.,Hundspetersilie,Fool's parsley,Aethusa,Apiaceae,Europe,49,domestic,Weed and ruderal plant,Jun.-Oct.,Aerial part (or whole plant),very strong toxic,toxic,,,,Aethusa cynapium,Aethusa cynapium,837341-1,837341-1,Species,TPPT
599,P600,Foeniculum vulgare Mill.,Fenchel,Fennel,Foeniculum,Apiaceae,Mediterranean,agriculture,alien,Agricultural plant,Jul.-Oct.,Aerial part (or whole plant),weak toxic,,,,yes,Foeniculum vulgare,Foeniculum vulgare,842680-1,842680-1,Species,TPPT
600,P601,Conium maculatum L.,Gefleckter Schierling,Hemlock,Conium,Apiaceae,Europe and Asia,7,domestic,Weed and ruderal plant,Jun.-Sep.,Whole plant,very strong toxic,very strong toxic,,,,Conium maculatum,Conium maculatum,840668-1,840668-1,Species,TPPT
602,P603,Cicuta virosa L.,Wasserschierling,Water-hemlock,Cicuta,Apiaceae,Europe and Asia,5,domestic,Fresh water plant,Jul.-Sep.,Whole plant,very strong toxic,very strong toxic,,,,Cicuta virosa,Cicuta virosa,840414-1,840414-1,Species,TPPT
607,P608,Pastinaca sativa L.,Pastinak,Parsnip,Pastinaca,Apiaceae,Asia,44,domestic,Meadow plant,Jul.-Aug.,Whole plant,weak toxic,,,,,Pastinaca sativa,Pastinaca sativa,845768-1,845768-1,Species,TPPT
608,P609,Heracleum mantegazzianum Sommier & Levier,Riesen-Baerenklau,Giant hogweed,Heracleum,Apiaceae,Asia,32,alien,Weed and ruderal plant,Jul.-Sep.,Whole plant,strong toxic,toxic,yes (forbidden CH),,,Heracleum mantegazzianum,Heracleum mantegazzianum,843084-1,843084-1,Species,TPPT
609,P610,Heracleum persicum (Fisch.) Desf.,Persischer Baerenklau,Golpar,Heracleum,Apiaceae,Asia,0,alien,Ornamental garden plant,,Whole plant,strong toxic,,yes (forbidden EU),yes,,Heracleum persicum,Heracleum persicum,843131-1,843131-1,Species,TPPT
610,P611,Heracleum sosnowskyi Manden.,Sosnowsky-Baerenklau,Sosnowsky's hogweed,Heracleum,Apiaceae,Asia,0,alien,Ornamental garden plant,,Whole plant,strong toxic,,yes (forbidden EU),yes,,Heracleum sosnowskyi,Heracleum sosnowskyi,843172-1,843172-1,Species,TPPT
612,P613,Daucus carota subsp. sativus (Hoffm.) Schuebl. & G. Martens,Karotte,Carrot,Daucus,Apiaceae,Mediterranean,agriculture,domestic,Agricultural plant,Jun.-Aug.,"Fruit, root",weak toxic,,,,yes,Daucus carota,Daucus carota,841063-1,841063-1,Species,TPPT
614,P615,Myrrhis odorata (L.) Scop.,Suessdolde,Cicely,Myrrhis,Apiaceae,Central and Southern Europe,14,domestic,Forest plant,May-Jul.,Whole plant,weak toxic,,,,,Myrrhis odorata,Myrrhis odorata,845120-1,845120-1,Species,TPPT
619,P620,Petroselinum crispum (Mill.) Fuss,Petersilie,Parsley,Petroselinum,Apiaceae,Mediterranean,rarely introduced,domestic,Ornamental garden plant,Jun.-Jul.,Whole plant,weak toxic,,,yes,,Petroselinum crispum,Petroselinum crispum,60442790-2,60442790-2,Species,TPPT
634,P635,Sanicula eruopaea L.,Sanikel,,Sanicula,Apiaceae,Europe and Western Asia,49,domestic,Forest plant,May-Jul.,Leaf,toxic (unknown strength),,,,,Sanicula,,,325956-2,Genus,TPPT
635,P636,Sambucus ebulus L.,Zwerg-Holunder,Danewort,Sambucus,Adoxaceae,Europe and Western Asia,44,domestic,Forest plant,Jul.-Aug.,Whole plant,toxic,toxic,,,,,,,,,TPPT
636,P637,Sambucus nigra L.,Schwarzer Holunder,Elderberry,Sambucus,Adoxaceae,Europe,58,domestic,Forest plant,May-Jun.,Whole plant,weak toxic,toxic,,,,,,,,,TPPT
637,P638,Sambucus racemosa L.,Roter Holunder,Red Elderberry,Sambucus,Adoxaceae,Europe,66,domestic,Forest plant,Apr.-May,Whole plant,weak toxic,toxic,,,,,,,,,TPPT
638,P639,Viburnum lantana L.,Wolliger Schneeball,Wayfaring tree,Viburnum,Adoxaceae,Europe and Western Asia,54,domestic,Forest plant,May,"Bark, leaf (or whole plant)",toxic,toxic,,,,,,,,,TPPT
639,P640,Viburnum opulus L.,Gemeiner Schneeball,Guelder-rose,Viburnum,Adoxaceae,Europe and Asia,53,domestic,Forest plant,May-Jun.,"Bark, leaf (or whole plant)",toxic,toxic,,,,,,,,,TPPT
640,P641,Viburnum rhytidophyllum Hemsl.,Runzelblaettriger Schneeball,Wrinkled viburnum,Viburnum,Adoxaceae,Asia,occasionally introduced ,alien,Ornamental garden plant,May-Jun.,"Bark, leaf (or whole plant)",toxic,toxic,,yes,,,,,,,TPPT
641,P642,Viburnum tinus L.,Lorbeer-Schneeball,Laurustinus,Viburnum,Adoxaceae,Mediterranean,rarely introduced,alien,Ornamental garden plant,Feb.-Jun.,"Bark, leaf (or whole plant)",toxic,toxic,,yes,,,,,,,TPPT
642,P643,Viburnum plicatum Thunb.,Japanischer Schneeball,Japanese snowball,Viburnum,Adoxaceae,Asia,0,alien,Ornamental garden plant,May-Jun.,"Bark, leaf (or whole plant)",toxic,toxic,,yes,,,,,,,TPPT
643,P644,Viburnum x bodnantense Aberc.,Bodnant-Schneeball,Bodnant snowball,Viburnum,Adoxaceae,Europe,0,alien,Ornamental garden plant,Nov.-Mar.,"Bark, leaf (or whole plant)",toxic,toxic,,yes,,,,,,,TPPT
644,P645,Symphoricarpos albus (L.) S. F. Blake,Schneebeere,Common snowberry,Symphoricarpos,Caprifoliaceae,North America,occasionally introduced ,alien,Forest plant,Jun.-Jul.,Fruit,toxic,toxic,yes,yes,,Symphoricarpos albus,Symphoricarpos albus,149485-1,149485-1,Species,TPPT
645,P646,Lonicera periclymenum L.,Wald-Geissblatt,Common honeysuckle,Lonicera,Caprifoliaceae,Western Europe,20,domestic,Forest plant,Jun.-Aug.,"Fruit, seed",toxic,,,,,Lonicera periclymenum,Lonicera periclymenum,149006-1,149006-1,Species,TPPT
646,P647,Lonicera caprifolium L.,Garten-Geissblatt,Goat-leaf honeysuckle,Lonicera,Caprifoliaceae,Southern Europe,10,domestic,Forest plant,May-Jun.,"Fruit, seed",toxic,,,,,Lonicera caprifolium,Lonicera caprifolium,148670-1,148670-1,Species,TPPT
647,P648,Lonicera japonica Thunb.,Japanisches Geissblatt,Japanese honeysuckle,Lonicera,Caprifoliaceae,Asia,occasionally introduced ,alien,Forest plant,Jun.-Sep.,"Fruit, seed",toxic,,yes,,,Lonicera japonica,Lonicera japonica,148850-1,148850-1,Species,TPPT
648,P649,Lonicera xylosteum L.,Rote Heckenkirsche,Fly honeysuckle,Lonicera,Caprifoliaceae,Europe and Siberia,59,domestic,Forest plant,Apr.-May,"Fruit, seed",toxic,toxic,,,,Lonicera xylosteum,Lonicera xylosteum,149194-1,149194-1,Species,TPPT
649,P650,Lonicera nigra L.,Schwarze Heckenkirsche,Black-berried honeysuckle,Lonicera,Caprifoliaceae,Southern and Central Europe,52,domestic,Forest plant,May-Jun.,"Fruit, seed",toxic,,,,,Lonicera nigra,Lonicera nigra,148959-1,148959-1,Species,TPPT
650,P651,Lonicera alpigena L.,Alpen Heckenkirsche,Alpine honeysuckle,Lonicera,Caprifoliaceae,Southern and Central Europe,51,domestic,Forest plant,Apr.-Jun.,"Fruit, seed",toxic,,,,,Lonicera alpigena,Lonicera alpigena,148602-1,148602-1,Species,TPPT
651,P652,Lonicera caerulea L.,Blaue Heckenkirsche,Blue-berried honeysuckle,Lonicera,Caprifoliaceae,Northern Europe,49,domestic,Mountain plant,Jun.-Jul.,"Fruit, seed",toxic,,,,,Lonicera caerulea,Lonicera caerulea,148657-1,148657-1,Species,TPPT
652,P653,Lonicera pileata Oliv,Immergruene Kriech-Heckenkirsche,Privet honeysuckle,Lonicera,Caprifoliaceae,Asia,4,alien,Ornamental garden plant,Jun.,"Fruit, seed",toxic,,,yes,,Lonicera,,,30006074-2,Genus,TPPT
653,P654,Lonicera nitida E. H. Wilson,Immergruene Heckenkirsche,Boxleaf honeysuckle,Lonicera,Caprifoliaceae,Asia,occasionally introduced ,alien,Ornamental garden plant,May,"Fruit, seed",toxic,,,yes,,Lonicera ligustrina var. yunnanensis,Lonicera ligustrina,148885-1,77115353-1,Variety,TPPT
654,P655,Lonicera henryi Hemsl.,Henrys Geissblatt,Henry's honeysuckle,Lonicera,Caprifoliaceae,Asia,rarely introduced,alien,Ornamental garden plant,Jun.-Aug.,"Fruit, seed",toxic,,yes,yes,,Lonicera acuminata,Lonicera acuminata,148587-1,148587-1,Species,TPPT
665,P666,Eupatorium cannabinum L. ,Wasserdost,Hemp-agrymony,Eupatorium,Asteraceae,Europe and Asia,54,domestic,Shore- and marsh plant,Jul.-Sep.,Whole plant,toxic,,,,,Eupatorium cannabinum,Eupatorium cannabinum,205581-1,205581-1,Species,TPPT
680,P681,Ambrosia artemisiifolia L.,Aufrechtes Traubenkraut,Common Ragweed,Ambrosia,Asteraceae,North America,23,alien,Weed and ruderal plant,Aug.-Oct.,,toxic,,yes (forbidden CH),,,Ambrosia artemisiifolia,Ambrosia artemisiifolia,176058-1,176058-1,Species,TPPT
685,P686,Tanacetum corybosum (L.) Sch. Bip.,Straussbluetige Margerite,Scentless feverfew,Tanacetum,Asteraceae,Europe,9,domestic,Forest plant,Jun.-Jul.,Aerial part,toxic,,,,,Tanacetum,,,30005379-2,Genus,TPPT
686,P687,Tanacetum parthenium (L.) Sch. Bip.,Mutterkraut,Feverfew,Tanacetum,Asteraceae,Mediterranean,29,alien,Ornamental garden plant,Jun.-Aug.,Aerial part,toxic,,,,,Tanacetum parthenium,Tanacetum parthenium,252460-1,252460-1,Species,TPPT
687,P688,Tanacetum cinerariifolium (Trevir.) Sch. Bip.,Dalmatiner Insektenblueme,,Tanacetum,Asteraceae,Mediterranean,0.8,alien,Ornamental garden plant,May-Jun.,Aerial part,strong toxic,,,,,Tanacetum cinerariifolium,Tanacetum cinerariifolium,252275-1,252275-1,Species,TPPT
688,P689,Artemisia verlotiorum Lamotte,Verlotscher Beifuss,Chinese wormwood,Artemisia,Asteraceae,Asia,26,alien,Weed and ruderal plant,Sep.-Nov.,Aerial part (or whole plant),toxic,,yes,,,Artemisia verlotiorum,Artemisia verlotiorum,180264-1,180264-1,Species,TPPT
689,P690,Artemisia absinthium L.,Echter Wermut,Absinthium,Artemisia,Asteraceae,Europe and Asia,22,domestic,Weed and ruderal plant,Jul.-Aug.,Aerial part (or whole plant),toxic,,,,,Artemisia absinthium,Artemisia absinthium,300106-2,300106-2,Species,TPPT
690,P691,Artemisia abrotanum L.,Eberreis,Southern wormwood,Artemisia,Asteraceae,Western Asia,0,domestic,Agricultural plant,Jul.-Oct.,Aerial part (or whole plant),toxic,,,,,Artemisia abrotanum,Artemisia abrotanum,306365-2,306365-2,Species,TPPT
691,P692,Artemisia annua L.,Einjaehriger Beifuss,Annual wormwood,Artemisia,Asteraceae,Europe and Asia,1.5,domestic,Weed and ruderal plant,Aug.-Oct.,Aerial part (or whole plant),strong toxic,,,,,Artemisia annua,Artemisia annua,304416-2,304416-2,Species,TPPT
692,P693,Artemisia vulgaris L.,Gemeiner Beifuss,Common wormwood,Artemisia,Asteraceae,Europe and Asia,40,domestic,Weed and ruderal plant,Jul.-Sep.,Aerial part (or whole plant),weak toxic,,,,,Artemisia vulgaris,Artemisia vulgaris,20812-2,20812-2,Species,TPPT
693,P694,"Artemisia campestris L. s.l. (A. campestris L. s. str., A. campestris subsp. alpina (DC.) Arcang.)",Feld-Beifuss,Field wormwood,Artemisia,Asteraceae,Europe and Asia,20,domestic,Weed and ruderal plant,Jul.-Aug.,Aerial part (or whole plant),toxic,,,,,Artemisia alba subsp. alba,Artemisia alba,60464254-2,77179697-1,Subspecies,TPPT
694,P695,Artemisia genipi Weber,aehrige Edelraute,,Artemisia,Asteraceae,Alps,15,domestic,Weed and ruderal plant,Jul.-Aug.,Aerial part (or whole plant),toxic,,,,,Artemisia genipi,Artemisia genipi,179506-1,179506-1,Species,TPPT
695,P696,Artemisia umbelliformis Lam.,Echte Edelraute,White genepi,Artemisia,Asteraceae,Central and Southern Europe,20,domestic,Weed and ruderal plant,Jul.-Aug.,Aerial part (or whole plant),toxic,,,,,Artemisia umbelliformis,Artemisia umbelliformis,180243-1,180243-1,Species,TPPT
696,P697,Artemisia vallesciaca All.,Walliser Beifuss,,Artemisia,Asteraceae,Eastern Europe and Western Asia,3,domestic,Weed and ruderal plant,Aug.-Oct.,Aerial part (or whole plant),toxic,,,,,Artemisia,,,30001021-2,Genus,TPPT
697,P698,Tussilago farfara L.,Huflattich,Coltsfoot,Tussilago,Asteraceae,Europe and Asia,91,domestic,Pioneer plant,Mar.-May,Whole plant,toxic,toxic,,,,Tussilago farfara,Tussilago farfara,256904-1,256904-1,Species,TPPT
698,P699,Petasites hybridus (L.) P. Gaertn. & al.,Rotes Pestwurz,Common butterbur,Petasites,Asteraceae,Europe and Asia,51,domestic,Shore- and marsh plant,Mar.-Apr.,"Leaf, root (or whole plant)",toxic,,,,,Petasites hybridus,Petasites hybridus,237374-1,237374-1,Species,TPPT
699,P700,Petasites albus (L.) Gaertn.,Weisse Pestwurz,White butterbur,Petasites,Asteraceae,Europe and Asia,60,domestic,Forest plant,Mar.-May,"Leaf, root (or whole plant)",toxic,,,,,Petasites albus,Petasites albus,237345-1,237345-1,Species,TPPT
700,P701,Petasites paradoxus (Reitz.) Baumg.,Alpen-Pestwurz,Alpine butterbur,Petasites,Asteraceae,Central and Southern Europe,39,domestic,Mountain plant,Apr.-May,"Leaf, root (or whole plant)",toxic,,,,,Petasites paradoxus,Petasites paradoxus,237392-1,237392-1,Species,TPPT
702,P703,Senecio alpinus (L.) Scop.,Alpen-Greiskraut,Alpine ragwort,Senecio,Asteraceae,Alps,31,domestic,Mountain plant,Jul.-Aug.,Whole plant,toxic,very strong toxic,,,,Jacobaea alpina,Jacobaea alpina,226580-1,226580-1,Species,TPPT
703,P704,Senecio paludosus L.,Sumpf-Greiskraut,Fen ragwort,Senecio,Asteraceae,Europe and Siberia,13,domestic,Shore- and marsh plant,Jun.-Jul.,Whole plant,toxic,very strong toxic,,,,Jacobaea paludosa,Jacobaea paludosa,226621-1,226621-1,Species,TPPT
704,P705,Senecio ovatus (P. Gaertn. & al.) Willd.,Fuchs Greiskraut,Wood ragwort,Senecio,Asteraceae,Central Europe,54,domestic,Forest plant,Jul.-Sep.,Whole plant,toxic,,,,,Senecio ovatus,Senecio ovatus,246691-1,246691-1,Species,TPPT
705,P706,Senecio hercynicus Herborg,Busch-Greiskraut,,Senecio,Asteraceae,Europe and Asia,26,domestic,Mountain plant,Jul.-Sep.,Whole plant,toxic,,,,,Senecio hercynicus,Senecio hercynicus,932657-1,932657-1,Species,TPPT
706,P707,Senecio vulgaris L.,Gemeines Geiskraut,Groundsel,Senecio,Asteraceae,Southern Europe,60,domestic,Weed and ruderal plant,Jan.-Dec.,Whole plant,toxic,very strong toxic,,,,Senecio vulgaris,Senecio vulgaris,248251-1,248251-1,Species,TPPT
707,P708,Senecio viscosus L.,Klebriges Greiskraut,Sticky ragwort,Senecio,Asteraceae,Europe,48,domestic,Weed and ruderal plant,Jun.-Sep.,Whole plant,toxic,,,,,Senecio viscosus,Senecio viscosus,248231-1,248231-1,Species,TPPT
708,P709,Senecio sylvaticus L.,Wald-Greiskraut,Woodland ragwort,Senecio,Asteraceae,Europe and Asia,12,domestic,Forest plant,Jun.-Aug.,Whole plant,toxic,,,,,Senecio sylvaticus,Senecio sylvaticus,247845-1,247845-1,Species,TPPT
709,P710,Senecio rupestris Waldst. & Kit.,Felsen-Greiskraut,,Senecio,Asteraceae,Central and Southern Europe,9,alien,Weed and ruderal plant,Jun.-Sep.,Whole plant,toxic,,,,,Senecio squalidus subsp. rupestris,Senecio squalidus,247694-1,77071573-1,Subspecies,TPPT
710,P711,Senecio halleri Dandy,Hallers Greiskraut,Alpine groundsel,Senecio,Asteraceae,Europe,3,domestic,Mountain plant,Jul.-Aug.,Whole plant,toxic,,,,,Jacobaea uniflora,Jacobaea uniflora,77073764-1,77073764-1,Species,TPPT
711,P712,"Senecio incanus L. s.l. (S. incanus L. s.str., S. incanus subsp. carniolicus (Willd.) Braun-Blanq. and S. incanus subsp. insubricus (Chenevard) Braun-Blanq.)",Graues Greiskraut,Grey ragwort,Senecio,Asteraceae,Alps,20,domestic,Mountain plant,Jul.-Aug.,Whole plant,toxic,,,,,Jacobaea incana,Jacobaea incana,77073758-1,77073758-1,Species,TPPT
712,P713,Senecio jacobaea L.,Jakobs Greiskraut,,Senecio,Asteraceae,Europe and Asia,39,domestic,Xerophyte,Jun.-Aug.,Whole plant,toxic,very strong toxic,,,,Jacobaea vulgaris,Jacobaea vulgaris,226649-1,226649-1,Species,TPPT
713,P714,Senecio erucifolius L.,Raukenblaettriges Greiskraut,Hoary Ragwort,Senecio,Asteraceae,Europe and Asia,30,domestic,Xerophyte,Aug.-Sep.,Whole plant,toxic,very strong toxic,,,,Jacobaea erucifolia,Jacobaea erucifolia,226598-1,226598-1,Species,TPPT
