plant_id,family,taxon_name,refstand,ref_short
wcs7103,Apocynaceae,Alstonia scholaris,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs7103,Apocynaceae,Alstonia scholaris,100193,"MAPs in Makawanpur District, Central Nepal (Bhattarai et al., 2017)"
wcs7103,Apocynaceae,Alstonia scholaris,100229,"Medicinal Plant Marketing in Bangladesh (Dixie et al., 2003)"
wcs7103,Apocynaceae,Alstonia scholaris,5860,"Medicinal plants in Viet Nam (WHO, 1990)"
wcs7103,Apocynaceae,Alstonia scholaris,100204,"Med. Pl. for Respiratory Disorders in Abbottabad (Kayani et al., 2014)"
wcs7103,Apocynaceae,Alstonia scholaris,5619,"Med. Pl. Kalimantan (Caniago et al., 1998)"
wcs7103,Apocynaceae,Alstonia scholaris,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
wcs7103,Apocynaceae,Alstonia scholaris,100244,"Med. Pls. in Behali Reserve Forest, Assam, NE India (Borah et al., 2020)"
wcs7103,Apocynaceae,Alstonia scholaris,100231,"Med. Pl. used by Deb Barma Clan in Bangladesh (Kabir et al., 2014)"
wcs7103,Apocynaceae,Alstonia scholaris,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs7103,Apocynaceae,Alstonia scholaris,6667,"Plants and People of Nepal (Manandhar, 2002)"
wcs7103,Apocynaceae,Alstonia scholaris,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs7103,Apocynaceae,Alstonia scholaris,100023,U.S. FDA Substance Registration System (2016)
wcs7103,Apocynaceae,Alstonia scholaris,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
wcs7103,Apocynaceae,Alstonia scholaris,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs7103,Apocynaceae,Alstonia scholaris,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7103,Apocynaceae,Alstonia scholaris,100020,"World Economic Plants (Wiersema et al., 2013)"
wcs7103,Apocynaceae,Alstonia scholaris,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs7114,Apocynaceae,Alstonia spatulata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs7114,Apocynaceae,Alstonia spatulata,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs7114,Apocynaceae,Alstonia spatulata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs7114,Apocynaceae,Alstonia spatulata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7115,Apocynaceae,Alstonia spectabilis,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs7115,Apocynaceae,Alstonia spectabilis,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs7115,Apocynaceae,Alstonia spectabilis,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs7115,Apocynaceae,Alstonia spectabilis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs7115,Apocynaceae,Alstonia spectabilis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7123,Apocynaceae,Alstonia venenata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs7123,Apocynaceae,Alstonia venenata,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
wcs7123,Apocynaceae,Alstonia venenata,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
wcs7123,Apocynaceae,Alstonia venenata,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs7123,Apocynaceae,Alstonia venenata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs7123,Apocynaceae,Alstonia venenata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7134,Apocynaceae,Alstonia yunnanensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7134,Apocynaceae,Alstonia yunnanensis,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs7206,Apocynaceae,Alyxia baillonii,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs7220,Apocynaceae,Alyxia buxifolia,100192,"Noongar Bush Medicine, Western Australia  (Hansen & Horsfall, 2016)"
wcs7235,Apocynaceae,Alyxia concatenata,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs7235,Apocynaceae,Alyxia concatenata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs7235,Apocynaceae,Alyxia concatenata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7281,Apocynaceae,Alyxia halmaheirae,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs7281,Apocynaceae,Alyxia halmaheirae,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs7281,Apocynaceae,Alyxia halmaheirae,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7334,Apocynaceae,Alyxia markgrafii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7335,Apocynaceae,Alyxia menglungensis,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs7396,Apocynaceae,Alyxia pullei,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs7396,Apocynaceae,Alyxia pullei,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs7396,Apocynaceae,Alyxia pullei,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7402,Apocynaceae,Alyxia reinwardtii,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs7402,Apocynaceae,Alyxia reinwardtii,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs7402,Apocynaceae,Alyxia reinwardtii,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs7402,Apocynaceae,Alyxia reinwardtii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs7402,Apocynaceae,Alyxia reinwardtii,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs7402,Apocynaceae,Alyxia reinwardtii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7417,Apocynaceae,Alyxia rostrata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs7417,Apocynaceae,Alyxia rostrata,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs7417,Apocynaceae,Alyxia rostrata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7443,Apocynaceae,Alyxia sinensis,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs7443,Apocynaceae,Alyxia sinensis,100023,U.S. FDA Substance Registration System (2016)
wcs7443,Apocynaceae,Alyxia sinensis,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs7443,Apocynaceae,Alyxia sinensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7443,Apocynaceae,Alyxia sinensis,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs7450,Apocynaceae,Alyxia stellata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs7450,Apocynaceae,Alyxia stellata,2102,"Fijian Medicinal Plants (Cambie & Ash, 1994)"
wcs7450,Apocynaceae,Alyxia stellata,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs7450,Apocynaceae,Alyxia stellata,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs7450,Apocynaceae,Alyxia stellata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs7450,Apocynaceae,Alyxia stellata,100023,U.S. FDA Substance Registration System (2016)
wcs7450,Apocynaceae,Alyxia stellata,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs7450,Apocynaceae,Alyxia stellata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs7470,Apocynaceae,Alyxia tisserantii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs7547,Apocynaceae,Amalocalyx microlobus,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs7547,Apocynaceae,Amalocalyx microlobus,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs343529,Apocynaceae,Amphineurion marginatum,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs343529,Apocynaceae,Amphineurion marginatum,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs343529,Apocynaceae,Amphineurion marginatum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs343529,Apocynaceae,Amphineurion marginatum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs8447,Apocynaceae,Amsonia elliptica,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs8447,Apocynaceae,Amsonia elliptica,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs8483,Apocynaceae,Amsonia tomentosa var. tomentosa,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs8483,Apocynaceae,Amsonia tomentosa var. tomentosa,100023,U.S. FDA Substance Registration System (2016)
wcs8826,Apocynaceae,Ancylobothrys amoena,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs8828,Apocynaceae,Ancylobothrys capensis,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs8831,Apocynaceae,Ancylobothrys petersiana,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs8831,Apocynaceae,Ancylobothrys petersiana,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs8831,Apocynaceae,Ancylobothrys petersiana,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs9017,Apocynaceae,Angadenia berteroi,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs500613,Apocynaceae,Anisopus efulensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs10106,Apocynaceae,Anodendron affine,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs10111,Apocynaceae,Anodendron candolleanum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs519687,Apocynaceae,Anodendron parviflorum,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs519687,Apocynaceae,Anodendron parviflorum,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs519687,Apocynaceae,Anodendron parviflorum,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
wcs519687,Apocynaceae,Anodendron parviflorum,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
wcs519687,Apocynaceae,Anodendron parviflorum,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs519687,Apocynaceae,Anodendron parviflorum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs519687,Apocynaceae,Anodendron parviflorum,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs519687,Apocynaceae,Anodendron parviflorum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs10452,Rubiaceae,Anthospermum aethiopicum,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs10505,Rubiaceae,Anthospermum herbaceum,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs10505,Rubiaceae,Anthospermum herbaceum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs10505,Rubiaceae,Anthospermum herbaceum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs10546,Rubiaceae,Anthospermum rigidum,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs10546,Rubiaceae,Anthospermum rigidum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs10547,Rubiaceae,Anthospermum rigidum subsp. pumilum,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs10547,Rubiaceae,Anthospermum rigidum subsp. pumilum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs12403,Rubiaceae,Antirhea bifurcata,8260,"Med. Pl. Indian Ocean Ils. (Gurib-Fakim et al., 2004)"
wcs12405,Rubiaceae,Antirhea borbonica,8260,"Med. Pl. Indian Ocean Ils. (Gurib-Fakim et al., 2004)"
wcs12597,Rubiaceae,Aoranthe cladantha,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs12597,Rubiaceae,Aoranthe cladantha,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs12597,Rubiaceae,Aoranthe cladantha,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs12597,Rubiaceae,Aoranthe cladantha,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs12599,Rubiaceae,Aoranthe penduliflora,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs12804,Apocynaceae,Apocynum androsaemifolium,100023,U.S. FDA Substance Registration System (2016)
wcs12804,Apocynaceae,Apocynum androsaemifolium,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs12804,Apocynaceae,Apocynum androsaemifolium,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs12828,Apocynaceae,Apocynum cannabinum,100021,"Encyclopedia of Herb. Medicine (Bartram, 1995)"
wcs12828,Apocynaceae,Apocynum cannabinum,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs12828,Apocynaceae,Apocynum cannabinum,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs12828,Apocynaceae,Apocynum cannabinum,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs12828,Apocynaceae,Apocynum cannabinum,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs12828,Apocynaceae,Apocynum cannabinum,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs12828,Apocynaceae,Apocynum cannabinum,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
wcs12828,Apocynaceae,Apocynum cannabinum,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs12828,Apocynaceae,Apocynum cannabinum,100010,"Plants of Econ. Importance (FAO, 1983)"
wcs12828,Apocynaceae,Apocynum cannabinum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs12828,Apocynaceae,Apocynum cannabinum,100034,"SEPASAL database (Kew, 1999)"
wcs12828,Apocynaceae,Apocynum cannabinum,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs12828,Apocynaceae,Apocynum cannabinum,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs12828,Apocynaceae,Apocynum cannabinum,100023,U.S. FDA Substance Registration System (2016)
wcs12828,Apocynaceae,Apocynum cannabinum,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs12828,Apocynaceae,Apocynum cannabinum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs12828,Apocynaceae,Apocynum cannabinum,100020,"World Economic Plants (Wiersema et al., 2013)"
wcs12867,Apocynaceae,Apocynum × floribundum,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs12867,Apocynaceae,Apocynum × floribundum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs12925,Apocynaceae,Apocynum pictum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs12925,Apocynaceae,Apocynum pictum,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs12978,Apocynaceae,Apocynum venetum,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs12978,Apocynaceae,Apocynum venetum,8885,Hong Kong Chinese Materia Med. Standards (2014)
wcs12978,Apocynaceae,Apocynum venetum,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
wcs12978,Apocynaceae,Apocynum venetum,8374,Pharmacopoeia of China (2005)
wcs12978,Apocynaceae,Apocynum venetum,100001,Pharmacopoeia of China (2010)
wcs12978,Apocynaceae,Apocynum venetum,100050,Pharmacopoeia of China (2015)
wcs12978,Apocynaceae,Apocynum venetum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs12978,Apocynaceae,Apocynum venetum,100034,"SEPASAL database (Kew, 1999)"
wcs12978,Apocynaceae,Apocynum venetum,100194,"TCM Plants for Syst. Bio. Evaluation (Eisenberg et al., 2011)"
wcs12978,Apocynaceae,Apocynum venetum,100023,U.S. FDA Substance Registration System (2016)
wcs12978,Apocynaceae,Apocynum venetum,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs12978,Apocynaceae,Apocynum venetum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs12978,Apocynaceae,Apocynum venetum,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs12983,Apocynaceae,Apocynum venetum subsp. lancifolium,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs500640,Apocynaceae,Apteranthes tuberculata,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs500640,Apocynaceae,Apteranthes tuberculata,100213,"Med. Pl. in District Mastung of Balochistan (Bibi et al., 2014)"
wcs500640,Apocynaceae,Apteranthes tuberculata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs500643,Apocynaceae,Araujia angustifolia,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs500644,Apocynaceae,Araujia brachystephana,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs500644,Apocynaceae,Araujia brachystephana,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs500644,Apocynaceae,Araujia brachystephana,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs500654,Apocynaceae,Araujia odorata,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs500654,Apocynaceae,Araujia odorata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs500654,Apocynaceae,Araujia odorata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs500657,Apocynaceae,Araujia sericifera,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs500657,Apocynaceae,Araujia sericifera,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs500657,Apocynaceae,Araujia sericifera,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs500657,Apocynaceae,Araujia sericifera,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs500662,Apocynaceae,Araujia stuckertiana,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs14441,Rubiaceae,Arcytophyllum filiforme,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs14450,Rubiaceae,Arcytophyllum nitidum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs14746,Rubiaceae,Argocoffeopsis afzelii,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs14747,Rubiaceae,Argocoffeopsis eketensis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs14747,Rubiaceae,Argocoffeopsis eketensis,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs14752,Rubiaceae,Argocoffeopsis rupestris,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs14858,Rubiaceae,Argostemma hameliifolium,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs14907,Rubiaceae,Argostemma montanum,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs14937,Rubiaceae,Argostemma pauciflorum,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs14971,Rubiaceae,Argostemma sarmentosum,6667,"Plants and People of Nepal (Manandhar, 2002)"
wcs15006,Rubiaceae,Argostemma uniflorum,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs500687,Apocynaceae,Asclepias albens,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs500688,Apocynaceae,Asclepias albicans,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs500703,Apocynaceae,Asclepias amplexicaulis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs500728,Apocynaceae,Asclepias asperula,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs500728,Apocynaceae,Asclepias asperula,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs500728,Apocynaceae,Asclepias asperula,100023,U.S. FDA Substance Registration System (2016)
wcs500728,Apocynaceae,Asclepias asperula,100239,"WHODrug Herbal Substances, Suppl. 2020 (WHO-UMC, 2020)"
wcs500728,Apocynaceae,Asclepias asperula,100241,"WHODrug Herbal Substances, Suppl. 2021 (WHO-UMC, 2021)"
wcs500730,Apocynaceae,Asclepias asperula subsp. capricornu,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs500730,Apocynaceae,Asclepias asperula subsp. capricornu,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs500735,Apocynaceae,Asclepias aurea,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs500769,Apocynaceae,Asclepias californica,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs500769,Apocynaceae,Asclepias californica,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs500825,Apocynaceae,Asclepias cordifolia,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs500825,Apocynaceae,Asclepias cordifolia,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs500833,Apocynaceae,Asclepias crispa,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs500833,Apocynaceae,Asclepias crispa,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs500838,Apocynaceae,Asclepias cryptoceras,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs500838,Apocynaceae,Asclepias cryptoceras,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs500843,Apocynaceae,Asclepias cucullata,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs500846,Apocynaceae,Asclepias cultriformis,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs500848,Apocynaceae,Asclepias curassavica,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs500848,Apocynaceae,Asclepias curassavica,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs500848,Apocynaceae,Asclepias curassavica,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
wcs500848,Apocynaceae,Asclepias curassavica,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs500848,Apocynaceae,Asclepias curassavica,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs500848,Apocynaceae,Asclepias curassavica,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs500848,Apocynaceae,Asclepias curassavica,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs500848,Apocynaceae,Asclepias curassavica,100187,"Med. Plants for Diabetes in C. America (Giovannini et al., 2016)"
wcs500848,Apocynaceae,Asclepias curassavica,8425,"Med. Pl. E. Nicaragua (Coe et al., 1996)"
wcs500848,Apocynaceae,Asclepias curassavica,8426,"Med. Pl. N.E.Brazil (Fátima Agra et al., 2008)"
