,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Manual_snippet,try_Snippet,powo_Snippet,Compiled_Sources
203,77130763-1,Senegalia burkei,Senegalia burkei,77130763-1,Species,,"Thorn / spine length:0.24mm,Thorn / spine length:0.32mm,Thorn / spine length:0.35mm,Thorn / spine length:0.44mm,Thorn / spine length:2.5mm",,"['TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z)']"
204,77183777-1,Staphylea arguta,Staphylea arguta,77183777-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
205,77189030-1,Quercus aliena var. acuteserrata,Quercus aliena,295765-1,Variety,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
206,77190043-1,Olea europaea subsp. cuspidata,Olea europaea,610675-1,Subspecies,,Leaf spines:terminal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
207,77194041-1,Zanthoxylum asiaticum,Zanthoxylum asiaticum,77194041-1,Species,,Stem thorny:yes,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
208,77207160-1,Rhaphiolepis bengalensis,Rhaphiolepis bengalensis,77207160-1,Species,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
209,77210425-1,Stranvaesia bodinieri,Stranvaesia bodinieri,77210425-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
210,77226175-1,Rhamnus erythroxyloides subsp. erythroxyloides,Rhamnus erythroxyloides,927796-1,Subspecies,,Thorn / spine length:10mm,,"['TRY (Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.)']"
211,77228049-1,Berberis napaulensis var. napaulensis,Berberis napaulensis,60461528-2,Variety,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
212,77231245-1,Ilex wattii subsp. wattii,Ilex wattii,83874-1,Subspecies,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
213,77231349-1,Pyrus communis subsp. communis,Pyrus communis,30065762-2,Subspecies,,Spinescence / thorniness:2,,"['TRY (Burrascano S, Copiz R, Del Vico E, Fagiani S, Giarrizzo E, Mei M, Mortelliti A, Sabatini FM, Blasi C (2015) Wild boar rooting intensity determines shifts in understorey composition and functional traits. COMMUNITY ECOLOGY 16(2) 244-253 DOI: 10.1556/168.2015.16.2.12)']"
214,77231604-1,Cirsium arvense var. arvense,Cirsium arvense,195034-1,Variety,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
215,775632-1,Zanthoxylum capense,Zanthoxylum capense,775632-1,Species,,"Thorn / spine length:0.38mm,Thorn / spine length:0.58mm",,"['TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z)']"
216,775706-1,Zanthoxylum echinocarpum,Zanthoxylum echinocarpum,775706-1,Species,,Stem thorny:yes,,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
217,776011-1,Zanthoxylum schinifolium,Zanthoxylum schinifolium,776011-1,Species,,Stem spiny:yes,,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
218,776171-1,Meliosma arnottiana,Meliosma arnottiana,776171-1,Species,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
219,77685-1,Carissa bispinosa,Carissa bispinosa,77685-1,Species,,Spinescence / thorniness:yes,,"['TRY (Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331\x96340 DOI:10.1016/j.ppees.2014.08.002)']"
220,776940-1,Salix abscondita,Salix abscondita,776940-1,Species,,Leaf spines:terminal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
221,77756-1,Carissa spinarum,Carissa spinarum,77756-1,Species,,"Leaf spines:terminal,Stem spiny:yes"," <b>Appearance</b>: ; bark grey, rarely, slightly rough or smooth; <em>spines</em> simple","['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)', 'POWO pages(/taxon/urn:lsid:ipni.org:names:77756-1)']"
222,787674-1,Manilkara mochisia,Manilkara mochisia,787674-1,Species,,Spinescence / thorniness:1,,"['TRY (Joseph, G.S., Seymour, C.L., Cumming, G.S., Cumming, D.H.M., & Mahlangu, Z. 2014. Termite mounds increase functional diversity of woody plants in African savannas. Ecosystems 17: 808\x96819.)']"
223,790315-1,Astilbe rubra,Astilbe rubra,790315-1,Species,,"Leaf Spines: lower:yes,Leaf Spines: marginal:yes,Leaf spines:abaxial",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
224,792329-1,Philadelphus tenuifolius,Philadelphus tenuifolius,792329-1,Species,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
225,792833-1,Ribes mandshuricum,Ribes mandshuricum,792833-1,Species,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
226,816497-1,Lycium intricatum,Lycium intricatum,816497-1,Species,,Spinescence / thorniness:Presence,,"[""TRY (Frenette-Dussault, C., Shipley, B., Léger, J.F., Meziane, D. & Hingrat, Y. (2012). Functional structure of an arid steppe plant community reveals similarities with Grime's C-S-R theory. Journal of Vegetation Science 23: 208-222.)""]"
227,816609-1,Lycium ruthenicum,Lycium ruthenicum,816609-1,Species,,Stem spiny:yes,,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
228,826979-1,Symplocos acuminata,Symplocos acuminata,826979-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
229,828517-1,Camellia fraterna,Camellia fraterna,828517-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
230,828535-1,Camellia oleifera,Camellia oleifera,828535-1,Species,,Leaf Spines: marginal:yes,,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
231,829893-1,Camellia cordifolia,Camellia cordifolia,829893-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
232,829907-1,Camellia furfuracea,Camellia furfuracea,829907-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
233,829958-1,Camellia pitardii,Camellia pitardii,829958-1,Species,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
234,830461-1,Stewartia pteropetiolata,Stewartia pteropetiolata,830461-1,Species,,Leaf spines:midrib/veins,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
235,83051-1,Ilex aquifolium,Ilex aquifolium,83051-1,Species,,"Thorn / spine length:8mm,Thorn density:2",,"['TRY (Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.)']"
236,83182-1,Ilex cornuta,Ilex cornuta,83182-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
237,83377-1,Ilex hylonoma,Ilex hylonoma,83377-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
238,83628-1,Ilex pernyi,Ilex pernyi,83628-1,Species,,Leaf spines:marginal and terminal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
239,841696-1,Eryngium caeruleum,Eryngium caeruleum,841696-1,Species,,Thorn / spine length:2mm,,"['TRY (Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.)']"
240,8476-1,Cullumia,nan,nan,Genus,,Spinescence / thorniness:yes,,"['TRY (Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331\x96340 DOI:10.1016/j.ppees.2014.08.002)']"
241,851209-1,Chaetachme aristata,Chaetachme aristata,851209-1,Species,,Thorn / spine length:2.38mm,,"['TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z)']"
242,852867-1,Ficus fulva,Ficus fulva,852867-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
243,853368-1,Ficus pandurata,Ficus pandurata,853368-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
244,857465-1,Urtica cannabina,Urtica cannabina,857465-1,Species,,"Leaf spines: upper:yes,Leaf spines:adaxial,Stem spiny:yes",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
245,870611-1,Tetrastigma planicaule,Tetrastigma planicaule,870611-1,Species,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
246,8731-1,Echinops,nan,nan,Genus,,"Leaf Spines: lower:yes,Leaf Spines: marginal:yes,Leaf spines: upper:yes,Leaf spines:adaxial and abaxial,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
247,873489-1,Tribulus terrestris,Tribulus terrestris,873489-1,Species,,Other spines/thorns:yes,,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
248,89608-1,Aralia chinensis,Aralia chinensis,89608-1,Species,,"Leaf Spines: marginal:yes,Leaf spines:marginal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
249,89629-1,Aralia elata,Aralia elata,89629-1,Species,,"Leaf Spines: midrib/veins:yes,Leaf spines:midrib/veins,Stem spiny:yes",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
250,90431-1,Eleutherococcus senticosus,Eleutherococcus senticosus,90431-1,Species,,Stem spiny:yes,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
251,90433-1,Eleutherococcus sessiliflorus,Eleutherococcus sessiliflorus,90433-1,Species,,"Leaf Spines: midrib/veins:yes,Leaf spines:midrib/veins",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
252,905189-1,Saurauia yunnanensis,Saurauia yunnanensis,905189-1,Species,,Leaf spines:adaxial,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
253,90752-1,Hedera nepalensis,Hedera nepalensis,90752-1,Species,,Leaf spines:terminal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
254,90968-1,Kalopanax septemlobus,Kalopanax septemlobus,90968-1,Species,,"Leaf spines:marginal,Stem thorny:yes",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
255,915081-1,Hyperacanthus amoenus,Hyperacanthus amoenus,915081-1,Species,,Thorn / spine length:0.96mm, <b>Appearance</b>: Shrub or small tree up to 8.5 m tall; <em>spines</em> usually,"['TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z)', 'POWO pages(/taxon/urn:lsid:ipni.org:names:915081-1)']"
256,927281-1,Elaeagnus umbellata,Elaeagnus umbellata,927281-1,Species,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
257,927512-1,Celastrus orbiculatus,Celastrus orbiculatus,927512-1,Species,,Stem thorny:yes,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
258,942884-1,Kitagawia terebinthacea,Kitagawia terebinthacea,942884-1,Species,,"Leaf Spines: terminal:yes,Leaf spines:terminal",,"['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
259,961622-1,Rhododendron tomentosum,Rhododendron tomentosum,961622-1,Species,,Leaf spines:terminal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
260,986640-1,Phedimus aizoon,Phedimus aizoon,986640-1,Species,,Leaf spines:marginal,,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
261,30401855-2,Cynanchum,nan,nan,Genus,,," <b>Fruit</b>: Follicles single, <em>spine</em>, inflated, soft, with scattered",['POWO pages(/taxon/urn:lsid:ipni.org:names:30401855-2)']
262,327895-2,Uncaria,nan,nan,Genus,,, <b>Appearance</b>:  or thickets; flowering branches bearing strongly curved hooked <em>spines</em>,['POWO pages(/taxon/urn:lsid:ipni.org:names:327895-2)']
263,3319-1,Desmidorchis,nan,nan,Genus,,," <b>Leaf</b>: , fleshy and caducuous or constituting <em>thorns</em>; stipules reduced",['POWO pages(/taxon/urn:lsid:ipni.org:names:3319-1)']
264,34370-1,Cladoceras,nan,nan,Genus,,, <b>Appearance</b>:  recurved opposite <em>spines</em>,['POWO pages(/taxon/urn:lsid:ipni.org:names:34370-1)']
265,34485-1,Didymosalpinx,nan,nan,Genus,,, <b>Appearance</b>:  into <em>spines</em> which are supra-axillary and held at right-angles,['POWO pages(/taxon/urn:lsid:ipni.org:names:34485-1)']
266,35032-1,Otiophora,nan,nan,Genus,,," <b>Inflorescence</b>: Inflorescence head- or <em>spike</em>-like, usually elongated when",['POWO pages(/taxon/urn:lsid:ipni.org:names:35032-1)']
267,35139-1,Plectroniella,nan,nan,Genus,,, <b>Appearance</b>: Shrubs or small trees; armed with <em>spines</em> setabove,['POWO pages(/taxon/urn:lsid:ipni.org:names:35139-1)']
268,60426835-2,Catunaregam swynnertonii,Catunaregam swynnertonii,60426835-2,Species,,," <b>Appearance</b>:  at first red-brown, later mid-grey, ± flaky; <em>spines</em> virtually",['POWO pages(/taxon/urn:lsid:ipni.org:names:60426835-2)']
269,60426836-2,Catunaregam pentandra,Catunaregam pentandra,60426836-2,Species,,," <b>Appearance</b>: ; bark mid-grey or red-brown, smooth or ± flaky; <em>spines</em> virtually",['POWO pages(/taxon/urn:lsid:ipni.org:names:60426836-2)']
270,60426837-2,Catunaregam stenocarpa,Catunaregam stenocarpa,60426837-2,Species,,, <b>Appearance</b>:  underlayer; <em>spines</em> virtually absent (from some specimens,['POWO pages(/taxon/urn:lsid:ipni.org:names:60426837-2)']
271,745437-1,Canthium glaucum,Canthium glaucum,745437-1,Species,,," <b>Appearance</b>:  or not, armed with <em>spines</em> up to 1.5(–1.8–2.1) cm. long, situated above",['POWO pages(/taxon/urn:lsid:ipni.org:names:745437-1)']
272,745568-1,Canthium oligocarpum,Canthium oligocarpum,745568-1,Species,,, <b>Appearance</b>:  or occasionally paired <em>spines</em>; bark greyish.,['POWO pages(/taxon/urn:lsid:ipni.org:names:745568-1)']
273,745903-1,Catunaregam nilotica,Catunaregam nilotica,745903-1,Species,,," 1–3.5 cm, <b>Appearance</b>:  touching the ground; solitary alternate <em>spines</em> present",['POWO pages(/taxon/urn:lsid:ipni.org:names:745903-1)']
274,747347-1,Conostomium longitubum,Conostomium longitubum,747347-1,Species,,," <b>Inflorescence</b>: Flowers fragrant, forming <em>spike</em>, sessile or pedicellate",['POWO pages(/taxon/urn:lsid:ipni.org:names:747347-1)']
275,748073-1,Cuviera nigrescens,Cuviera nigrescens,748073-1,Species,,, <b>Appearance</b>: Sharp <em>spines</em> on the bole,['POWO pages(/taxon/urn:lsid:ipni.org:names:748073-1)']
276,748078-1,Cuviera semseii,Cuviera semseii,748078-1,Species,,, <b>Appearance</b>:  reduced to <em>spines</em> 2.5 cm. long.,['POWO pages(/taxon/urn:lsid:ipni.org:names:748078-1)']
277,748082-1,Cuviera truncata,Cuviera truncata,748082-1,Species,,, <b>Appearance</b>:  <em>spines</em>,['POWO pages(/taxon/urn:lsid:ipni.org:names:748082-1)']
278,748348-1,Didymosalpinx lanciloba,Didymosalpinx lanciloba,748348-1,Species,,, <b>Appearance</b>: Shrub 0.7–3.6 m. tall; <em>spines</em> paired or verticillate,['POWO pages(/taxon/urn:lsid:ipni.org:names:748348-1)']
279,748349-1,Didymosalpinx norae,Didymosalpinx norae,748349-1,Species,,, <b>Appearance</b>: .; branches often somewhat scandent; <em>spines</em> paired.,['POWO pages(/taxon/urn:lsid:ipni.org:names:748349-1)']
280,753409-1,Hutchinsonia barbata,Hutchinsonia barbata,753409-1,Species,,, <b>Appearance</b>: Occasional <em>spines</em> on the lower stems,['POWO pages(/taxon/urn:lsid:ipni.org:names:753409-1)']
281,754709-1,Kohautia aspera,Kohautia aspera,754709-1,Species,,," <b>Inflorescence</b>: Inflorescences <em>spike</em>-like, many-flowered, mostly 2",['POWO pages(/taxon/urn:lsid:ipni.org:names:754709-1)']
