,Name,Language,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
2679,Dukea darienensis,['es'],Raritebe palicoureoides subsp. dwyerianum,Raritebe palicoureoides,217852-2,217854-2,Subspecies
2680,Dukea euryphylla,['es'],Raritebe palicoureoides subsp. dwyerianum,Raritebe palicoureoides,217852-2,217854-2,Subspecies
2681,Dukea panamensis,['es'],Raritebe palicoureoides subsp. dwyerianum,Raritebe palicoureoides,217852-2,217854-2,Subspecies
2682,Dukea trifoliata,['es'],Raritebe palicoureoides subsp. dwyerianum,Raritebe palicoureoides,217852-2,217854-2,Subspecies
2683,Dukea victoriae,['es'],Raritebe palicoureoides subsp. dwyerianum,Raritebe palicoureoides,217852-2,217854-2,Subspecies
2684,Duperrea insignis,['es'],Duperrea pavettifolia,Duperrea pavettifolia,748653-1,748653-1,Species
2685,Duperrea scabrida,['es'],Duperrea pavettifolia,Duperrea pavettifolia,748653-1,748653-1,Species
2686,Duroia spraguei,['es'],Duroia hirsuta,Duroia hirsuta,86135-2,86135-2,Species
2687,Dysoda fasciculata,['es'],Serissa japonica,Serissa japonica,766327-1,766327-1,Species
2688,Dysoda foetida,['es'],Serissa japonica,Serissa japonica,766327-1,766327-1,Species
2689,Emmeorhiza brasiliensis,['es'],Emmeorhiza umbellata,Emmeorhiza umbellata,90501-2,90501-2,Species
2690,Emmeorhiza pohliana,['es'],Emmeorhiza umbellata,Emmeorhiza umbellata,90501-2,90501-2,Species
2691,Endlichera brasiliensis,['es'],Emmeorhiza umbellata,Emmeorhiza umbellata,90501-2,90501-2,Species
2692,Endopogon pumilum,['en'],Hexasepalum teres,Hexasepalum teres,77148179-1,77148179-1,Species
2693,Epithinia malayana,['es'],Scyphiphora hydrophylacea,Scyphiphora hydrophylacea,73566-3,73566-3,Species
2694,Erithalis pentagonia,['es'],Dendropanax arboreus,Dendropanax arboreus,1133937-2,1133937-2,Species
2695,Erythrodanum alsiniforme,['es'],Nertera granadensis var. granadensis,Nertera granadensis,757486-1,77167975-1,Variety
2696,Erythrodanum majus,['es'],Nertera granadensis var. granadensis,Nertera granadensis,757486-1,77167975-1,Variety
2697,Exostema leonis,['es'],Acunaeanthus tinifolius,Acunaeanthus tinifolius,4173-2,4173-2,Species
2698,Faramea harmsiana,['es'],Faramea exemplaris,Faramea exemplaris,103399-2,103399-2,Species
2699,Fernelia buxifolia,"['en', 'fr', 'pt']",Fernelia buxifolia,Fernelia buxifolia,749338-1,749338-1,Species
2700,Foscarenia spinosa,['es'],Randia aculeata var. aculeata,Randia aculeata,763958-1,77170970-1,Variety
2701,Gaertnera fissistipula,['fr'],Gaertnera bieleri,Gaertnera bieleri,749362-1,749362-1,Species
2702,Gaertnera hongkongensis,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
2703,Gaertnera racemosa,"['es', 'en']",,,,,
2704,Gaertnera truncata,"['en', 'pt']",Gaertnera psychotrioides,Gaertnera psychotrioides,546312-1,546312-1,Species
2705,Galion molluginum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2706,Galium adhaerens,['es'],Galium adhaerens,Galium adhaerens,749465-1,749465-1,Species
2707,Galium agreste,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2708,Galium albolutescens,['es'],Galium uliginosum,Galium uliginosum,750789-1,750789-1,Species
2709,Galium album,"['es', 'en', 'fr', 'it']",Galium album,Galium album,749481-1,749481-1,Species
2710,Galium alpestre,['es'],Galium anisophyllon subsp. anisophyllon,Galium anisophyllon,749509-1,77168427-1,Subspecies
2711,Galium alpinum,['es'],Galium glaucum subsp. glaucum,Galium glaucum,327111-2,77170624-1,Subspecies
2712,Galium amani,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2713,Galium ambiguum,['en'],Galium stebbinsii,Galium stebbinsii,77176969-1,77176969-1,Species
2714,Galium aparinella,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2715,Galium aparinoides,['es'],Galium aparinoides,Galium aparinoides,749517-1,749517-1,Species
2716,Galium apsheronicum,['es'],Galium murale,Galium murale,750280-1,750280-1,Species
2717,Galium argenteum,['es'],Galium anisophyllon subsp. anisophyllon,Galium anisophyllon,749509-1,77168427-1,Subspecies
2718,Galium aridicola,['es'],Galium divaricatum,Galium divaricatum,749836-1,749836-1,Species
2719,Galium aristatum,"['es', 'en']",Galium aristatum,Galium aristatum,749540-1,749540-1,Species
2720,Galium aristulatum,['es'],Asperula aristata subsp. aristata,Asperula aristata,743880-1,77167610-1,Subspecies
2721,Galium asperum,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2722,Galium atlanticum,['es'],Galium atlanticum,Galium atlanticum,749565-1,749565-1,Species
2723,Galium attenuatum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2724,Galium auriense,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2725,Galium axillare,['es'],Galium parisiense,Galium parisiense,750384-1,750384-1,Species
2726,Galium azureum,['es'],Asperula orientalis,Asperula orientalis,744104-1,744104-1,Species
2727,Galium baicalense,['es'],Galium trifidum subsp. trifidum,Galium trifidum,750768-1,77168478-1,Subspecies
2728,Galium barrelieri,['es'],Galium scabrum,Galium scabrum,750597-1,750597-1,Species
2729,Galium beilanense,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2730,Galium bericum,['es'],Galium aristatum,Galium aristatum,749540-1,749540-1,Species
2731,Galium besseri,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2732,Galium bielzii,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2733,Galium biflorum,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2734,Galium blepharophoron,['es'],Valantia hispida var. hispida,Valantia hispida,769659-1,77169472-1,Variety
2735,Galium bloomeri,['es'],Galium multiflorum,Galium multiflorum,750276-1,750276-1,Species
2736,Galium boreale,"['es', 'en', 'fr', 'zh']",Galium boreale,Galium boreale,749626-1,749626-1,Species
2737,Galium brachiatum,['es'],Galium triflorum,Galium triflorum,750771-1,750771-1,Species
2738,Galium brandegeei,['es'],Galium trifidum subsp. trifidum,Galium trifidum,750768-1,77168478-1,Subspecies
2739,Galium brevifolium,['es'],Galium brevifolium,Galium brevifolium,749650-1,749650-1,Species
2740,Galium brevipes,['es'],Galium domingense,Galium domingense,296176-2,296176-2,Species
2741,Galium bryophyllum,['es'],Galium triflorum,Galium triflorum,750771-1,750771-1,Species
2742,Galium bulgaricum,['en'],Galium paschale,Galium paschale,750393-1,750393-1,Species
2743,Galium caespitosum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2744,Galium calcareum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2745,Galium calvipes,['es'],Galium murale,Galium murale,750280-1,750280-1,Species
2746,Galium campanulatum,['es'],Galium glaucum subsp. glaucum,Galium glaucum,327111-2,77170624-1,Subspecies
2747,Galium campestre,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2748,Galium capsiriense,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2749,Galium caripense,['es'],Galium mexicanum subsp. mexicanum,Galium mexicanum,750229-1,77168457-1,Subspecies
2750,Galium chamaeaparine,['es'],Galium parisiense,Galium parisiense,750384-1,750384-1,Species
2751,Galium charoides,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2752,Galium chersonense,['es'],Cruciata taurica subsp. taurica,Cruciata taurica,747968-1,77168028-1,Subspecies
2753,Galium chilense,['es'],Galium suffruticosum,Galium suffruticosum,750697-1,750697-1,Species
2754,Galium chloranthum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2755,Galium chlorophyllum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2756,Galium chonosense,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2757,Galium ciliatum,['es'],Galium hirtiflorum,Galium hirtiflorum,750013-1,750013-1,Species
2758,Galium comari,['zh'],Galium dahuricum var. dahuricum,Galium dahuricum,749797-1,77171606-1,Variety
2759,Galium commutatum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2760,Galium concinnum,['en'],Galium concinnum,Galium concinnum,749751-1,749751-1,Species
2761,Galium congestum,['es'],Galium debile,Galium debile,749807-1,749807-1,Species
2762,Galium conglobatum,['pt'],Galium concatenatum,Galium concatenatum,749750-1,749750-1,Species
2763,Galium constrictum,['es'],Galium debile,Galium debile,749807-1,749807-1,Species
2764,Galium corrudifolium,"['es', 'fr']",Galium firmum,Galium firmum,749893-1,749893-1,Species
2765,Galium corsicum,['en'],Galium corsicum,Galium corsicum,749768-1,749768-1,Species
2766,Galium creticum,['es'],Galium debile,Galium debile,749807-1,749807-1,Species
2767,Galium curtum,"['es', 'en']",Asperula gunnii,Asperula gunnii,744012-1,744012-1,Species
2768,Galium cuspidatum,['es'],Galium triflorum,Galium triflorum,750771-1,750771-1,Species
2769,Galium cymosum,['es'],Galium trifidum subsp. columbianum,Galium trifidum,750768-1,107228-2,Subspecies
2770,Galium debile,"['es', 'fr', 'pt']",Galium debile,Galium debile,749807-1,749807-1,Species
2771,Galium decipiens,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2772,Galium decolorans,['es'],Galium crespianum,Galium crespianum,749775-1,749775-1,Species
2773,Galium decumanum,['es'],Galium glaucum subsp. australe,Galium glaucum,327111-2,918424-1,Subspecies
2774,Galium diffusum,['es'],Galium palustre,Galium palustre,750370-1,750370-1,Species
2775,Galium divaricatum,"['es', 'en']",Galium divaricatum,Galium divaricatum,749836-1,749836-1,Species
2776,Galium dumetorum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2777,Galium effusum,['en'],Galium paschale,Galium paschale,750393-1,750393-1,Species
2778,Galium ehrendorferi,['es'],Galium anisophyllon subsp. anisophyllon,Galium anisophyllon,749509-1,77168427-1,Subspecies
2779,Galium elatum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2780,Galium erectum,"['es', 'en']",Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2781,Galium fagetorum,['es'],Galium album subsp. prusense,Galium album,749481-1,890266-1,Subspecies
2782,Galium fasciculatum,['es'],Galium album subsp. prusense,Galium album,749481-1,890266-1,Subspecies
2783,Galium filiforme,['es'],Galium murale,Galium murale,750280-1,750280-1,Species
2784,Galium flaccidum,"['es', 'en']",Galium mollugo,Galium mollugo,750253-1,750253-1,Species
2785,Galium fontinale,['es'],Galium palustre,Galium palustre,750370-1,750370-1,Species
2786,Galium fraseri,['en'],Galium aschenbornii,Galium aschenbornii,749549-1,749549-1,Species
2787,Galium fruticosum,['es'],Galium fruticosum,Galium fruticosum,749921-1,749921-1,Species
2788,Galium fukuyamae,['zh'],Galium bungei var. bungei,Galium bungei,749661-1,77170775-1,Variety
2789,Galium galeottianum,['en'],Galium aschenbornii,Galium aschenbornii,749549-1,749549-1,Species
2790,Galium geminiflorum,"['en', 'pt']",Galium geminiflorum,Galium geminiflorum,749933-1,749933-1,Species
2791,Galium glabratum,['es'],Galium verum subsp. verum,Galium verum,750829-1,77168479-1,Subspecies
2792,Galium glabrum,['es'],Galium verum subsp. verum,Galium verum,750829-1,77168479-1,Subspecies
2793,Galium glomeratum,['es'],Galium viscosum subsp. viscosum,Galium viscosum,750840-1,77172517-1,Subspecies
2794,Galium gracile,['es'],Galium parisiense,Galium parisiense,750384-1,750384-1,Species
2795,Galium gracilens,['zh'],Galium bungei var. trachyspermum,Galium bungei,749661-1,77189459-1,Variety
2796,Galium grandiflorum,['es'],Galium glaucum subsp. glaucum,Galium glaucum,327111-2,77170624-1,Subspecies
2797,Galium gratum,['es'],Galium triflorum,Galium triflorum,750771-1,750771-1,Species
2798,Galium halleri,['es'],Galium glaucum subsp. glaucum,Galium glaucum,327111-2,77170624-1,Subspecies
2799,Galium helveticum,['es'],Galium saxatile,Galium saxatile,750586-1,750586-1,Species
2800,Galium hercynicum,"['es', 'en']",Galium saxatile var. saxatile,Galium saxatile,750586-1,77168469-1,Variety
2801,Galium hierosolymitanum,['es'],Galium hierosolymitanum,Galium hierosolymitanum,750004-1,750004-1,Species
2802,Galium hirsutum,['es'],Galium uliginosum,Galium uliginosum,750789-1,750789-1,Species
2803,Galium hirtellum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2804,Galium hispidulum,['en'],Galium bermudense,Galium bermudense,277293-2,277293-2,Species
2805,Galium hispidum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2806,Galium hoffmannii,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2807,Galium horridum,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2808,Galium humifusum,"['en', 'zh']",Galium humifusum,Galium humifusum,750032-1,750032-1,Species
2809,Galium hyssopifolium,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2810,Galium ibericum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2811,Galium incarnatum,['es'],Galium palustre,Galium palustre,750370-1,750370-1,Species
2812,Galium infestum,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2813,Galium insubricum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2814,Galium intermedium,"['es', 'en']",Galium intermedium,Galium intermedium,750067-1,750067-1,Species
2815,Galium intricatum,['es'],Galium intricatum,Galium intricatum,750072-1,750072-1,Species
2816,Galium jalapense,['es'],Galium triflorum,Galium triflorum,750771-1,750771-1,Species
2817,Galium junceum,['es'],Galium graecum subsp. graecum,Galium graecum,749968-1,77168445-1,Subspecies
2818,Galium jussiaei,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2819,Galium juzepczukii,['es'],Galium album subsp. prusense,Galium album,749481-1,890266-1,Subspecies
2820,Galium kernerianum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2821,Galium krymense,['es'],Galium debile,Galium debile,749807-1,749807-1,Species
2822,Galium kurramensis,['es'],Galium tricornutum,Galium tricornutum,107226-2,107226-2,Species
2823,Galium kwanzanense,['zh'],Galium formosense,Galium formosense,749912-1,749912-1,Species
2824,Galium laeve,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2825,Galium laevigatum,['en'],Galium laevigatum,Galium laevigatum,750132-1,750132-1,Species
2826,Galium lappaceum,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2827,Galium larecajense,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2828,Galium latifolium,['en'],Galium latifolium,Galium latifolium,750148-1,750148-1,Species
2829,Galium linckii,['es'],Galium rotundifolium,Galium rotundifolium,750546-1,750546-1,Species
2830,Galium linczevskyi,['es'],Galium spurium subsp. ibicinum,Galium spurium,750665-1,890334-1,Subspecies
2831,Galium linifolium,['es'],Galium aristatum,Galium aristatum,749540-1,749540-1,Species
2832,Galium litigiosum,['es'],Galium parisiense,Galium parisiense,750384-1,750384-1,Species
2833,Galium longicaule,['es'],Galium triflorum,Galium triflorum,750771-1,750771-1,Species
2834,Galium longifolium,['en'],Galium paschale,Galium paschale,750393-1,750393-1,Species
2835,Galium lucidum,"['es', 'en', 'fr', 'it', 'pt']",Galium lucidum,Galium lucidum,750183-1,750183-1,Species
2836,Galium luteocruciatum,['es'],Cruciata laevipes,Cruciata laevipes,747959-1,747959-1,Species
2837,Galium luteum,['fr'],Galium verum subsp. verum,Galium verum,750829-1,77168479-1,Subspecies
2838,Galium maborasense,['zh'],Galium nankotaizanum,Galium nankotaizanum,750293-1,750293-1,Species
2839,Galium majmechense,['zh'],Galium consanguineum,Galium consanguineum,749756-1,749756-1,Species
2840,Galium maritimum,['fr'],Galium maritimum,Galium maritimum,750208-1,750208-1,Species
2841,Galium matrisylva,['es'],Galium odoratum,Galium odoratum,750339-1,750339-1,Species
2842,Galium mesocarpon,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2843,Galium minimum,['es'],Galium verum subsp. verum,Galium verum,750829-1,77168479-1,Subspecies
2844,Galium minus,['es'],Galium uliginosum,Galium uliginosum,750789-1,750789-1,Species
2845,Galium minutiflorum,['es'],Galium parisiense,Galium parisiense,750384-1,750384-1,Species
2846,Galium mixtum,['es'],Galium ionicum,Galium ionicum,77080814-1,77080814-1,Species
2847,Galium molle,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2848,Galium montanum,['es'],Galium corymbosum,Galium corymbosum,749770-1,749770-1,Species
2849,Galium montium,['es'],Galium saxatile var. saxatile,Galium saxatile,750586-1,77168469-1,Variety
2850,Galium multicaule,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2851,Galium mungieri,['es'],Galium divaricatum,Galium divaricatum,749836-1,749836-1,Species
2852,Galium murale,"['es', 'en', 'pt']",Galium murale,Galium murale,750280-1,750280-1,Species
2853,Galium neesianum,['es'],Galium scabrum,Galium scabrum,750597-1,750597-1,Species
2854,Galium nemorosum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2855,Galium nervosum,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2856,Galium niewerthii,['zh'],Galium dahuricum var. dahuricum,Galium dahuricum,749797-1,77171606-1,Variety
2857,Galium nitidulum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2858,Galium obovatum,['es'],Galium obovatum,Galium obovatum,750324-1,750324-1,Species
2859,Galium obscurum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2860,Galium oliganthum,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2861,Galium opacum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2862,Galium orbibracteatum,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2863,Galium ovalifolium,['es'],Galium scabrum,Galium scabrum,750597-1,750597-1,Species
2864,Galium ovatum,['es'],Galium saxatile var. saxatile,Galium saxatile,750586-1,77168469-1,Variety
2865,Galium palatinum,['es'],Galium crespianum,Galium crespianum,749775-1,749775-1,Species
2866,Galium pallescens,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2867,Galium pallidulum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2868,Galium palustre,"['es', 'en', 'fr', 'pt', 'zh']",Galium palustre,Galium palustre,750370-1,750370-1,Species
2869,Galium papillosum,['pt'],Galium papillosum,Galium papillosum,750377-1,750377-1,Species
2870,Galium paridifolium,['es'],Galium triflorum,Galium triflorum,750771-1,750771-1,Species
2871,Galium parisiense,"['es', 'en', 'fr', 'pt']",Galium parisiense,Galium parisiense,750384-1,750384-1,Species
2872,Galium parviflorum,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2873,Galium parvifolium,"['es', 'en']",Galium divaricatum,Galium divaricatum,749836-1,749836-1,Species
2874,Galium pauciflorum,['es'],Galium caminianum,Galium caminianum,749668-1,749668-1,Species
2875,Galium paulianum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2876,Galium pawlowskii,['es'],Galium saxatile var. saxatile,Galium saxatile,750586-1,77168469-1,Variety
2877,Galium pennsylvanicum,['es'],Galium triflorum,Galium triflorum,750771-1,750771-1,Species
2878,Galium perpusillum,['es'],Asperula perpusilla,Asperula perpusilla,744117-1,744117-1,Species
2879,Galium petraeum,['es'],Galium cossonianum,Galium cossonianum,749771-1,749771-1,Species
2880,Galium piliferum,['es'],Galium mexicanum subsp. mexicanum,Galium mexicanum,750229-1,77168457-1,Subspecies
2881,Galium podlachicum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2882,Galium procumbens,['es'],Galium saxatile var. saxatile,Galium saxatile,750586-1,77168469-1,Variety
2883,Galium provinciale,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2884,Galium pseudoaparine,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2885,Galium pseudocinereum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2886,Galium pseudocruciata,['es'],Cruciata glabra subsp. balcanica,Cruciata glabra,60456820-2,890212-1,Subspecies
2887,Galium pseudomollugo,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2888,Galium pubescens,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2889,Galium pulchellum,['es'],Galium tmoleum,Galium tmoleum,750744-1,750744-1,Species
2890,Galium pumilum,"['es', 'en']",Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2891,Galium pusillum,['es'],Galium pusillum,Galium pusillum,750507-1,750507-1,Species
2892,Galium retrorsum,['es'],Cruciata pedemontana var. pedemontana,Cruciata pedemontana,60453492-2,77168030-1,Variety
2893,Galium riparium,['es'],Galium saxatile var. saxatile,Galium saxatile,750586-1,77168469-1,Variety
2894,Galium rotundum,['es'],Galium rotundifolium,Galium rotundifolium,750546-1,750546-1,Species
2895,Galium rubioides,"['es', 'en']",Galium rubioides,Galium rubioides,750553-1,750553-1,Species
2896,Galium rubrum,"['es', 'en']",Galium rubrum,Galium rubrum,750560-1,750560-1,Species
2897,Galium rupicola,['es'],Galium megalospermum,Galium megalospermum,750223-1,750223-1,Species
2898,Galium ruprechtii,['es'],Galium trifidum subsp. trifidum,Galium trifidum,750768-1,77168478-1,Subspecies
2899,Galium scaberrimum,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2900,Galium scabridum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2901,Galium scabrum,"['es', 'pt']",Galium scabrum,Galium scabrum,750597-1,750597-1,Species
2902,Galium schilkense,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2903,Galium schultesii,['en'],Galium intermedium,Galium intermedium,750067-1,750067-1,Species
2904,Galium segetum,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2905,Galium septentrionale,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2906,Galium siccatum,['es'],Galium angustifolium subsp. angustifolium,Galium angustifolium,749505-1,77168426-1,Subspecies
2907,Galium sieberi,['es'],Cruciata glabra subsp. glabra,Cruciata glabra,60456820-2,77168034-1,Subspecies
2908,Galium silvivagum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2909,Galium smithii,['zh'],Galium verticillatum,Galium verticillatum,750827-1,750827-1,Species
2910,Galium sororium,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2911,Galium sphenophyllum,['es'],Galium album subsp. album,Galium album,749481-1,77168429-1,Subspecies
2912,Galium spinulosum,['es'],Galium uliginosum,Galium uliginosum,750789-1,750789-1,Species
2913,Galium splendens,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2914,Galium spurium,"['es', 'en', 'zh']",Galium spurium,Galium spurium,750665-1,750665-1,Species
2915,Galium stenophyllum,['es'],Galium stenophyllum,Galium stenophyllum,750673-1,750673-1,Species
2916,Galium strictum,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2917,Galium strigosum,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2918,Galium suaveolens,['es'],Galium triflorum,Galium triflorum,750771-1,750771-1,Species
2919,Galium supinum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2920,Galium sylvaticum,"['es', 'en', 'fr']",Galium sylvaticum,Galium sylvaticum,750701-1,750701-1,Species
2921,Galium sylvestre,"['es', 'en']",Galium album subsp. album,Galium album,749481-1,77168429-1,Subspecies
2922,Galium tehranicum,['es'],Galium tricornutum,Galium tricornutum,107226-2,107226-2,Species
2923,Galium tenellum,['es'],Galium divaricatum,Galium divaricatum,749836-1,749836-1,Species
2924,Galium tenerrimum,['es'],Galium aparine,Galium aparine,30007294-2,30007294-2,Species
2925,Galium tenerum,['es'],Galium parisiense,Galium parisiense,750384-1,750384-1,Species
2926,Galium tenue,['es'],Galium anisophyllon subsp. anisophyllon,Galium anisophyllon,749509-1,77168427-1,Subspecies
2927,Galium tenuicaule,['es'],Galium saxatile var. saxatile,Galium saxatile,750586-1,77168469-1,Variety
2928,Galium teres,['es'],Galium glaucum subsp. australe,Galium glaucum,327111-2,918424-1,Subspecies
2929,Galium texanum,['en'],Galium virgatum,Galium virgatum,750836-1,750836-1,Species
2930,Galium tibeticum,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2931,Galium tinctorium,"['es', 'en']",Galium tinctorium,Galium tinctorium,750741-1,750741-1,Species
2932,Galium transsilvanicum,['es'],Galium aristatum,Galium aristatum,749540-1,749540-1,Species
2933,Galium triandrum,['es'],Asperula tinctoria subsp. tinctoria,Asperula tinctoria,744208-1,77167626-1,Subspecies
2934,Galium tricorne,['zh'],Galium verrucosum,Galium verrucosum,77177145-1,77177145-1,Species
2935,Galium trifidum,"['es', 'en', 'zh']",Galium trifidum,Galium trifidum,750768-1,750768-1,Species
2936,Galium trinerve,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2937,Galium trinervium,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2938,Galium tsukinanats,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2939,Galium tyrolense,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2940,Galium uliginosum,"['es', 'en', 'fr', 'zh']",Galium uliginosum,Galium uliginosum,750789-1,750789-1,Species
2941,Galium umbellatum,['es'],Galium pumilum,Galium pumilum,750495-1,750495-1,Species
2942,Galium umbellulatum,['es'],Galium anisophyllon subsp. anisophyllon,Galium anisophyllon,749509-1,77168427-1,Subspecies
2943,Galium uncinatum,['es'],Galium undulatum,Galium undulatum,750799-1,750799-1,Species
2944,Galium uncinulatum,['en'],Galium uncinulatum,Galium uncinulatum,750796-1,750796-1,Species
2945,Galium uniflorum,"['es', 'en']",Galium uniflorum,Galium uniflorum,750800-1,750800-1,Species
2946,Galium uropetalum,['en'],Galium aschenbornii,Galium aschenbornii,749549-1,749549-1,Species
2947,Galium utahense,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2948,Galium vaillantii,"['es', 'en']",Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2949,Galium valantia,['es'],Galium verrucosum,Galium verrucosum,77177145-1,77177145-1,Species
2950,Galium vernum,['es'],Cruciata glabra subsp. glabra,Cruciata glabra,60456820-2,77168034-1,Subspecies
2951,Galium vexans,['es'],Valantia muralis var. muralis,Valantia muralis,769669-1,77169914-1,Variety
2952,Galium virgultorum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2953,Galium viridulum,['es'],Galium mollugo subsp. mollugo,Galium mollugo,750253-1,77170957-1,Subspecies
2954,Galium vogesiacum,['es'],Galium boreale,Galium boreale,749626-1,749626-1,Species
2955,Galium vulgare,['es'],Galium mollugo,Galium mollugo,750253-1,750253-1,Species
2956,Galium willkommianum,['es'],Galium parisiense,Galium parisiense,750384-1,750384-1,Species
