,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Compiled_Sources
1588,763958-1,Randia aculeata,Randia aculeata,763958-1,Species,,['MPNS']
1589,77170970-1,Randia aculeata var. aculeata,Randia aculeata,763958-1,Variety,,['MPNS']
1590,1115268-2,Randia armata,Randia armata,1115268-2,Species,,"['MPNS', 'Manual']"
1591,764091-1,Randia echinocarpa,Randia echinocarpa,764091-1,Species,,['MPNS']
1592,217028-2,Randia laetevirens,Randia laetevirens,217028-2,Species,,['MPNS']
1593,217029-2,Randia laevigata,Randia laevigata,217029-2,Species,,['MPNS']
1594,77119106-1,Randia mendozae,Randia mendozae,77119106-1,Species,,['MPNS']
1595,764273-1,Randia nitida,Randia nitida,764273-1,Species,,['MPNS']
1596,1039940-2,Randia tetracantha,Randia tetracantha,1039940-2,Species,,['MPNS']
1597,100778-1,Raphionacme brownii,Raphionacme brownii,100778-1,Species,,['MPNS']
1598,100793-1,Raphionacme hirsuta,Raphionacme hirsuta,100793-1,Species,,['MPNS']
1599,100798-1,Raphionacme lanceolata,Raphionacme lanceolata,100798-1,Species,,['MPNS']
1600,77173266-1,Raphionacme splendens subsp. splendens,Raphionacme splendens,100814-1,Subspecies,,['MPNS']
1601,100817-1,Raphionacme velutina,Raphionacme velutina,100817-1,Species,,['MPNS']
1602,81507-1,Rauvolfia amsoniifolia,Rauvolfia amsoniifolia,81507-1,Species,,['MPNS']
1603,920263-1,Rauvolfia balansae subsp. schumanniana,Rauvolfia balansae,909641-1,Subspecies,,['MPNS']
1604,81519-1,Rauvolfia caffra,Rauvolfia caffra,81519-1,Species,,['MPNS']
1605,81520-1,Rauvolfia cambodiana,Rauvolfia cambodiana,81520-1,Species,,['MPNS']
1606,81533-1,Rauvolfia decurva,Rauvolfia decurva,81533-1,Species,,['MPNS']
1607,81545-1,Rauvolfia grandiflora,Rauvolfia grandiflora,81545-1,Species,,['MPNS']
1608,940994-1,Rauvolfia hookeri,Rauvolfia hookeri,940994-1,Species,,['MPNS']
1609,81554-1,Rauvolfia javanica,Rauvolfia javanica,81554-1,Species,,['MPNS']
1610,81565-1,Rauvolfia ligustrina,Rauvolfia ligustrina,81565-1,Species,,['MPNS']
1611,217921-2,Rauvolfia littoralis,Rauvolfia littoralis,217921-2,Species,,['MPNS']
1612,81579-1,Rauvolfia mannii,Rauvolfia mannii,81579-1,Species,,['MPNS']
1613,81583-1,Rauvolfia media,Rauvolfia media,81583-1,Species,,['MPNS']
1614,81586-1,Rauvolfia micrantha,Rauvolfia micrantha,81586-1,Species,,['MPNS']
1615,81591-1,Rauvolfia mombasiana,Rauvolfia mombasiana,81591-1,Species,,"['MPNS', 'Manual']"
1616,217935-2,Rauvolfia pentaphylla,Rauvolfia pentaphylla,217935-2,Species,,"['MPNS', 'Manual']"
1617,81624-1,Rauvolfia praecox,Rauvolfia praecox,81624-1,Species,,['MPNS']
1618,217943-2,Rauvolfia schuelii,Rauvolfia schuelii,217943-2,Species,,['MPNS']
1619,328979-2,Rauvolfia sellowii,Rauvolfia sellowii,328979-2,Species,,['MPNS']
1620,81646-1,Rauvolfia semperflorens,Rauvolfia semperflorens,81646-1,Species,,['MPNS']
1621,81648-1,Rauvolfia serpentina,Rauvolfia serpentina,81648-1,Species,,"['MPNS', 'Manual']"
1622,81660-1,Rauvolfia sumatrana,Rauvolfia sumatrana,81660-1,Species,,['MPNS']
1623,81663-1,Rauvolfia tetraphylla,Rauvolfia tetraphylla,81663-1,Species,,"['MPNS', 'Manual']"
1624,81667-1,Rauvolfia verticillata,Rauvolfia verticillata,81667-1,Species,,"['MPNS', 'Manual']"
1625,81670-1,Rauvolfia viridis,Rauvolfia viridis,81670-1,Species,,['MPNS']
1626,81673-1,Rauvolfia vomitoria,Rauvolfia vomitoria,81673-1,Species,,"['MPNS', 'Manual']"
1627,218543-2,Remijia amphithrix,Remijia amphithrix,218543-2,Species,,"['MPNS', 'Manual']"
1628,764561-1,Remijia ferruginea,Remijia ferruginea,764561-1,Species,,"['MPNS', 'Manual']"
1629,764562-1,Remijia firmula,Remijia firmula,764562-1,Species,,"['MPNS', 'Manual']"
1630,764576-1,Remijia macrocnemia,Remijia macrocnemia,764576-1,Species,,"['MPNS', 'Manual']"
1631,764577-1,Remijia macrophylla,Remijia macrophylla,764577-1,Species,,"['MPNS', 'Manual']"
1632,218576-2,Remijia trianae,Remijia trianae,218576-2,Species,,"['MPNS', 'Manual']"
1633,218577-2,Remijia ulei,Remijia ulei,218577-2,Species,,"['MPNS', 'Manual']"
1634,764600-1,Remijia vellozoi,Remijia vellozoi,764600-1,Species,,"['MPNS', 'Manual']"
1635,764605-1,Rennellia morindiformis,Rennellia morindiformis,764605-1,Species,,['MPNS']
1636,764607-1,Rennellia paniculata,Rennellia paniculata,764607-1,Species,,['MPNS']
1637,764609-1,Rennellia speciosa,Rennellia speciosa,764609-1,Species,,['MPNS']
1638,81684-1,Rhabdadenia biflora,Rhabdadenia biflora,81684-1,Species,,['MPNS']
1639,81712-1,Rhazya stricta,Rhazya stricta,81712-1,Species,,['MPNS']
1640,77086243-1,Rhodopentas bussei,Rhodopentas bussei,77086243-1,Species,,"['MPNS', 'Manual']"
1641,764657-1,Richardia brasiliensis,Richardia brasiliensis,764657-1,Species,,"['MPNS', 'Manual']"
1642,764663-1,Richardia grandiflora,Richardia grandiflora,764663-1,Species,,['MPNS']
1643,764679-1,Richardia scabra,Richardia scabra,764679-1,Species,,['MPNS']
1644,77160540-1,Ridsdalea schoemannii,Ridsdalea schoemannii,77160540-1,Species,,['MPNS']
1645,77160552-1,Ridsdalea wittii,Ridsdalea wittii,77160552-1,Species,,['MPNS']
1646,100861-1,Riocreuxia torulosa,Riocreuxia torulosa,100861-1,Species,,['MPNS']
1647,764727-1,Ronabea emetica,Ronabea emetica,764727-1,Species,,['MPNS']
1648,764729-1,Ronabea latifolia,Ronabea latifolia,764729-1,Species,,['MPNS']
1649,764967-1,Rondeletia odorata,Rondeletia odorata,764967-1,Species,,['MPNS']
1650,222507-2,Rosenbergiodendron densiflorum,Rosenbergiodendron densiflorum,222507-2,Species,,['MPNS']
1651,222508-2,Rosenbergiodendron formosum,Rosenbergiodendron formosum,222508-2,Species,,['MPNS']
1652,222509-2,Rosenbergiodendron longiflorum,Rosenbergiodendron longiflorum,222509-2,Species,,['MPNS']
1653,765111-1,Rothmannia annae,Rothmannia annae,765111-1,Species,,['MPNS']
1654,765117-1,Rothmannia capensis,Rothmannia capensis,765117-1,Species,,['MPNS']
1655,765120-1,Rothmannia engleriana,Rothmannia engleriana,765120-1,Species,,"['MPNS', 'Manual']"
1656,765125-1,Rothmannia globosa,Rothmannia globosa,765125-1,Species,,['MPNS']
1657,765127-1,Rothmannia hispida,Rothmannia hispida,765127-1,Species,,"['MPNS', 'Manual']"
1658,765136-1,Rothmannia longiflora,Rothmannia longiflora,765136-1,Species,,['MPNS']
1659,765137-1,Rothmannia lujae,Rothmannia lujae,765137-1,Species,,['MPNS']
1660,765139-1,Rothmannia macrocarpa,Rothmannia macrocarpa,765139-1,Species,,['MPNS']
1661,765151-1,Rothmannia octomera,Rothmannia octomera,765151-1,Species,,['MPNS']
1662,765161-1,Rothmannia urcelliformis,Rothmannia urcelliformis,765161-1,Species,,['MPNS']
1663,765164-1,Rothmannia whitfieldii,Rothmannia whitfieldii,765164-1,Species,,['MPNS']
1664,765178-1,Rubia alata,Rubia alata,765178-1,Species,,['MPNS']
1665,765187-1,Rubia argyi,Rubia argyi,765187-1,Species,,['MPNS']
1666,765210-1,Rubia chitralensis,Rubia chitralensis,765210-1,Species,,['MPNS']
1667,765218-1,Rubia cordifolia,Rubia cordifolia,765218-1,Species,,['MPNS']
1668,890653-1,Rubia cordifolia subsp. conotricha,Rubia cordifolia,765218-1,Subspecies,,['MPNS']
1669,765264-1,Rubia horrida,Rubia horrida,765264-1,Species,,['MPNS']
1670,765292-1,Rubia manjith,Rubia manjith,765292-1,Species,,['MPNS']
1671,765295-1,Rubia membranacea,Rubia membranacea,765295-1,Species,,['MPNS']
1672,765310-1,Rubia oncotricha,Rubia oncotricha,765310-1,Species,,['MPNS']
1673,77122334-1,Rubia ovatifolia,Rubia ovatifolia,77122334-1,Species,,['MPNS']
1674,765320-1,Rubia peregrina,Rubia peregrina,765320-1,Species,,['MPNS']
1675,765324-1,Rubia petiolaris,Rubia petiolaris,765324-1,Species,,['MPNS']
1676,765326-1,Rubia podantha,Rubia podantha,765326-1,Species,,['MPNS']
1677,765350-1,Rubia schumanniana,Rubia schumanniana,765350-1,Species,,['MPNS']
1678,765354-1,Rubia sikkimensis,Rubia sikkimensis,765354-1,Species,,['MPNS']
1679,765356-1,Rubia sylvatica,Rubia sylvatica,765356-1,Species,,['MPNS']
1680,765366-1,Rubia tibetica,Rubia tibetica,765366-1,Species,,['MPNS']
1681,765369-1,Rubia tinctorum,Rubia tinctorum,765369-1,Species,,['MPNS']
1682,765375-1,Rubia truppeliana,Rubia truppeliana,765375-1,Species,,['MPNS']
1683,765383-1,Rubia wallichiana,Rubia wallichiana,765383-1,Species,,['MPNS']
1684,765385-1,Rubia yunnanensis,Rubia yunnanensis,765385-1,Species,,['MPNS']
1685,223858-2,Rudgea cornifolia,Rudgea cornifolia,223858-2,Species,,"['MPNS', 'Manual']"
1686,765569-1,Rudgea panurensis,Rudgea panurensis,765569-1,Species,,"['MPNS', 'Manual']"
1687,1139608-2,Rudgea viburnoides,Rudgea viburnoides,1139608-2,Species,,['MPNS']
1688,60478412-2,Ruehssia altissima,Ruehssia altissima,60478412-2,Species,,['MPNS']
1689,77209273-1,Ruehssia clausa,Ruehssia clausa,77209273-1,Species,,['MPNS']
1690,1150695-2,Rustia formosa,Rustia formosa,1150695-2,Species,,"['MPNS', 'Manual']"
1691,765665-1,Rutidea glabra,Rutidea glabra,765665-1,Species,,['MPNS']
1692,765679-1,Rutidea membranacea,Rutidea membranacea,765679-1,Species,,['MPNS']
1693,765687-1,Rutidea parviflora,Rutidea parviflora,765687-1,Species,,['MPNS']
1694,765714-1,Rytigynia canthioides,Rytigynia canthioides,765714-1,Species,,['MPNS']
1695,906983-1,Rytigynia kigeziensis,Rytigynia kigeziensis,906983-1,Species,,['MPNS']
1696,765739-1,Rytigynia kiwuensis,Rytigynia kiwuensis,765739-1,Species,,['MPNS']
1697,77169428-1,Rytigynia monantha var. monantha,Rytigynia monantha,765755-1,Variety,,['MPNS']
1698,943816-1,Rytigynia uhligii,Rytigynia uhligii,943816-1,Species,,['MPNS']
1699,81757-1,Saba comorensis,Saba comorensis,81757-1,Species,,"['MPNS', 'Manual']"
1700,81759-1,Saba senegalensis,Saba senegalensis,81759-1,Species,,['MPNS']
1701,224936-2,Sabicea amazonensis,Sabicea amazonensis,224936-2,Species,,"['MPNS', 'Manual']"
1702,765809-1,Sabicea bequaertii,Sabicea bequaertii,765809-1,Species,,['MPNS']
1703,224948-2,Sabicea brasiliensis,Sabicea brasiliensis,224948-2,Species,,['MPNS']
1704,765821-1,Sabicea calycina,Sabicea calycina,765821-1,Species,,['MPNS']
1705,765830-1,Sabicea cinerea,Sabicea cinerea,765830-1,Species,,['MPNS']
1706,765855-1,Sabicea ferruginea,Sabicea ferruginea,765855-1,Species,,['MPNS']
1707,30071648-2,Sabicea glabrescens,Sabicea glabrescens,30071648-2,Species,,['MPNS']
1708,765902-1,Sabicea mildbraedii,Sabicea mildbraedii,765902-1,Species,,['MPNS']
1709,765972-1,Sabicea villosa,Sabicea villosa,765972-1,Species,,"['MPNS', 'Manual']"
1710,765973-1,Sabicea vogelii,Sabicea vogelii,765973-1,Species,,['MPNS']
1711,766005-1,Salzmannia nitida,Salzmannia nitida,766005-1,Species,,['MPNS']
1712,766011-1,Saprosma arborea,Saprosma arborea,766011-1,Species,,['MPNS']
1713,77177133-1,Saprosma consimilis,Saprosma consimilis,77177133-1,Species,,['MPNS']
1714,766021-1,Saprosma corymbosa,Saprosma corymbosa,766021-1,Species,,['MPNS']
1715,766025-1,Saprosma foetens,Saprosma foetens,766025-1,Species,,['MPNS']
1716,766029-1,Saprosma glomerulata,Saprosma glomerulata,766029-1,Species,,['MPNS']
1717,766031-1,Saprosma hainanensis,Saprosma hainanensis,766031-1,Species,,['MPNS']
1718,766038-1,Saprosma longicalyx,Saprosma longicalyx,766038-1,Species,,['MPNS']
1719,766050-1,Saprosma scortechinii,Saprosma scortechinii,766050-1,Species,,['MPNS']
1720,766055-1,Saprosma ternata,Saprosma ternata,766055-1,Species,,['MPNS']
1721,100924-1,Sarcolobus carinatus,Sarcolobus carinatus,100924-1,Species,,['MPNS']
1722,100926-1,Sarcolobus globosus,Sarcolobus globosus,100926-1,Species,,['MPNS']
1723,77172642-1,Sarcolobus globosus subsp. globosus,Sarcolobus globosus,100926-1,Subspecies,,['MPNS']
1724,969088-1,Sarcolobus stenophyllus,Sarcolobus stenophyllus,969088-1,Species,,['MPNS']
1725,77111993-1,Schizocalyx cuspidatus,Schizocalyx cuspidatus,77111993-1,Species,,"['MPNS', 'Manual']"
1726,101083-1,Schizoglossum atropurpureum,Schizoglossum atropurpureum,101083-1,Species,,['MPNS']
1727,101112-1,Schizoglossum cordifolium,Schizoglossum cordifolium,101112-1,Species,,['MPNS']
1728,77093289-1,Schizomussaenda henryi,Schizomussaenda henryi,77093289-1,Species,,['MPNS']
1729,81764-1,Schizozygia coffeoides,Schizozygia coffeoides,81764-1,Species,,['MPNS']
1730,101279-1,Schubertia grandiflora,Schubertia grandiflora,101279-1,Species,,['MPNS']
1731,101284-1,Schubertia multiflora,Schubertia multiflora,101284-1,Species,,['MPNS']
1732,766232-1,Schumanniophyton hirsutum,Schumanniophyton hirsutum,766232-1,Species,,['MPNS']
1733,766234-1,Schumanniophyton magnificum,Schumanniophyton magnificum,766234-1,Species,,"['MPNS', 'Manual']"
1734,77169896-1,Schumanniophyton magnificum var. magnificum,Schumanniophyton magnificum,766234-1,Variety,,['MPNS']
1735,77188742-1,Schumanniophyton magnificum var. trimerum,Schumanniophyton magnificum,766234-1,Variety,,['MPNS']
1736,77212574-1,Scleromitrion brachypodum,Scleromitrion brachypodum,77212574-1,Species,,['MPNS']
1737,77144472-1,Scleromitrion diffusum,Scleromitrion diffusum,77144472-1,Species,,['MPNS']
1738,77211000-1,Scleromitrion galioides,Scleromitrion galioides,77211000-1,Species,,['MPNS']
1739,77144474-1,Scleromitrion pinifolium,Scleromitrion pinifolium,77144474-1,Species,,['MPNS']
1740,766273-1,Scleromitrion tenelliflorum,Scleromitrion tenelliflorum,766273-1,Species,,['MPNS']
1741,77144475-1,Scleromitrion verticillatum,Scleromitrion verticillatum,77144475-1,Species,,['MPNS']
1742,73566-3,Scyphiphora hydrophylacea,Scyphiphora hydrophylacea,73566-3,Species,,['MPNS']
1743,766300-1,Scyphostachys coffeoides,Scyphostachys coffeoides,766300-1,Species,,['MPNS']
1744,77079518-1,Secamone afzelii,Secamone afzelii,77079518-1,Species,,"['MPNS', 'Manual']"
1745,101298-1,Secamone alpini,Secamone alpini,101298-1,Species,,['MPNS']
1746,20003329-1,Secamone brevipes,Secamone brevipes,20003329-1,Species,,['MPNS']
1747,101324-1,Secamone elliptica,Secamone elliptica,101324-1,Species,,['MPNS']
1748,168338-3,Secamone elliptica subsp. elliptica,Secamone elliptica,101324-1,Subspecies,,['MPNS']
1749,60454720-2,Secamone emetica,Secamone emetica,60454720-2,Species,,['MPNS']
1750,101330-1,Secamone filiformis,Secamone filiformis,101330-1,Species,,['MPNS']
1751,101339-1,Secamone gerrardii,Secamone gerrardii,101339-1,Species,,['MPNS']
1752,77109597-1,Secamone griffithii,Secamone griffithii,77109597-1,Species,,['MPNS']
1753,101356-1,Secamone maritima,Secamone maritima,101356-1,Species,,['MPNS']
1754,101365-1,Secamone neocaledonica,Secamone neocaledonica,101365-1,Species,,['MPNS']
1755,101388-1,Secamone schweinfurthii,Secamone schweinfurthii,101388-1,Species,,['MPNS']
1756,101390-1,Secamone sinica,Secamone sinica,101390-1,Species,,['MPNS']
1757,915483-1,Secamone volubilis,Secamone volubilis,915483-1,Species,,['MPNS']
1758,766327-1,Serissa japonica,Serissa japonica,766327-1,Species,,['MPNS']
1759,77203854-1,Seychellea sechellarum,Seychellea sechellarum,77203854-1,Species,,['MPNS']
1760,766360-1,Sherbournia bignoniiflora,Sherbournia bignoniiflora,766360-1,Species,,['MPNS']
1761,766370-1,Sherbournia streptocaulon,Sherbournia streptocaulon,766370-1,Species,,['MPNS']
1762,766434-1,Simira ecuadorensis,Simira ecuadorensis,766434-1,Species,,['MPNS']
1763,236581-2,Simira maxonii,Simira maxonii,236581-2,Species,,['MPNS']
1764,236582-2,Simira mexicana,Simira mexicana,236582-2,Species,,['MPNS']
1765,236590-2,Simira rhodoclada,Simira rhodoclada,236590-2,Species,,['MPNS']
1766,236591-2,Simira rubescens,Simira rubescens,236591-2,Species,,"['MPNS', 'Manual']"
1767,236592-2,Simira rubra,Simira rubra,236592-2,Species,,['MPNS']
1768,81783-1,Sindechites henryi,Sindechites henryi,81783-1,Species,,['MPNS']
1769,77160555-1,Singaporandia macrophylla,Singaporandia macrophylla,77160555-1,Species,,['MPNS']
1770,766466-1,Sinoadina racemosa,Sinoadina racemosa,766466-1,Species,,['MPNS']
1771,77176685-1,Sisyranthus huttoniae,Sisyranthus huttoniae,77176685-1,Species,,['MPNS']
1772,101421-1,Sisyranthus imberbis,Sisyranthus imberbis,101421-1,Species,,['MPNS']
1773,101426-1,Sisyranthus saundersiae,Sisyranthus saundersiae,101426-1,Species,,['MPNS']
1774,101428-1,Sisyranthus trichostomus,Sisyranthus trichostomus,101428-1,Species,,['MPNS']
1775,81786-1,Skytanthus hancorniifolius,Skytanthus hancorniifolius,81786-1,Species,,['MPNS']
1776,20010093-1,Solenandra mexicana,Solenandra mexicana,20010093-1,Species,,"['MPNS', 'Manual']"
1777,77187956-1,Solenandra sanctae-luciae,Solenandra sanctae-luciae,77187956-1,Species,,"['MPNS', 'Manual']"
1778,101435-1,Solenostemma oleifolium,Solenostemma oleifolium,101435-1,Species,,['MPNS']
1779,766585-1,Spermacoce alata,Spermacoce alata,766585-1,Species,,"['MPNS', 'Manual']"
1780,766600-1,Spermacoce articularis,Spermacoce articularis,766600-1,Species,,['MPNS']
1781,766648-1,Spermacoce chaetocephala,Spermacoce chaetocephala,766648-1,Species,,['MPNS']
1782,766663-1,Spermacoce confusa,Spermacoce confusa,766663-1,Species,,['MPNS']
1783,945476-1,Spermacoce densiflora,Spermacoce densiflora,945476-1,Species,,['MPNS']
1784,914630-1,Spermacoce filifolia,Spermacoce filifolia,914630-1,Species,,['MPNS']
1785,766765-1,Spermacoce hispida,Spermacoce hispida,766765-1,Species,,"['MPNS', 'Manual']"
1786,766800-1,Spermacoce latifolia,Spermacoce latifolia,766800-1,Species,,['MPNS']
1787,766854-1,Spermacoce natalensis,Spermacoce natalensis,766854-1,Species,,['MPNS']
1788,914632-1,Spermacoce octodon,Spermacoce octodon,914632-1,Species,,['MPNS']
1789,766862-1,Spermacoce ocymifolia,Spermacoce ocymifolia,766862-1,Species,,['MPNS']
1790,766863-1,Spermacoce ocymoides,Spermacoce ocymoides,766863-1,Species,,"['MPNS', 'Manual']"
1791,766896-1,Spermacoce princeae,Spermacoce princeae,766896-1,Species,,"['MPNS', 'Manual']"
1792,766906-1,Spermacoce pusilla,Spermacoce pusilla,766906-1,Species,,['MPNS']
1793,766911-1,Spermacoce quadrisulcata,Spermacoce quadrisulcata,766911-1,Species,,['MPNS']
1794,766912-1,Spermacoce radiata,Spermacoce radiata,766912-1,Species,,['MPNS']
1795,319724-2,Spermacoce remota,Spermacoce remota,319724-2,Species,,['MPNS']
1796,766942-1,Spermacoce ruelliae,Spermacoce ruelliae,766942-1,Species,,['MPNS']
1797,766954-1,Spermacoce senensis,Spermacoce senensis,766954-1,Species,,['MPNS']
1798,766957-1,Spermacoce setidens,Spermacoce setidens,766957-1,Species,,['MPNS']
1799,766972-1,Spermacoce stachydea,Spermacoce stachydea,766972-1,Species,,['MPNS']
1800,766988-1,Spermacoce subvulgata,Spermacoce subvulgata,766988-1,Species,,['MPNS']
1801,241474-2,Spermacoce tenuior,Spermacoce tenuior,241474-2,Species,,['MPNS']
1802,767016-1,Spermacoce tetraquetra,Spermacoce tetraquetra,767016-1,Species,,['MPNS']
1803,767047-1,Spermadictyon suaveolens,Spermadictyon suaveolens,767047-1,Species,,['MPNS']
1804,81791-1,Spirolobium cambodianum,Spirolobium cambodianum,81791-1,Species,,['MPNS']
1805,285481-2,Spongiosperma longilobum,Spongiosperma longilobum,285481-2,Species,,['MPNS']
1806,945265-1,Spongiosperma macrophyllum,Spongiosperma macrophyllum,945265-1,Species,,['MPNS']
1807,101593-1,Stapelia gettliffei,Stapelia gettliffei,101593-1,Species,,['MPNS']
1808,101594-1,Stapelia gigantea,Stapelia gigantea,101594-1,Species,,['MPNS']
1809,101605-1,Stapelia grandiflora,Stapelia grandiflora,101605-1,Species,,['MPNS']
1810,101829-1,Stapelia unicornis,Stapelia unicornis,101829-1,Species,,['MPNS']
1811,101881-1,Stathmostelma pedunculatum,Stathmostelma pedunculatum,101881-1,Species,,['MPNS']
1812,77171903-1,Stenaria nigricans var. nigricans,Stenaria nigricans,1059364-2,Variety,,['MPNS']
1813,77107342-1,Stenostomum acreanum,Stenostomum acreanum,77107342-1,Species,,"['MPNS', 'Manual']"
1814,77204413-1,Stephanotis floribunda,Stephanotis floribunda,77204413-1,Species,,['MPNS']
1815,767167-1,Stipularia africana,Stipularia africana,767167-1,Species,,['MPNS']
1816,102026-1,Stomatostemma monteiroae,Stomatostemma monteiroae,102026-1,Species,,['MPNS']
1817,102040-1,Streptocaulon juventas,Streptocaulon juventas,102040-1,Species,,"['MPNS', 'Manual']"
1818,102048-1,Streptocaulon wallichii,Streptocaulon wallichii,102048-1,Species,,['MPNS']
1819,81853-1,Strophanthus amboensis,Strophanthus amboensis,81853-1,Species,,['MPNS']
1820,81860-1,Strophanthus barteri,Strophanthus barteri,81860-1,Species,,['MPNS']
1821,81862-1,Strophanthus boivinii,Strophanthus boivinii,81862-1,Species,,['MPNS']
1822,81867-1,Strophanthus caudatus,Strophanthus caudatus,81867-1,Species,,['MPNS']
1823,81871-1,Strophanthus courmontii,Strophanthus courmontii,81871-1,Species,,['MPNS']
1824,81877-1,Strophanthus divaricatus,Strophanthus divaricatus,81877-1,Species,,['MPNS']
1825,81881-1,Strophanthus eminii,Strophanthus eminii,81881-1,Species,,"['MPNS', 'Manual']"
1826,81885-1,Strophanthus gardeniiflorus,Strophanthus gardeniiflorus,81885-1,Species,,['MPNS']
1827,81886-1,Strophanthus gerrardii,Strophanthus gerrardii,81886-1,Species,,['MPNS']
1828,81892-1,Strophanthus gracilis,Strophanthus gracilis,81892-1,Species,,['MPNS']
1829,81895-1,Strophanthus gratus,Strophanthus gratus,81895-1,Species,,['MPNS']
1830,81900-1,Strophanthus hispidus,Strophanthus hispidus,81900-1,Species,,"['MPNS', 'Manual']"
1831,81901-1,Strophanthus holosericeus,Strophanthus holosericeus,81901-1,Species,,['MPNS']
1832,81909-1,Strophanthus kombe,Strophanthus kombe,81909-1,Species,,['MPNS']
1833,81917-1,Strophanthus luteolus,Strophanthus luteolus,81917-1,Species,,['MPNS']
1834,81922-1,Strophanthus mirabilis,Strophanthus mirabilis,81922-1,Species,,['MPNS']
1835,81923-1,Strophanthus mortehanii,Strophanthus mortehanii,81923-1,Species,,['MPNS']
1836,81924-1,Strophanthus nicholsonii,Strophanthus nicholsonii,81924-1,Species,,['MPNS']
1837,81928-1,Strophanthus parviflorus,Strophanthus parviflorus,81928-1,Species,,['MPNS']
1838,81935-1,Strophanthus petersianus,Strophanthus petersianus,81935-1,Species,,['MPNS']
1839,81938-1,Strophanthus preussii,Strophanthus preussii,81938-1,Species,,['MPNS']
1840,81945-1,Strophanthus sarmentosus,Strophanthus sarmentosus,81945-1,Species,,['MPNS']
1841,81956-1,Strophanthus speciosus,Strophanthus speciosus,81956-1,Species,,['MPNS']
1842,81960-1,Strophanthus thollonii,Strophanthus thollonii,81960-1,Species,,['MPNS']
1843,81964-1,Strophanthus wallichii,Strophanthus wallichii,81964-1,Species,,['MPNS']
1844,81965-1,Strophanthus welwitschii,Strophanthus welwitschii,81965-1,Species,,['MPNS']
1845,60459958-2,Strophanthus wightianus,Strophanthus wightianus,60459958-2,Species,,['MPNS']
1846,77177359-1,Tabernaemontana africana,Tabernaemontana africana,77177359-1,Species,,['MPNS']
1847,81985-1,Tabernaemontana alba,Tabernaemontana alba,81985-1,Species,,['MPNS']
1848,81992-1,Tabernaemontana alternifolia,Tabernaemontana alternifolia,81992-1,Species,,['MPNS']
1849,81996-1,Tabernaemontana amygdalifolia,Tabernaemontana amygdalifolia,81996-1,Species,,['MPNS']
1850,82002-1,Tabernaemontana angulata,Tabernaemontana angulata,82002-1,Species,,['MPNS']
1851,82013-1,Tabernaemontana aurantiaca,Tabernaemontana aurantiaca,82013-1,Species,,['MPNS']
1852,82026-1,Tabernaemontana bovina,Tabernaemontana bovina,82026-1,Species,,['MPNS']
1853,82027-1,Tabernaemontana brachyantha,Tabernaemontana brachyantha,82027-1,Species,,['MPNS']
1854,82034-1,Tabernaemontana bufalina,Tabernaemontana bufalina,82034-1,Species,,['MPNS']
1855,82043-1,Tabernaemontana catharinensis,Tabernaemontana catharinensis,82043-1,Species,,['MPNS']
1856,82053-1,Tabernaemontana ciliata,Tabernaemontana ciliata,82053-1,Species,,['MPNS']
1857,82055-1,Tabernaemontana citrifolia,Tabernaemontana citrifolia,82055-1,Species,,['MPNS']
1858,82059-1,Tabernaemontana coffeoides,Tabernaemontana coffeoides,82059-1,Species,,['MPNS']
1859,60466167-2,Tabernaemontana corymbosa,Tabernaemontana corymbosa,60466167-2,Species,,['MPNS']
1860,82072-1,Tabernaemontana crassa,Tabernaemontana crassa,82072-1,Species,,"['MPNS', 'Manual']"
1861,82084-1,Tabernaemontana cymosa,Tabernaemontana cymosa,82084-1,Species,,['MPNS']
1862,60466169-2,Tabernaemontana dichotoma,Tabernaemontana dichotoma,60466169-2,Species,,['MPNS']
1863,82097-1,Tabernaemontana divaricata,Tabernaemontana divaricata,82097-1,Species,,['MPNS']
1864,248857-2,Tabernaemontana donnell-smithii,Tabernaemontana donnell-smithii,248857-2,Species,,"['MPNS', 'Manual']"
1865,82107-1,Tabernaemontana eglandulosa,Tabernaemontana eglandulosa,82107-1,Species,,['MPNS']
1866,82109-1,Tabernaemontana elegans,Tabernaemontana elegans,82109-1,Species,,"['MPNS', 'Manual']"
1867,82125-1,Tabernaemontana gamblei,Tabernaemontana gamblei,82125-1,Species,,['MPNS']
1868,82129-1,Tabernaemontana glandulosa,Tabernaemontana glandulosa,82129-1,Species,,['MPNS']
1869,82139-1,Tabernaemontana grandiflora,Tabernaemontana grandiflora,82139-1,Species,,['MPNS']
1870,82146-1,Tabernaemontana heterophylla,Tabernaemontana heterophylla,82146-1,Species,,['MPNS']
1871,82189-1,Tabernaemontana linkii,Tabernaemontana linkii,82189-1,Species,,"['MPNS', 'Manual']"
1872,82203-1,Tabernaemontana macrocarpa,Tabernaemontana macrocarpa,82203-1,Species,,['MPNS']
1873,82235-1,Tabernaemontana muricata,Tabernaemontana muricata,82235-1,Species,,['MPNS']
1874,82263-1,Tabernaemontana pachysiphon,Tabernaemontana pachysiphon,82263-1,Species,,['MPNS']
1875,82269-1,Tabernaemontana pandacaqui,Tabernaemontana pandacaqui,82269-1,Species,,"['MPNS', 'Manual']"
1876,82278-1,Tabernaemontana pauciflora,Tabernaemontana pauciflora,82278-1,Species,,['MPNS']
