,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,knapsack_snippet,powo_Snippet,Sources
346,743844-1,Argostemma yappii,Argostemma yappii,743844-1,Species,,,:Manual::
347,744363-1,Bathysa australis,Bathysa australis,744363-1,Species,,,:Manual::
348,1014064-1,Bertiera bracteosa,Bertiera bracteosa,1014064-1,Species,,,:Manual::
349,744444-1,Bertiera guianensis,Bertiera guianensis,744444-1,Species,,,:Manual::
350,910167-1,Breonadia salicina,Breonadia salicina,910167-1,Species,,,:Manual::
351,745154-1,Breonia perrieri,Breonia perrieri,745154-1,Species,,,:Manual::
352,745156-1,Breonia sphaerantha,Breonia sphaerantha,745156-1,Species,,,:Manual::
353,745241-1,Calycophyllum candidissimum,Calycophyllum candidissimum,745241-1,Species,,,:Manual::
354,745378-1,Canthium coromandelicum,Canthium coromandelicum,745378-1,Species,,,:Manual::
355,745437-1,Canthium glaucum,Canthium glaucum,745437-1,Species,,,:Manual::
356,1214821-2,Carapichea affinis,Carapichea affinis,1214821-2,Species,"""['Dopamine', 'Cephaeline', 'Emetine', 'Ipecoside', 'Protoemetine', ""7'-O-Demethylcephaeline""]""",,:Manual:KNApSAcK:
357,1214950-2,Carapichea ipecacuanha,Carapichea ipecacuanha,1214950-2,Species,,,:Manual::
358,77132654-1,Carapichea klugii,Carapichea klugii,77132654-1,Species,,,:Manual::
359,745903-1,Catunaregam nilotica,Catunaregam nilotica,745903-1,Species,,,183/184:Manual::
360,745904-1,Catunaregam spinosa,Catunaregam spinosa,745904-1,Species,,,:Manual::
361,745905-1,Catunaregam tomentosa,Catunaregam tomentosa,745905-1,Species,,,:Manual::
362,52091-2,Cephalanthus glabratus,Cephalanthus glabratus,52091-2,Species,,,:Manual::
363,746216-1,Cephalanthus natalensis,Cephalanthus natalensis,746216-1,Species,,,182:Manual::
364,319140-2,Cephalanthus occidentalis,Cephalanthus occidentalis,319140-2,Species,,,:Manual::
365,746233-1,Cephalanthus salicifolius,Cephalanthus salicifolius,746233-1,Species,,,:Manual::
366,746238-1,Cephalanthus tetrandra,Cephalanthus tetrandra,746238-1,Species,,,:Manual::
367,77089810-1,Chassalia blumeana,Chassalia blumeana,77089810-1,Species,,,:Manual::
368,746289-1,Chassalia curviflora,Chassalia curviflora,746289-1,Species,,,:Manual::
369,746368-1,Chassalia kolly,Chassalia kolly,746368-1,Species,,,:Manual::
370,318431-2,Chimarrhis cymosa,Chimarrhis cymosa,318431-2,Species,,,:Manual::
371,56528-2,Chimarrhis parviflora,Chimarrhis parviflora,56528-2,Species,,,:Manual::
372,308173-2,Chimarrhis turbinata,Chimarrhis turbinata,308173-2,Species,"""['Strictosidine', 'Vallesiachotamine', 'Desoxycordifoline', '5alpha-Carboxystrictosidine', 'Isovallesiachotamine', 'Cordifoline', 'Turbinatine']""",,:Manual:KNApSAcK:
373,56535-2,Chiococca alba,Chiococca alba,56535-2,Species,,,:Manual::
374,77065717-1,Ciliosemina pedunculata,Ciliosemina pedunculata,77065717-1,Species,,,:Manual::
375,746718-1,Cinchona calisaya,Cinchona calisaya,746718-1,Species,,,:Manual::
376,746872-1,Cinchona pubescens,Cinchona pubescens,746872-1,Species,"""['Quinine', 'Quinidine', '10-Methoxycinchonamine']""",,181/182:Manual:KNApSAcK:
377,61955-2,Coccocypselum guianense,Coccocypselum guianense,61955-2,Species,,,:Manual::
378,746962-1,Coccocypselum herbaceum,Coccocypselum herbaceum,746962-1,Species,,,:Manual::
379,746963-1,Coccocypselum hirsutum,Coccocypselum hirsutum,746963-1,Species,,,:Manual::
380,61961-2,Coccocypselum hispidulum,Coccocypselum hispidulum,61961-2,Species,,,:Manual::
381,747038-1,Coffea arabica,Coffea arabica,747038-1,Species,"""['Indole', 'Adenine', 'Caffeine', 'Theophylline', 'Xanthosine', '7-Methylxanthine', ""Xanthosine 5'-monophosphate"", 'Adenosine', '7-Methylxanthosine', 'Paraxanthine', '3-Methylxanthine', 'Melatonin', '2,3-Dimethylpyrazine', '2,5-Dimethylpyrazine', '2,6-Dimethylpyrazine', '2-Acetylpyridine', '2-Ethyl-6-methylpyrazine', '2-Methoxy-3-isobutylpyrazine', '2-Methoxypyridine', '2-Methylpyrazine', 'Pyridine']""",,:Manual:KNApSAcK:
382,747048-1,Coffea benghalensis,Coffea benghalensis,747048-1,Species,,,:Manual::
383,747068-1,Coffea canephora,Coffea canephora,747068-1,Species,"""['Indole', 'Adenine', 'Caffeine', 'Theophylline', 'Xanthosine', '7-Methylxanthine', ""Xanthosine 5'-monophosphate"", 'Adenosine', '7-Methylxanthosine', 'Paraxanthine', '3-Methylxanthine', 'Melatonin', '2,3-Dimethylpyrazine', '2,5-Dimethylpyrazine', '2,6-Dimethylpyrazine', '2-Ethyl-6-methylpyrazine', '2-Methylpyrazine', 'Pyridine', 'Theobromine']""",,:Manual:KNApSAcK:
384,747150-1,Coffea kianjavatensis,Coffea kianjavatensis,747150-1,Species,"""['Adenine', 'Caffeine', 'Theophylline', 'Xanthosine', '7-Methylxanthine', ""Xanthosine 5'-monophosphate"", '7-Methylxanthosine', 'Paraxanthine', '3-Methylxanthine', 'Theobromine']""",,:Manual:KNApSAcK:
385,77189827-1,Coffea liberica var. dewevrei,Coffea liberica,747169-1,Variety,,,:Manual::
386,1010049-2,Condaminea corymbosa,Condaminea corymbosa,1010049-2,Species,,,:Manual::
387,65657-2,Cordiera sessilis,Cordiera sessilis,65657-2,Species,,,:Manual::
388,747599-1,Corynanthe johimbe,Corynanthe johimbe,747599-1,Species,"""['Yohimbine']""",,:Manual:KNApSAcK:
389,66725-2,Cosmibuena grandiflora,Cosmibuena grandiflora,66725-2,Species,,,:Manual::
390,964800-1,Cosmibuena valerii,Cosmibuena valerii,964800-1,Species,,,:Manual::
391,67491-2,Coutarea hexandra,Coutarea hexandra,67491-2,Species,,,:Manual::
392,747810-1,Craterispermum laurinum,Craterispermum laurinum,747810-1,Species,,,:Manual::
393,747858-1,Crossopteryx febrifuga,Crossopteryx febrifuga,747858-1,Species,,,:Manual::
394,984883-1,Deppea blumenaviensis,Deppea blumenaviensis,984883-1,Species,,,:Manual::
395,748310-1,Deppea grandiflora,Deppea grandiflora,748310-1,Species,,,:Manual::
396,77147276-1,Dimetia capitellata,Dimetia capitellata,77147276-1,Species,,,:Manual::
397,748497-1,Diplospora dubia,Diplospora dubia,748497-1,Species,,,:Manual::
398,86140-2,Duroia macrophylla,Duroia macrophylla,86140-2,Species,,,:Manual::
399,975424-1,Elaeagia myriantha,Elaeagia myriantha,975424-1,Species,,,:Manual::
400,88967-2,Elaeagia nitidifolia,Elaeagia nitidifolia,88967-2,Species,,,:Manual::
401,748742-1,Emmenopterys henryi,Emmenopterys henryi,748742-1,Species,,,:Manual::
402,77164450-1,Eumachia cymuligera,Eumachia cymuligera,77164450-1,Species,,,:Manual::
403,77164451-1,Eumachia depauperata,Eumachia depauperata,77164451-1,Species,,,:Manual::
404,77164469-1,Eumachia forsteriana,Eumachia forsteriana,77164469-1,Species,,,:Manual::
405,77164470-1,Eumachia frutescens,Eumachia frutescens,77164470-1,Species,,,:Manual::
406,77164477-1,Eumachia leptothyrsa,Eumachia leptothyrsa,77164477-1,Species,,,:Manual::
407,77164484-1,Eumachia lyciiflora,Eumachia lyciiflora,77164484-1,Species,,,:Manual::
408,77164489-1,Eumachia oleoides,Eumachia oleoides,77164489-1,Species,,,:Manual::
409,77195625-1,Eumachia rostrata,Eumachia rostrata,77195625-1,Species,,,:Manual::
410,748862-1,Exallage auricularia,Exallage auricularia,748862-1,Species,,,:Manual::
411,77147284-1,Exallage chrysotricha,Exallage chrysotricha,77147284-1,Species,,,:Manual::
412,748960-1,Fadogia cienkowskii,Fadogia cienkowskii,748960-1,Species,,,:Manual::
413,1187456-2,Faramea occidentalis,Faramea occidentalis,1187456-2,Species,,,:Manual::
414,749328-1,Feretia apodanthera,Feretia apodanthera,749328-1,Species,,,:Manual::
415,300555-2,Galianthe ramosa,Galianthe ramosa,300555-2,Species,,,:Manual::
416,963762-1,Galianthe thalictroides,Galianthe thalictroides,963762-1,Species,,,:Manual::
417,945333-1,Galiniera saxifraga,Galiniera saxifraga,945333-1,Species,,,:Manual::
418,30007294-2,Galium aparine,Galium aparine,30007294-2,Species,"""['Vasicinone']""",,:Manual:KNApSAcK:
419,750253-1,Galium mollugo,Galium mollugo,750253-1,Species,,,:Manual::
420,750829-1,Galium verum,Galium verum,750829-1,Species,,,:Manual::
421,751331-1,Genipa americana,Genipa americana,751331-1,Species,,,:Manual::
422,1080914-2,Geophila macropoda,Geophila macropoda,1080914-2,Species,,,:Manual::
423,112521-2,Gonzalagunia ovatifolia,Gonzalagunia ovatifolia,112521-2,Species,,,:Manual::
424,30107991-2,Gonzalagunia panamensis,Gonzalagunia panamensis,30107991-2,Species,,,:Manual::
425,112530-2,Gonzalagunia rosea,Gonzalagunia rosea,112530-2,Species,,,:Manual::
426,112531-2,Gonzalagunia rudis,Gonzalagunia rudis,112531-2,Species,,,:Manual::
427,975248-1,Gonzalagunia stenostachya,Gonzalagunia stenostachya,975248-1,Species,,,:Manual::
428,114492-2,Guettarda calyptrata,Guettarda calyptrata,114492-2,Species,,,:Manual::
429,114528-2,Guettarda elliptica,Guettarda elliptica,114528-2,Species,,,:Manual::
430,751948-1,Guettarda heterosepala,Guettarda heterosepala,751948-1,Species,"""['Guettardine']""",,:Manual:KNApSAcK:
431,752069-1,Guettarda speciosa,Guettarda speciosa,752069-1,Species,,,:Manual::
432,752093-1,Guettarda trimera,Guettarda trimera,752093-1,Species,,,:Manual::
433,114647-2,Guettarda uruguensis,Guettarda uruguensis,114647-2,Species,,,:Manual::
434,752146-1,Gyrostipula foveolata,Gyrostipula foveolata,752146-1,Species,,,:Manual::
435,117176-2,Hamelia axillaris,Hamelia axillaris,117176-2,Species,,,:Manual::
436,117178-2,Hamelia barbata,Hamelia barbata,117178-2,Species,,,:Manual::
437,117182-2,Hamelia calycosa,Hamelia calycosa,117182-2,Species,,,:Manual::
438,752194-1,Hamelia patens,Hamelia patens,752194-1,Species,"""['L-Ephedrine']""",,:Manual:KNApSAcK:
439,297071-2,Hamelia sanguinea,Hamelia sanguinea,297071-2,Species,,,:Manual::
440,117219-2,Hamelia xerocarpa,Hamelia xerocarpa,117219-2,Species,,,:Manual::
441,753022-1,Heinsia crinita,Heinsia crinita,753022-1,Species,,,:Manual::
442,77154344-1,Hexasepalum scandens,Hexasepalum scandens,77154344-1,Species,,,:Manual::
443,122675-2,Hillia palmana,Hillia palmana,122675-2,Species,,,:Manual::
444,122676-2,Hillia panamensis,Hillia panamensis,122676-2,Species,,,:Manual::
445,753106-1,Hillia tetrandra,Hillia tetrandra,753106-1,Species,,,:Manual::
446,947182-1,Hillia triflora,Hillia triflora,947182-1,Species,,,:Manual::
447,753117-1,Himalrandia tetrasperma,Himalrandia tetrasperma,753117-1,Species,,,:Manual::
448,122717-2,Hintonia latiflora,Hintonia latiflora,122717-2,Species,,,:Manual::
449,123236-2,Hoffmannia bullata,Hoffmannia bullata,123236-2,Species,,,:Manual::
450,123240-2,Hoffmannia cercidifolia,Hoffmannia cercidifolia,123240-2,Species,,,:Manual::
451,975249-1,Hoffmannia congesta,Hoffmannia congesta,975249-1,Species,,,:Manual::
452,753217-1,Hoffmannia longepetiolata,Hoffmannia longepetiolata,753217-1,Species,,,:Manual::
453,123289-2,Hoffmannia morii,Hoffmannia morii,123289-2,Species,,,:Manual::
454,123310-2,Hoffmannia pittieri,Hoffmannia pittieri,123310-2,Species,,,:Manual::
455,753249-1,Hoffmannia psychotriifolia,Hoffmannia psychotriifolia,753249-1,Species,,,:Manual::
456,123343-2,Hoffmannia vesciculifera,Hoffmannia vesciculifera,123343-2,Species,,,:Manual::
457,123345-2,Hoffmannia viridis,Hoffmannia viridis,123345-2,Species,,,:Manual::
458,753446-1,Hydnophytum formicarum,Hydnophytum formicarum,753446-1,Species,,,:Manual::
459,753564-1,Hymenodictyon pachyantha,Hymenodictyon pachyantha,753564-1,Species,,,:Manual::
460,30281446-2,Isertia coccinea,Isertia coccinea,30281446-2,Species,,,:Manual::
461,753632-1,Isertia haenkeana,Isertia haenkeana,753632-1,Species,"""['Apodihydrocinchonamine']""",,:Manual:KNApSAcK:
462,753635-1,Isertia hypoleuca,Isertia hypoleuca,753635-1,Species,"""['Dihydroquinamine']""",,:Manual:KNApSAcK:
463,278892-2,Isertia laevis,Isertia laevis,278892-2,Species,,,:Manual::
464,753703-1,Ixora amplexicaulis,Ixora amplexicaulis,753703-1,Species,,,:Manual::
465,315603-2,Ixora brevifolia,Ixora brevifolia,315603-2,Species,,,:Manual::
466,753834-1,Ixora chinensis,Ixora chinensis,753834-1,Species,,,:Manual::
467,753844-1,Ixora coccinea,Ixora coccinea,753844-1,Species,,,:Manual::
468,754326-1,Ixora pavetta,Ixora pavetta,754326-1,Species,,,:Manual::
469,754544-1,Ixora undulata,Ixora undulata,754544-1,Species,,,:Manual::
470,131692-2,Joosia panamensis,Joosia panamensis,131692-2,Species,,,:Manual::
471,943151-1,Keetia multiflora,Keetia multiflora,943151-1,Species,,,:Manual::
472,754656-1,Khasiaclunea oligocephala,Khasiaclunea oligocephala,754656-1,Species,,,:Manual::
473,754709-1,Kohautia aspera,Kohautia aspera,754709-1,Species,,,:Manual::
474,134593-2,Ladenbergia bullata,Ladenbergia bullata,134593-2,Species,,,:Manual::
475,754828-1,Ladenbergia hexandra,Ladenbergia hexandra,754828-1,Species,,,:Manual::
476,1215741-2,Ladenbergia macrocarpa,Ladenbergia macrocarpa,1215741-2,Species,,,:Manual::
477,1106418-2,Ladenbergia oblongifolia,Ladenbergia oblongifolia,1106418-2,Species,,,:Manual::
478,755323-1,Lerchea bracteata,Lerchea bracteata,755323-1,Species,,,:Manual::
479,931538-1,Lerchea parviflora,Lerchea parviflora,931538-1,Species,,,:Manual::
480,755403-1,Ludekia bernardoi,Ludekia bernardoi,755403-1,Species,,,:Manual::
481,755513-1,Macrocnemum roseum,Macrocnemum roseum,755513-1,Species,,,:Manual::
482,755646-1,Manettia coccinea,Manettia coccinea,755646-1,Species,,,:Manual::
483,755756-1,Manettia reclinata,Manettia reclinata,755756-1,Species,,,:Manual::
484,756020-1,Massularia acuminata,Massularia acuminata,756020-1,Species,,,:Manual::
485,756200-1,Meyna laxiflora,Meyna laxiflora,756200-1,Species,,,:Manual::
486,756228-1,Mitracarpus hirtus,Mitracarpus hirtus,756228-1,Species,,,:Manual::
487,756293-1,Mitragyna diversifolia,Mitragyna diversifolia,756293-1,Species,,,:Manual::
488,756294-1,Mitragyna hirsuta,Mitragyna hirsuta,756294-1,Species,"""['Mitraphylline', 'Rhynchophylline', 'Angustoline', 'Hirsuteine', 'Hirsutine', 'Isomitraphylline', 'Isorhynchophylline', 'Mitrajavine', 'Uncarine C', 'Speciophylline', 'Isopteropodine', 'Uncarine F', 'Isomitraphylline N-oxide']""",,:Manual:KNApSAcK:
489,756296-1,Mitragyna inermis,Mitragyna inermis,756296-1,Species,"""['Rhynchophylline']""",,:Manual:KNApSAcK:
490,756298-1,Mitragyna ledermannii,Mitragyna ledermannii,756298-1,Species,,,:Manual::
491,756300-1,Mitragyna parvifolia,Mitragyna parvifolia,756300-1,Species,"""['Mitraphylline', 'Isomitraphylline', '16,17-Dihydro-17beta-hydroxymitraphylline']""",,:Manual:KNApSAcK:
492,756302-1,Mitragyna rubrostipulata,Mitragyna rubrostipulata,756302-1,Species,,,:Manual::
493,756303-1,Mitragyna speciosa,Mitragyna speciosa,756303-1,Species,"""['Isomitraphylline', 'Isorhynchophylline', 'Mitrajavine', 'Speciophylline', 'Mitrafoline', 'Mitragynine', '3-Isoajmalicine', 'Ciliaphylline', 'Corynantheidine', 'Corynoxeine', 'Corynoxine', 'Corynoxine B', 'Isocorynantheidine', 'Isomitrafoline', 'Isopaynantheine', 'Javaphylline', 'Mitragynine oxindole A', 'Mitragynine oxindole B', 'Paynantheine', 'Rhynchociline', 'Speciociliatine', 'Speciofoline', 'Speciogynine', 'Specionoxeine', 'Corynantheidaline', 'Isocorynoxeine', 'Mitragynaline', 'Mitralactonine', 'Mitrasulgynine', '7alpha-Hydroxy-7H-mitragynine', '9-Methoxymitralactonine']""",,:Manual:KNApSAcK:
494,756304-1,Mitragyna stipulosa,Mitragyna stipulosa,756304-1,Species,,,:Manual::
495,756305-1,Mitragyna tubulosa,Mitragyna tubulosa,756305-1,Species,,,:Manual::
496,756356-1,Morinda chrysorhiza,Morinda chrysorhiza,756356-1,Species,,,:Manual::
497,756419-1,Morinda lucida,Morinda lucida,756419-1,Species,,,:Manual::
498,756541-1,Mussaenda anisophylla,Mussaenda anisophylla,756541-1,Species,,,:Manual::
499,756632-1,Mussaenda frondosa,Mussaenda frondosa,756632-1,Species,,,:Manual::
500,756718-1,Mussaenda macrophylla,Mussaenda macrophylla,756718-1,Species,,,:Manual::
501,756798-1,Mussaenda roxburghii,Mussaenda roxburghii,756798-1,Species,,,:Manual::
502,77147262-1,Mycetia faberi,Mycetia faberi,77147262-1,Species,,,:Manual::
503,756896-1,Mycetia longifolia,Mycetia longifolia,756896-1,Species,,,:Manual::
504,77147264-1,Mycetia nutans,Mycetia nutans,77147264-1,Species,,,:Manual::
505,757009-1,Myrmeconauclea strigosa,Myrmeconauclea strigosa,757009-1,Species,,,:Manual::
506,757089-1,Nauclea diderrichii,Nauclea diderrichii,757089-1,Species,"""['Desoxycordifoline', 'Methyl beta-Carboline-1-carboxylate']""",,:Manual:KNApSAcK:
507,757144-1,Nauclea latifolia,Nauclea latifolia,757144-1,Species,"""['Strictosamide', '18,19-Dihydroangustine', 'Decarbomethoxy naucl echine']""",,:Manual:KNApSAcK:
508,77078143-1,Nauclea officinalis,Nauclea officinalis,77078143-1,Species,"""['Vincoline', 'Angustoline', 'Naucleofficine A', 'Naucleofficine B', 'Naucleofficine C', 'Naucleofficine D', 'Naucleofficine E']""",,:Manual:KNApSAcK:
509,757181-1,Nauclea orientalis,Nauclea orientalis,757181-1,Species,"""['Strictosamide', 'Nauclealine A', 'Nauclealine B']""",,:Manual:KNApSAcK:
510,757196-1,Nauclea parva,Nauclea parva,757196-1,Species,,,:Manual::
511,757209-1,Nauclea pobeguinii,Nauclea pobeguinii,757209-1,Species,,,:Manual::
512,757225-1,Nauclea robinsonii,Nauclea robinsonii,757225-1,Species,,,:Manual::
513,757259-1,Nauclea subdita,Nauclea subdita,757259-1,Species,,,:Manual::
514,757268-1,Nauclea tenuiflora,Nauclea tenuiflora,757268-1,Species,,,:Manual::
515,757302-1,Neanotis hirsuta,Neanotis hirsuta,757302-1,Species,,,185:Manual::
516,914296-1,Neolamarckia cadamba,Neolamarckia cadamba,914296-1,Species,,,:Manual::
517,914297-1,Neolamarckia macrophylla,Neolamarckia macrophylla,914297-1,Species,,,:Manual::
518,757377-1,Neonauclea acuminata,Neonauclea acuminata,757377-1,Species,,,:Manual::
519,757378-1,Neonauclea angustifolia,Neonauclea angustifolia,757378-1,Species,,,:Manual::
520,757381-1,Neonauclea bartlingii,Neonauclea bartlingii,757381-1,Species,,,:Manual::
521,757383-1,Neonauclea brassii,Neonauclea brassii,757383-1,Species,,,:Manual::
522,757384-1,Neonauclea calycina,Neonauclea calycina,757384-1,Species,,,:Manual::
523,757387-1,Neonauclea chalmersii,Neonauclea chalmersii,757387-1,Species,,,:Manual::
524,757388-1,Neonauclea clemensiae,Neonauclea clemensiae,757388-1,Species,,,:Manual::
525,757390-1,Neonauclea cyclophylla,Neonauclea cyclophylla,757390-1,Species,,,:Manual::
526,757394-1,Neonauclea excelsa,Neonauclea excelsa,757394-1,Species,,,:Manual::
527,757396-1,Neonauclea formicaria,Neonauclea formicaria,757396-1,Species,,,:Manual::
528,946772-1,Neonauclea glabra,Neonauclea glabra,946772-1,Species,,,:Manual::
529,757405-1,Neonauclea hagenii,Neonauclea hagenii,757405-1,Species,,,:Manual::
530,757410-1,Neonauclea lanceolata,Neonauclea lanceolata,757410-1,Species,,,:Manual::
531,955339-1,Neonauclea lanceolata subsp. gracilis,Neonauclea lanceolata,757410-1,Subspecies,,,:Manual::
532,757411-1,Neonauclea longipedunculata,Neonauclea longipedunculata,757411-1,Species,,,:Manual::
533,757414-1,Neonauclea media,Neonauclea media,757414-1,Species,,,:Manual::
534,757425-1,Neonauclea obversifolia,Neonauclea obversifolia,757425-1,Species,,,:Manual::
535,60459147-2,Neonauclea purpurea,Neonauclea purpurea,60459147-2,Species,,,:Manual::
536,757436-1,Neonauclea reticulata,Neonauclea reticulata,757436-1,Species,,,:Manual::
537,757439-1,Neonauclea sessilifolia,Neonauclea sessilifolia,757439-1,Species,,,:Manual::
538,1096070-2,Notopleura camponutans,Notopleura camponutans,1096070-2,Species,,,:Manual::
539,757659-1,Ochreinauclea maingayi,Ochreinauclea maingayi,757659-1,Species,,,:Manual::
540,757942-1,Oldenlandia lancifolia,Oldenlandia lancifolia,757942-1,Species,,,:Manual::
541,758379-1,Ophiorrhiza blumeana,Ophiorrhiza blumeana,758379-1,Species,"""['Blumeanine', 'Ophiorrhizine-12-carboxylate']""",,:Manual:KNApSAcK:
542,758383-1,Ophiorrhiza bracteata,Ophiorrhiza bracteata,758383-1,Species,,,:Manual::
543,758401-1,Ophiorrhiza communis,Ophiorrhiza communis,758401-1,Species,,,:Manual::
544,758420-1,Ophiorrhiza discolor,Ophiorrhiza discolor,758420-1,Species,,,:Manual::
545,758438-1,Ophiorrhiza filistipula,Ophiorrhiza filistipula,758438-1,Species,"""['Camptothecin']""",,:Manual:KNApSAcK:
546,758479-1,Ophiorrhiza japonica,Ophiorrhiza japonica,758479-1,Species,"""['Ophiorine A', 'Ophiorine A methyl ester', 'Ophiorine B', 'Ophiorine B methyl ester']""",,:Manual:KNApSAcK:
547,758486-1,Ophiorrhiza kunstleri,Ophiorrhiza kunstleri,758486-1,Species,,,:Manual::
548,50884217-1,Ophiorrhiza kuroiwae,Ophiorrhiza kuroiwae,50884217-1,Species,,,:Manual::
549,758518-1,Ophiorrhiza marginata,Ophiorrhiza marginata,758518-1,Species,,,:Manual::
550,758576-1,Ophiorrhiza pumila,Ophiorrhiza pumila,758576-1,Species,"""['Strictosidine', 'Tryptamine', 'Strictosamide', 'Camptothecin']""",,:Manual:KNApSAcK:
551,758581-1,Ophiorrhiza remotiflora,Ophiorrhiza remotiflora,758581-1,Species,,,:Manual::
552,758590-1,Ophiorrhiza rosacea,Ophiorrhiza rosacea,758590-1,Species,,,:Manual::
553,758642-1,Ophiorrhiza teysmannii,Ophiorrhiza teysmannii,758642-1,Species,,,:Manual::
554,758646-1,Ophiorrhiza tomentosa,Ophiorrhiza tomentosa,758646-1,Species,,,:Manual::
555,77115588-1,Palicourea acuminata,Palicourea acuminata,77115588-1,Species,"""['Strictosidine', 'Strictosamide']""",,:Manual:KNApSAcK:
556,180889-2,Palicourea adusta,Palicourea adusta,180889-2,Species,,,:Manual::
557,758987-1,Palicourea alpina,Palicourea alpina,758987-1,Species,"""['(+)-Calycanthine']""",,:Manual:KNApSAcK:
558,60473600-2,Palicourea apoda,Palicourea apoda,60473600-2,Species,,,:Manual::
559,77115589-1,Palicourea axillaris,Palicourea axillaris,77115589-1,Species,,,:Manual::
560,180914-2,Palicourea bella,Palicourea bella,180914-2,Species,,,:Manual::
561,77161804-1,Palicourea chiriquiensis,Palicourea chiriquiensis,77161804-1,Species,,,:Manual::
562,180957-2,Palicourea coriacea,Palicourea coriacea,180957-2,Species,"""['(+)-Calycanthine']""",,:Manual:KNApSAcK:
563,77161806-1,Palicourea correae,Palicourea correae,77161806-1,Species,,,:Manual::
564,759061-1,Palicourea crocea,Palicourea crocea,759061-1,Species,"""['Croceaine A', 'Croceaine B']""",,:Manual:KNApSAcK:
565,759062-1,Palicourea croceoides,Palicourea croceoides,759062-1,Species,,,:Manual::
566,77161808-1,Palicourea cyanococca,Palicourea cyanococca,77161808-1,Species,"""['Strictosidine']""",,:Manual:KNApSAcK:
567,77115599-1,Palicourea deflexa,Palicourea deflexa,77115599-1,Species,,,:Manual::
568,77161810-1,Palicourea dichroa,Palicourea dichroa,77161810-1,Species,,,:Manual::
569,759077-1,Palicourea didymocarpos,Palicourea didymocarpos,759077-1,Species,,,:Manual::
570,759083-1,Palicourea domingensis,Palicourea domingensis,759083-1,Species,,,:Manual::
571,77115600-1,Palicourea elata,Palicourea elata,77115600-1,Species,,,:Manual::
572,212772-2,Palicourea fastigiata,Palicourea fastigiata,212772-2,Species,,,:Manual::
573,181002-2,Palicourea garciae,Palicourea garciae,181002-2,Species,,,:Manual::
574,77115607-1,Palicourea glomerulata,Palicourea glomerulata,77115607-1,Species,,,:Manual::
575,77161069-1,Palicourea gracilenta,Palicourea gracilenta,77161069-1,Species,,,:Manual::
576,77115613-1,Palicourea hoffmannseggiana,Palicourea hoffmannseggiana,77115613-1,Species,,,:Manual::
577,77153570-1,Palicourea jungiana,Palicourea jungiana,77153570-1,Species,,,:Manual::
578,77161819-1,Palicourea luxurians,Palicourea luxurians,77161819-1,Species,,,:Manual::
579,77160487-1,Palicourea mamillaris,Palicourea mamillaris,77160487-1,Species,,,:Manual::
580,759213-1,Palicourea marcgravii,Palicourea marcgravii,759213-1,Species,,,:Manual::
581,77160489-1,Palicourea minutiflora,Palicourea minutiflora,77160489-1,Species,,,:Manual::
582,77161081-1,Palicourea muscosa,Palicourea muscosa,77161081-1,Species,,,:Manual::
583,181134-2,Palicourea ochnoides,Palicourea ochnoides,181134-2,Species,,,:Manual::
584,181140-2,Palicourea ovalis,Palicourea ovalis,181140-2,Species,,,:Manual::
585,281971-2,Palicourea padifolia,Palicourea padifolia,281971-2,Species,,,:Manual::
586,77153572-1,Palicourea pleiocephala,Palicourea pleiocephala,77153572-1,Species,,,:Manual::
587,77161909-1,Palicourea prunifolia,Palicourea prunifolia,77161909-1,Species,,,:Manual::
588,759300-1,Palicourea rigida,Palicourea rigida,759300-1,Species,,,:Manual::
589,181212-2,Palicourea semirasa,Palicourea semirasa,181212-2,Species,,,:Manual::
590,77153573-1,Palicourea sessilis,Palicourea sessilis,77153573-1,Species,,,:Manual::
591,77161833-1,Palicourea suerrensis,Palicourea suerrensis,77161833-1,Species,,,:Manual::
592,77115635-1,Palicourea tomentosa,Palicourea tomentosa,77115635-1,Species,,,:Manual::
593,759353-1,Palicourea triphylla,Palicourea triphylla,759353-1,Species,,,:Manual::
594,77160497-1,Palicourea tsakiana,Palicourea tsakiana,77160497-1,Species,"""['Strictosidine', 'Strictosamide']""",,:Manual:KNApSAcK:
595,77150875-1,Palicourea winkleri,Palicourea winkleri,77150875-1,Species,"""['Strictosidine', 'Strictosamide']""",,:Manual:KNApSAcK:
596,77161054-1,Palicourea colorata,Palicourea colorata,77161054-1,Species,,,:Manual::
597,759636-1,Pavetta corymbosa,Pavetta corymbosa,759636-1,Species,,,:Manual::
598,759639-1,Pavetta crassipes,Pavetta crassipes,759639-1,Species,,,:Manual::
599,760100-1,Pavetta tomentosa,Pavetta tomentosa,760100-1,Species,,,:Manual::
600,188109-2,Pentagonia gymnopoda,Pentagonia gymnopoda,188109-2,Species,,,:Manual::
601,760184-1,Pentagonia macrophylla,Pentagonia macrophylla,760184-1,Species,,,:Manual::
602,760190-1,Pentagonia pinnatifida,Pentagonia pinnatifida,760190-1,Species,,,:Manual::
603,760201-1,Pentagonia wendlandii,Pentagonia wendlandii,760201-1,Species,,,:Manual::
604,760275-1,Pentas lanceolata,Pentas lanceolata,760275-1,Species,,,:Manual::
605,204802-2,Pogonopus speciosus,Pogonopus speciosus,204802-2,Species,"""['Tubulosine', 'Psychotrine', ""1',2',3',4'-Tetradehydrotubulosine""]""",,:Manual:KNApSAcK:
