,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Useful_Plants_Snippet,powo_Snippet,powo_name_Snippet,LITTOX_Snippet,wiki_Snippet,Cornell_Snippet,CPCS_Snippet,UCANR_Snippet,USDA(Duke)_Snippet,TPPT_Snippet,CliniTox_Snippet,Compiled_Sources
14064,788090-1,Mimusops zeyheri,Mimusops zeyheri,788090-1,Species,,,,Mimusops zeyheri,,,,,,,,['LITTOX']
14065,78821-1,Echites umbellatus,Echites umbellatus,78821-1,Species,,,,Echites umbellata,,,,,,,,['LITTOX']
14066,7884-1,Bellis,nan,nan,Genus,,,,Bellis,,,,,,,,['LITTOX']
14067,78855-1,Elytropus chilensis,Elytropus chilensis,78855-1,Species,,,,Elytropus chilensis,,,,,,,,['LITTOX']
14068,789270-1,Pradosia lactescens,Pradosia lactescens,789270-1,Species,,,,Pradosia glycyphloea,,,,,,,,['LITTOX']
14069,7894-2,Aiphanes acanthophylla,Aiphanes acanthophylla,7894-2,Species,,,,Bactris acanthophylla,,,,,,,,['LITTOX']
14070,789863-1,Sideroxylon spinosum,Sideroxylon spinosum,789863-1,Species,,,,Argania sideroxylon,,,,,,,,['LITTOX']
14071,789924-1,Synsepalum dulcificum,Synsepalum dulcificum,789924-1,Species,,,,Synsepalum dulcificum,,,,,,,,['LITTOX']
14072,789941-1,Tieghemella africana,Tieghemella africana,789941-1,Species,,,,Tieghemella africana,,,,,,,,['LITTOX']
14073,789943-1,Tieghemella heckelii,Tieghemella heckelii,789943-1,Species,,,,"Dumoria heckelii,Mimusops heckelii,Tieghemella heckelii,Tieghemella heckelii as 'african cherry'",,,,,,,,['LITTOX']
14074,790088-1,Xantolis tomentosa,Xantolis tomentosa,790088-1,Species,,,,Sideroxylon tomentosum,,,,,,,,['LITTOX']
14075,790189-1,Gymnotheca involucrata,Gymnotheca involucrata,790189-1,Species,,,,Gymnotheca involucrata,,,,,,,,['LITTOX']
14076,790212-1,Anopterus glandulosus,Anopterus glandulosus,790212-1,Species,,,,Anopterus glandulosus,,,,,,,,['LITTOX']
14077,790213-1,Anopterus macleayanus,Anopterus macleayanus,790213-1,Species,,,,Anopterus macleayanus,,,,,,,,['LITTOX']
14078,790237-1,Aphanopetalum resinosum,Aphanopetalum resinosum,790237-1,Species,,,,Aphanopetalum resinosum,,,,,,,,['LITTOX']
14079,790289-1,Astilbe japonica,Astilbe japonica,790289-1,Species,,,,Astilbe japonica,,,,,,,,['LITTOX']
14080,790361-1,Bergenia crassifolia,Bergenia crassifolia,790361-1,Species,,,,Bergenia crassifolia,,,,,,,,['LITTOX']
14081,790445-1,Callicoma serratifolia,Callicoma serratifolia,790445-1,Species,,,,Callicoma serratifolia,,,,,,,,['LITTOX']
14082,790478-1,Ceratopetalum gummiferum,Ceratopetalum gummiferum,790478-1,Species,,,,Ceratopetalum gummiferum,,,,,,,,['LITTOX']
14083,790635-1,Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,790635-1,Species,,,,Chrysosplenium oppositifolium,,,,,,,,['LITTOX']
14084,790765-1,Davidsonia pruriens,Davidsonia pruriens,790765-1,Species,,,,Davidsonia pruriens,,,,,,,,['LITTOX']
14085,790907-1,Deutzia staminea,Deutzia staminea,790907-1,Species,,,,Deutzia staminea,,,,,,,,['LITTOX']
14086,79098-1,Funtumia africana,Funtumia africana,79098-1,Species,,,,"Funtumia africana,Funtumia latifolia",,,,,,,,['LITTOX']
14087,79123-1,Geissospermum laeve,Geissospermum laeve,79123-1,Species,,,,Geissospermum laeve,,,,,,,,['LITTOX']
14088,791302-1,Heuchera americana,Heuchera americana,791302-1,Species,,,,Heuchera americana,,,,,,,,['LITTOX']
14089,79133-1,Gonioma kamassi,Gonioma kamassi,79133-1,Species,,,,Gonioma kamassi,,,,,,,,['LITTOX']
14090,791560-1,Hydrangea chinensis,Hydrangea chinensis,791560-1,Species,,,,Hydrangea chinensis,,,,,,,,['LITTOX']
14091,791653-1,Hydrangea paniculata,Hydrangea paniculata,791653-1,Species,,,,Hydrangea paniculata 'Grandiflora',,,,,,,,['LITTOX']
14092,791659-1,Hydrangea preslii,Hydrangea preslii,791659-1,Species,,,,Hydrangea umbellata,,,,,,,,['LITTOX']
14093,791669-1,Hydrangea radiata,Hydrangea radiata,791669-1,Species,,,,Hydrangea radiata,,,,,,,,['LITTOX']
14094,791682-1,Hydrangea serrata,Hydrangea serrata,791682-1,Species,,,,Hydrangea thunbergii,,,,,,,,['LITTOX']
14095,79219-2,Dicentra uniflora,Dicentra uniflora,79219-2,Species,,,,Dicentra uniflora,,,,,,,,['LITTOX']
14096,792549-1,Ribes alpinum,Ribes alpinum,792549-1,Species,,,,Ribes alpinum,,,,,,,,['LITTOX']
14097,792704-1,Ribes glandulosum,Ribes glandulosum,792704-1,Species,,,,"Ribes glandulosum,Ribes prostratum",,,,,,,,['LITTOX']
14098,792873-1,Ribes nigrum,Ribes nigrum,792873-1,Species,,,,Ribes nigrum,,,,,Ribes nigrum,,,"['LITTOX', 'USDA(Duke)']"
14099,79294-1,Holarrhena congolensis,Holarrhena congolensis,79294-1,Species,,,,Holarrhena congolensis,,,,,,,,['LITTOX']
14100,792965-1,Ribes rubrum,Ribes rubrum,792965-1,Species,,,,Ribes rubrum,,,,,,,,['LITTOX']
14101,793052-1,Ribes uva-crispa,Ribes uva-crispa,793052-1,Species,,,,"Ribes uva-crispa,Ribes uva-crispa as 'gooseberry',Ribes uva-crispa var. sativa,Ribes uva-crispa var. sativum",,,,,Ribes uva-crispa,,,"['LITTOX', 'USDA(Duke)']"
14102,79311-1,Holarrhena mitis,Holarrhena mitis,79311-1,Species,,,,Holarrhena mitis,,,,,,,,['LITTOX']
14103,79313-3,Pentaceras australe,Pentaceras australe,79313-3,Species,,,,Pentaceras australis,,,,,,,,['LITTOX']
14104,79342-1,Hunteria congolana,Hunteria congolana,79342-1,Species,,,,Hunteria congolana,,,,,,,,['LITTOX']
14105,79344-2,Dichanthelium clandestinum,Dichanthelium clandestinum,79344-2,Species,,,,Panicum clandestinum,,,,,,,,['LITTOX']
14106,79456-1,Kibatalia laurifolia,Kibatalia laurifolia,79456-1,Species,,,,"Kibatalia microphylla,Paravallaris microphylla",,,,,,,,['LITTOX']
14107,794584-1,Saxifraga stolonifera,Saxifraga stolonifera,794584-1,Species,,,,Saxifraga stolonifera,,,,,,,,['LITTOX']
14108,7948-1,Boltonia,nan,nan,Genus,,,,Boltonia,,,,,,,,['LITTOX']
14109,794860-1,Tellima grandiflora,Tellima grandiflora,794860-1,Species,,,,Tellima grandiflora,,,,,,,,['LITTOX']
14110,794907-1,Tolmiea menziesii,Tolmiea menziesii,794907-1,Species,,,,Tolmiea menziesii,,,,,,,,['LITTOX']
14111,795279-1,Alpinia galanga,Alpinia galanga,795279-1,Species,,,,Alpinia galanga,,,,,,,,['LITTOX']
14112,795347-1,Alpinia nutans,Alpinia nutans,795347-1,Species,,,,Alpinia nutans,,,,,,,,['LITTOX']
14113,795352-1,Alpinia officinarum,Alpinia officinarum,795352-1,Species,,,,Alpinia officinarum,,,,,,,,['LITTOX']
14114,795356-1,Alpinia oxyphylla,Alpinia oxyphylla,795356-1,Species,,,,Alpinia oxyphylla,,,,,,,,['LITTOX']
14115,795383-1,Alpinia purpurata,Alpinia purpurata,795383-1,Species,,,,Alpinia purpurata,,,,,,,,['LITTOX']
14116,79582-1,Landolphia buchananii,Landolphia buchananii,79582-1,Species,,,,"Landolphia buchananii,Landolphia ugandensis",,,,,,,,['LITTOX']
14117,79637-1,Landolphia kirkii,Landolphia kirkii,79637-1,Species,,,,Landolphia kirkii,,,,,,,,['LITTOX']
14118,796421-1,Curcuma amada,Curcuma amada,796421-1,Species,,,,Curcuma amada,,,,,,,,['LITTOX']
14119,796426-1,Curcuma aromatica,Curcuma aromatica,796426-1,Species,,,,Curcuma aromatica,,,,,,,,['LITTOX']
14120,796556-1,Elettaria cardamomum,Elettaria cardamomum,796556-1,Species,,,,"Cardamomum officinale,Elettaria cardamomum",,,,,,,,['LITTOX']
14121,796836-1,Hedychium coronarium,Hedychium coronarium,796836-1,Species,,,,Hedychium coronarium,,,,,,,,['LITTOX']
14122,796894-1,Hedychium spicatum,Hedychium spicatum,796894-1,Species,,,,Hedychium spicatum,,,,,,,,['LITTOX']
14123,7970-1,Brachyglottis,nan,nan,Genus,,,,Brachyglottis,,,,,,,,['LITTOX']
14124,797160-1,Kaempferia galanga,Kaempferia galanga,797160-1,Species,,,,"Kaempferia galanga,Kaempferia galangae",,,,,,,,['LITTOX']
14125,797361-1,Maranta leuconeura,Maranta leuconeura,797361-1,Species,,,,"Maranta leuconeura,Maranta leuconeura kerchoveana,Maranta leuconeura var. kerchoveana",,,,,,,,['LITTOX']
14126,797527-1,Musa acuminata,Musa acuminata,797527-1,Species,,,,Musa acuminata,,,,,,,,['LITTOX']
14127,797595-1,Musa × paradisiaca,Musa × paradisiaca,797595-1,Species,,,,"Musa paradisiaca,Musa sapientum,Musa sapientum var paradisiaca,Musa x paradisiaca",,,,,Musa x paradisiaca,,,"['LITTOX', 'USDA(Duke)']"
14128,79811-2,Dicorynia guianensis,Dicorynia guianensis,79811-2,Species,,,,Dicorynia guianensis,,,,,,,,['LITTOX']
14129,798194-1,Strelitzia reginae,Strelitzia reginae,798194-1,Species,,,,Strelitzia reginae,,,,,,,,['LITTOX']
14130,798285-1,Thaumatococcus daniellii,Thaumatococcus daniellii,798285-1,Species,,,,Thaumatococcus daniellii,,,,,,,,['LITTOX']
14131,798322-1,Zingiber capitatum,Zingiber capitatum,798322-1,Species,,,,Zingiber capitatum,,,,,,,,['LITTOX']
14132,798364-1,Zingiber mioga,Zingiber mioga,798364-1,Species,,,,Zingiber mioga,,,,,,,,['LITTOX']
14133,798431-1,Adenosma glutinosa,Adenosma glutinosa,798431-1,Species,,,,Adenosma grandiflorum,,,,,,,,['LITTOX']
14134,79852-1,Macoubea guianensis,Macoubea guianensis,79852-1,Species,,,,Macoubea guianensis,,,,,,,,['LITTOX']
14135,798775-1,Alectra orobanchoides,Alectra orobanchoides,798775-1,Species,,,,Alectra orobanchoides,,,,,,,,['LITTOX']
14136,799180-1,Antirrhinum majus,Antirrhinum majus,799180-1,Species,,,,Antirrhinum majus,,,,,,,,['LITTOX']
14137,79926-1,Malouetia tamaquarina,Malouetia tamaquarina,79926-1,Species,,,,Malouetia tamaquarina,,,,,,,,['LITTOX']
14138,799723-1,Bellardia trixago,Bellardia trixago,799723-1,Species,,,,Bartsia trixago,,,,,,,,['LITTOX']
14139,800773-1,Capraria biflora,Capraria biflora,800773-1,Species,,,,Capraria biflora,,,,,,,,['LITTOX']
14140,800959-1,Castilleja flava,Castilleja flava,800959-1,Species,,,,Castilleja flava,,,,,,,,['LITTOX']
14141,801055-1,Castilleja miniata,Castilleja miniata,801055-1,Species,,,,Castilleja miniata,,,,,,,,['LITTOX']
14142,80117-2,Dieffenbachia aglaonematifolia,Dieffenbachia aglaonematifolia,80117-2,Species,,,,Dieffenbachia aglaonematifolia,,,,,,,,['LITTOX']
14143,80119-2,Dieffenbachia aurantiaca,Dieffenbachia aurantiaca,80119-2,Species,,,,Dieffenbachia aurantiaca,,,,,,,,['LITTOX']
14144,80133-2,Dieffenbachia longispatha,Dieffenbachia longispatha,80133-2,Species,,,,Dieffenbachia longispatha,,,,,,,,['LITTOX']
14145,801401-1,Chaenorhinum minus,Chaenorhinum minus,801401-1,Species,,,,Linaria minor,,,,,,,,['LITTOX']
14146,80149-2,Dieffenbachia pittieri,Dieffenbachia pittieri,80149-2,Species,,,,Dieffenbachia pittieri,,,,,,,,['LITTOX']
14147,80164-1,Melodinus australis,Melodinus australis,80164-1,Species,,,,"Chilocarpus australis,Melodinus australis",,,,,,,,['LITTOX']
14148,80169-1,Melodinus balansae,Melodinus balansae,80169-1,Species,,,,Melodinus balansae,,,,,,,,['LITTOX']
14149,8018-1,Cadiscus,nan,nan,Genus,,,,Cadiscus,,,,,,,,['LITTOX']
14150,801994-1,Digitalis davisiana,Digitalis davisiana,801994-1,Species,,,,Digitalis davisiana,,,,,,,,['LITTOX']
14151,802003-1,Digitalis ferruginea,Digitalis ferruginea,802003-1,Species,,,,"Digitalis ferruginea,Digitalis feruginea",,,,,,,,['LITTOX']
14152,802009-1,Digitalis × fulva,Digitalis × fulva,802009-1,Species,,,,Digitalis x mertonensis,,,,,,,,['LITTOX']
14153,802026-1,Digitalis laevigata,Digitalis laevigata,802026-1,Species,,,,Digitalis laevigata,,,,,,,,['LITTOX']
14154,802039-1,Digitalis lutea,Digitalis lutea,802039-1,Species,,,,Digitalis lutea,,,,,,Digitalis lutea L.,Digitalis lutea L. ,"['LITTOX', 'TPPT', 'CliniTox']"
14155,802063-1,Digitalis obscura,Digitalis obscura,802063-1,Species,,,,Digitalis obscura,,,,,,,,['LITTOX']
14156,802069-1,Digitalis parviflora,Digitalis parviflora,802069-1,Species,,,,Digitalis parviflora,,,,,,,,['LITTOX']
14157,802092-1,Digitalis thapsi,Digitalis thapsi,802092-1,Species,,,,"Digitalis thapsi,Digitalis thapsis",,,,,,,,['LITTOX']
14158,802102-1,Digitalis viridiflora,Digitalis viridiflora,802102-1,Species,,,,Digitalis viridiflora,,,,,,,,['LITTOX']
14159,80239-1,Melodinus orientalis,Melodinus orientalis,80239-1,Species,,,,"Melodinus laevigatus,Tabernaemontana orientalis",,,,,,,,['LITTOX']
14160,802732-1,Euphrasia officinalis,Euphrasia officinalis,802732-1,Species,,,,Euphrasia officinalis,,,,,,,,['LITTOX']
14161,803498-1,Gratiola neglecta,Gratiola neglecta,803498-1,Species,,,,Gratiola neglecta,,,,,,,,['LITTOX']
14162,803505-1,Gratiola officinalis,Gratiola officinalis,803505-1,Species,,,,Gratiola officinalis,Gratiola officinalis,,,,,Gratiola officinalis L.,,"['LITTOX', 'fr_wiki', 'TPPT']"
14163,803515-1,Gratiola peruviana,Gratiola peruviana,803515-1,Species,,,,Gratiola peruviana,,,,,,,,['LITTOX']
14164,80388-3,Pimelea simplex subsp. simplex,Pimelea simplex,832685-1,Subspecies,,,,Pimelea simplex subsp. simplex,,,,,,,,['LITTOX']
14165,804092-1,Kickxia elatine,Kickxia elatine,804092-1,Species,,,,Kickxia elatine,,,,,,,,['LITTOX']
14166,8042-1,Callilepis,nan,nan,Genus,,,,Callilepis,,,,,,,,['LITTOX']
14167,804287-1,Limnophila aromatica,Limnophila aromatica,804287-1,Species,,,,"Ambulia aromatica,Limnophila aromatica,Limnophila chinensis subsp. aromatica",,,,,,,,['LITTOX']
14168,804487-1,Linaria bipartita,Linaria bipartita,804487-1,Species,,,,Linaria bipartita,,,,,,,,['LITTOX']
14169,804629-1,Linaria genistifolia,Linaria genistifolia,804629-1,Species,,,,Linaria genistifolia,,,,,,,,['LITTOX']
14170,8048-1,Calocephalus,nan,nan,Genus,,,,Calocephalus,,,,,,,,['LITTOX']
14171,80491-1,Ochrosia borbonica,Ochrosia borbonica,80491-1,Species,,,,Lactarius maculatus,,,,,,,,['LITTOX']
14172,80497-1,Ochrosia compta,Ochrosia compta,80497-1,Species,,,,Ochrosia compta,,,,,,,,['LITTOX']
14173,8050-1,Calomeria,nan,nan,Genus,,,,Calomeria,,,,,,,,['LITTOX']
14174,80500-1,Ochrosia elliptica,Ochrosia elliptica,80500-1,Species,,,,Ochrosia elliptica,,,,,,,,['LITTOX']
14175,80519-1,Ochrosia lifuana,Ochrosia lifuana,80519-1,Species,,,,"Ochrosia confusa,Ochrosia lifuana",,,,,,,,['LITTOX']
14176,80524-1,Ochrosia miana,Ochrosia miana,80524-1,Species,,,,Ochrosia miana,,,,,,,,['LITTOX']
14177,80527-1,Ochrosia moorei,Ochrosia moorei,80527-1,Species,,,,Ochrosia moorei,,,,,,,,['LITTOX']
14178,80538-1,Ochrosia poweri,Ochrosia poweri,80538-1,Species,,,,Ochrosia poweri,,,,,,,,['LITTOX']
14179,80554-1,Ochrosia vitiensis,Ochrosia vitiensis,80554-1,Species,,,,Bleekeria vitiensis,,,,,,,,['LITTOX']
14180,806284-1,Nemesia fruticans,Nemesia fruticans,806284-1,Species,,,,Nemesia capensis,,,,,,,,['LITTOX']
14181,806703-1,Parentucellia latifolia,Parentucellia latifolia,806703-1,Species,,,,Bartsia latifolia,,,,,,,,['LITTOX']
14182,806705-1,Parentucellia viscosa,Parentucellia viscosa,806705-1,Species,,,,Bartsia viscosa,,,,,,,,['LITTOX']
14183,806712-1,Paulownia fortunei,Paulownia fortunei,806712-1,Species,,,,Paulownia fortunei,,,,,,,,['LITTOX']
14184,806862-1,Pedicularis bracteosa,Pedicularis bracteosa,806862-1,Species,,,,Pedicularis bracteosa,,,,,,,,['LITTOX']
14185,806916-1,Pedicularis comosa,Pedicularis comosa,806916-1,Species,,,,Pedicularis comosa,,,,,,,,['LITTOX']
14186,806948-1,Pedicularis crenulata,Pedicularis crenulata,806948-1,Species,,,,Pedicularis crenulata,,,,,,,,['LITTOX']
14187,80701-2,Dioscorea bartlettii,Dioscorea bartlettii,80701-2,Species,,,,Dioscorea bartletii,,,,,,,,['LITTOX']
14188,80705-1,Pachypodium lamerei,Pachypodium lamerei,80705-1,Species,,,,Pachypodium lamerei,,,,,,,,['LITTOX']
14189,80716-1,Pachypodium succulentum,Pachypodium succulentum,80716-1,Species,,,,Pachypodium succulentum,,,,,,,,['LITTOX']
14190,807439-1,Pedicularis palustris,Pedicularis palustris,807439-1,Species,,,,Pedicularis palustris,,,,,,Pedicularis palustris L.,,"['LITTOX', 'TPPT']"
14191,807502-1,Pedicularis procera,Pedicularis procera,807502-1,Species,,,,"Pedicularis grayi,Pedicularis procera",,,,,,,,['LITTOX']
14192,807692-1,Pedicularis sylvatica,Pedicularis sylvatica,807692-1,Species,,,,Pedicularis sylvatica,,,,,,Pedicularis sylvatica L.,,"['LITTOX', 'TPPT']"
14193,80824-2,Dioscorea glauca,Dioscorea glauca,80824-2,Species,,,,Dioscorea glauca,,,,,,,,['LITTOX']
14194,808349-1,Penstemon whippleanus,Penstemon whippleanus,808349-1,Species,,,,Penstemon whippleanus,,,,,,,,['LITTOX']
14195,808406-1,Picria fel-terrae,Picria fel-terrae,808406-1,Species,,,,Curanga fel-terrae,,,,,,,,['LITTOX']
14196,808408-1,Picrorhiza kurroa,Picrorhiza kurroa,808408-1,Species,,,,Picrorhiza kurroa,,,,,,,,['LITTOX']
14197,80862-2,Dioscorea hondurensis,Dioscorea hondurensis,80862-2,Species,,,,Dioscorea belizensis,,,,,,,,['LITTOX']
14198,808644-1,Rehmannia glutinosa,Rehmannia glutinosa,808644-1,Species,,,,Rehmannia glutinosa,,,,,,,,['LITTOX']
14199,80887-1,Parsonsia capsularis,Parsonsia capsularis,80887-1,Species,,,,Parsonsia capsularis,,,,,,,,['LITTOX']
14200,808903-1,Russelia equisetiformis,Russelia equisetiformis,808903-1,Species,,,,Russelia juncea,,,,,,,,['LITTOX']
14201,8090-1,Cardopatium,nan,nan,Genus,,,,Cardopatium,,,,,,,,['LITTOX']
14202,80910-1,Parsonsia eucalyptophylla,Parsonsia eucalyptophylla,80910-1,Species,,,,Parsonsia eucalyptophylla,,,,,,,,['LITTOX']
14203,80926-1,Parsonsia heterophylla,Parsonsia heterophylla,80926-1,Species,,,,Parsonsia heterophylla,,,,,,,,['LITTOX']
14204,809334-1,Scrophularia marilandica,Scrophularia marilandica,809334-1,Species,,,,Scrophularia marilandica,,,,,,,,['LITTOX']
14205,809386-1,Scrophularia ningpoensis,Scrophularia ningpoensis,809386-1,Species,,,,Scrophularia ningpoensis,,,,,,,,['LITTOX']
14206,809394-1,Scrophularia oblongifolia,Scrophularia oblongifolia,809394-1,Species,,,,Scrophularia aquatica,,,,,,,,['LITTOX']
14207,80944-1,Parsonsia latifolia,Parsonsia latifolia,80944-1,Species,,,,Parsonsia latifolia,,,,,,,,['LITTOX']
14208,809854-1,Stemodia kingii,Stemodia kingii,809854-1,Species,,,,Stemodia kingii,,,,,,,,['LITTOX']
14209,810254-1,Teedia pubescens,Teedia pubescens,810254-1,Species,,,,Teedia pubescens,,,,,,,,['LITTOX']
14210,8103-1,Carlina,nan,nan,Genus,,,,Carlina,,,,,,,,['LITTOX']
14211,8107-1,Carpesium,nan,nan,Genus,,,,"Carpesia,Carpesium",,,,,,,,['LITTOX']
14212,810828-1,Verbascum blattaria,Verbascum blattaria,810828-1,Species,,,,Verbascum blattaria,,,,,,,,['LITTOX']
14213,811003-1,Verbascum densiflorum,Verbascum densiflorum,811003-1,Species,,,,Verbascum thapsiforme,,,,,,,,['LITTOX']
14214,81115-1,Picralima nitida,Picralima nitida,81115-1,Species,,,,"Picralima klaineana,Picralima nitida",,,,,,,,['LITTOX']
14215,811680-1,Veronica beccabunga,Veronica beccabunga,811680-1,Species,,,,Veronica beccabunga,,,,,,,,['LITTOX']
14216,811707-1,Veronica bollonsii,Veronica bollonsii,811707-1,Species,,,,Hebe bollonsii,,,,,,,,['LITTOX']
14217,811930-1,Veronica diosmifolia,Veronica diosmifolia,811930-1,Species,,,,Hebe diosmifolia,,,,,,,,['LITTOX']
14218,8120-1,Carthamus,nan,nan,Genus,,,,"Carduncellus,Carthamus",,,,,,,,['LITTOX']
14219,81220-1,Plumeria inodora,Plumeria inodora,81220-1,Species,,,,Plumeria inodora,,,,,,,,['LITTOX']
14220,812400-1,Veronica odora,Veronica odora,812400-1,Species,,,,Hebe odora,,,,,,,,['LITTOX']
14221,812446-1,Veronica parviflora,Veronica parviflora,812446-1,Species,,,,Hebe parviflora,,,,,,,,['LITTOX']
14222,812492-1,Veronica plebeia,Veronica plebeia,812492-1,Species,,,,Veronica plebeia,,,,,,,,['LITTOX']
14223,81256-1,Plumeria obtusa,Plumeria obtusa,81256-1,Species,,,,"Plumeria multiflora,Plumeria obtusa",,,,,,,,['LITTOX']
14224,812616-1,Veronica salicifolia,Veronica salicifolia,812616-1,Species,,,,Veronica salicifolia,,,,,,,,['LITTOX']
14225,812694-1,Veronica stricta,Veronica stricta,812694-1,Species,,,,Hebe stricta,,,,,,,,['LITTOX']
14226,812793-1,Veronica undulata,Veronica undulata,812793-1,Species,,,,Veronica undulata,,,,,,,,['LITTOX']
14227,81326-1,Prestonia amazonica,Prestonia amazonica,81326-1,Species,,,,"Haemadictyon amazonicum,Prestonia amazonica",,,,,,,,['LITTOX']
14228,813527-1,Ailanthus excelsa,Ailanthus excelsa,813527-1,Species,,,,Ailanthus excelsa,,,,,,,,['LITTOX']
14229,813567-1,Amaroria soulameoides,Amaroria soulameoides,813567-1,Species,,,,"Amaroria soulameoides,Soulamea soulameoides",,,,,,,,['LITTOX']
14230,813673-1,Castela tweediei,Castela tweediei,813673-1,Species,,,,Castela tweediei,,,,,,,,['LITTOX']
14231,813688-1,Cneoridium dumosum,Cneoridium dumosum,813688-1,Species,,,,Cneoridium dumosum,,,,,,,,['LITTOX']
14232,813689-1,Cneorum pulverulentum,Cneorum pulverulentum,813689-1,Species,,,,"Cneorum pulverulentum,Neochamaelea pulverulenta",,,,,,,,['LITTOX']
14233,813702-1,Dictyoloma vandellianum,Dictyoloma vandellianum,813702-1,Species,,,,Dictyoloma peruviana,,,,,,,,['LITTOX']
14234,813738-1,Harrisonia perforata,Harrisonia perforata,813738-1,Species,,,,Harrisonia perforata,,,,,,,,['LITTOX']
14235,813858-1,Perriera madagascariensis,Perriera madagascariensis,813858-1,Species,,,,Perriera madagascariensis,,,,,,,,['LITTOX']
14236,813957-1,Picrasma javanica,Picrasma javanica,813957-1,Species,,,,"Picrasma javanica,Picrasma javanica var. nepalensis",,,,,,,,['LITTOX']
14237,813963-1,Picrasma quassioides,Picrasma quassioides,813963-1,Species,,,,Picrasma quassioides,,,,,,,,['LITTOX']
14238,813979-1,Picrolemma sprucei,Picrolemma sprucei,813979-1,Species,,,,Picrolemma sprucei,,,,,,,,['LITTOX']
14239,814110-1,Simaba orinocensis,Simaba orinocensis,814110-1,Species,,,,Simaba multiflora,,,,,,,,['LITTOX']
14240,814130-1,Simarouba glauca,Simarouba glauca,814130-1,Species,,,,Simarouba glauca,,,,,,,,['LITTOX']
14241,814147-1,Soulamea tomentosa,Soulamea tomentosa,814147-1,Species,,,,Soulamea tomentosa,,,,,,,,['LITTOX']
14242,814156-1,Spathelia simplex,Spathelia simplex,814156-1,Species,,,,Spathelia sorbifolia,,,,,,,,['LITTOX']
14243,814268-1,Anisodus stramoniifolius,Anisodus stramoniifolius,814268-1,Species,,,,"Scopolia anomala,Scopolia lurida",,,,,,,,['LITTOX']
14244,814269-1,Anisodus tanguticus,Anisodus tanguticus,814269-1,Species,,,,"Anisodus tanguticus,Scopolia tangutica Maxim",,,,,Anisodus tanguticus,,,"['LITTOX', 'USDA(Duke)']"
14245,814280-1,Anthocercis fasciculata,Anthocercis fasciculata,814280-1,Species,,,,Anthocercis fasciculata,,,,,,,,['LITTOX']
14246,814290-1,Anthocercis littorea,Anthocercis littorea,814290-1,Species,,,,Anthocercis littorea,,,,,,,,['LITTOX']
14247,814300-1,Anthocercis viscosa,Anthocercis viscosa,814300-1,Species,,,,Anthocercis viscosa,,,,,,,,['LITTOX']
14248,814336-1,Athenaea picta,Athenaea picta,814336-1,Species,,,,Athenaea picta,,,,,,,,['LITTOX']
14249,814349-1,Atropa acuminata,Atropa acuminata,814349-1,Species,,,,Atropa acuminata,,,,,,,,['LITTOX']
14250,814357-1,Atropa baetica,Atropa baetica,814357-1,Species,,,,Atropa baetica,,,,,,,,['LITTOX']
14251,814389-1,Atropa pallidiflora,Atropa pallidiflora,814389-1,Species,,,,Atropa pallidiflora,,,,,,,,['LITTOX']
14252,814568-1,Browallia americana,Browallia americana,814568-1,Species,,,,Browallia americana,,,,,,,,['LITTOX']
14253,814588-1,Browallia speciosa,Browallia speciosa,814588-1,Species,,,,Browallia speciosa major,,,,,,,,['LITTOX']
14254,814597-1,Brugmansia × candida,Brugmansia × candida,814597-1,Species,,,,"Brugmansia candida,Brugmansia x candida,Datura mollis,Methysticodendron amesianum",,,,,,,Brugmansia mollis ,"['LITTOX', 'CliniTox']"
14255,814604-1,Brugmansia insignis,Brugmansia insignis,814604-1,Species,,,,"Datura dolichocarpa,Datura insignis",,,,,,,,['LITTOX']
14256,814652-1,Brunfelsia latifolia,Brunfelsia latifolia,814652-1,Species,,,,"Brunfelsia latifolia,Brunfelsia maritima",,,,,,,Franciscea latifolia Pohl ,"['LITTOX', 'CliniTox']"
14257,814670-1,Brunfelsia nitida,Brunfelsia nitida,814670-1,Species,,,,Brunfelsia nitida,,,,,,,,['LITTOX']
14258,814676-1,Brunfelsia pauciflora,Brunfelsia pauciflora,814676-1,Species,,,,"Brunfelsia calicyna,Brunfelsia calycina,Brunfelsia calycina var. floribunda,Brunfelsia eximia,Brunfelsia pauciflora,Brunfelsia pauciflora var. calycina,Brunfelsia pauciflora var. floribunda,Brunfelsia pauciflora var. macrantha",Brunfelsia pauciflora,,,,,Brunfelsia pauciflora (Cham. & Schltdl.) Benth.,"Brunfelsia calycina Benth. ,Brunfelsia pauciflora (Cham. & Schltdl.) Benth. ","['LITTOX', 'de_wiki:fr_wiki:hr_wiki', 'TPPT', 'CliniTox']"
14259,814678-1,Brunfelsia pilosa,Brunfelsia pilosa,814678-1,Species,,,,Brunfelsia pilosa,,,,,,,,['LITTOX']
14260,814695-1,Brunfelsia undulata,Brunfelsia undulata,814695-1,Species,,,,Brunfelsia undulata,,,Brunfelsia undulata,,,,,"['LITTOX', 'CPCS']"
